Metric,Value
ROC-AUC,0.563698224852071
PR-AUC,0.6095621766656263
Balanced Acc.,0.5482692307692307
Sensitivity,0.683076923076923
Specificity,0.41346153846153844
PPV,0.5927903871829105
NPV,0.5106888361045131
Kappa,0.09841207606351698
