feature,n_valid,mean_benign,mean_malignant,median_benign,median_malignant,shapiro_p_benign,shapiro_p_malignant,normal_in_both_classes,correlation_method,correlation_coefficient,correlation_p_value,class_difference_test,class_difference_stat,class_difference_p_value,cohen_d_malignant_minus_benign,correlation_q_value_fdr,class_difference_q_value_fdr
T2_Morph_Compacity,114,15.799419032549018,17.652968839682543,15.7339081,16.57329673,0.0011071760146255808,3.0029110625395016e-09,False,Spearman,0.3058459733259024,0.0009355501970639312,Mann_Whitney_U,1036.0,0.0011608134017156743,0.5922858941051644,0.035297113822160095,0.043644763002144676
T2_Morph_Compactness1,114,0.03616921947058824,0.033062777460317466,0.035858197,0.034042085,0.12648452814257727,0.0004001360452734776,False,Spearman,-0.3058459733259024,0.0009355501970639312,Mann_Whitney_U,2177.0,0.0011608134017156743,-0.6494995615715224,0.035297113822160095,0.043644763002144676
T2_Morph_Compactness2,114,0.4704412198039217,0.3982966471269841,0.456855813,0.411750904,0.14597638483805978,0.07134199437930308,True,Pearson_point_biserial_equivalent,-0.31309879494971543,0.0006942536436198589,Welch_t_test,3.530887186060469,0.000604497919925784,-0.6571910340849211,0.035297113822160095,0.043644763002144676
T2_Morph_SphericalDisproportion,114,1.3000789939019606,1.3957192460793653,1.298395341,1.344172934,0.0033313314426945215,1.7871697208664554e-08,False,Spearman,0.3058459733259024,0.0009355501970639312,Mann_Whitney_U,1036.0,0.0011608134017156743,0.6055936775849777,0.035297113822160095,0.043644763002144676
T2_Morph_Sphericity,114,0.7735670060980393,0.7273103747301587,0.770181445,0.743951894,0.084915471146551,5.190240849024148e-05,False,Spearman,-0.3058459733259024,0.0009355501970639312,Mann_Whitney_U,2177.0,0.0011608134017156743,-0.643943917928436,0.035297113822160095,0.043644763002144676
T2_Morph_Asphericity,114,0.3000789939019608,0.3957192460793651,0.298395341,0.344172934,0.0033313314426945215,1.7871697208664193e-08,False,Spearman,0.3058459733259024,0.0009355501970639312,Mann_Whitney_U,1036.0,0.0011608134017156743,0.6055936775849753,0.035297113822160095,0.043644763002144676
ADC_GLSZM_LargeZoneEmphasis,114,0.10141828923529411,0.03357252514285715,0.032596107,0.008289863,3.4398542042530676e-12,2.691047947026169e-12,False,Spearman,-0.3047743872792082,0.000977082735561525,Mann_Whitney_U,2175.0,0.0012081595294711328,-0.46130649078761854,0.035297113822160095,0.043644763002144676
ADC_GLSZM_LowGrayLevelZoneEmphasis,114,333.8257048086275,565.4082501076192,170.2307692,502.5315985,2.0865720637924812e-07,5.454664707187133e-05,False,Spearman,0.3128159278406649,0.0007024770404657432,Mann_Whitney_U,1023.0,0.0008923721826091784,0.5291062247136832,0.035297113822160095,0.043644763002144676
T2_IH_MaximumHistogramGradientGreyLevel_Intensity,114,7.862745098039215,8.476190476190476,4.0,6.0,2.8636155849719705e-11,9.468312331265913e-08,False,Spearman,0.2673146971915723,0.00403770018359218,Mann_Whitney_U,1111.0,0.004529391715921946,0.07138157366291652,0.04042328871735823,0.044588582171010575
T2_IH_MinimumHistogramGradientGreyLevel_Intensity,114,11.352941176470589,12.396825396825397,8.0,11.0,8.319055733300637e-10,0.0034691918876783674,False,Spearman,0.27618559685672195,0.002935261796830274,Mann_Whitney_U,1092.5,0.003356636291150396,0.10624138816097982,0.04042328871735823,0.044588582171010575
T2_GLCM_JointMaximum,114,0.19994045892156867,0.09815434401587302,0.097345133,0.049593665,6.138415758954576e-10,1.2683173706634946e-12,False,Spearman,-0.28601079263580925,0.0020367938765564523,Mann_Whitney_U,2140.0,0.002385596906040377,-0.5027750674965511,0.04042328871735823,0.044588582171010575
T2_GLRLM_ShortRunsEmphasis,114,0.7738788680784313,0.8407448075555554,0.816799475,0.861573131,9.707349652757841e-08,1.9062825742960008e-08,False,Spearman,0.27099936812663217,0.0035412635955936363,Mann_Whitney_U,1101.0,0.004003150425823951,0.5305534050954944,0.04042328871735823,0.044588582171010575
T2_GLRLM_LongRunsEmphasis,114,3.765409662196079,2.310864737253968,2.322376124,1.787787174,2.002983517131784e-13,7.779382788291492e-16,False,Spearman,-0.2870824166801414,0.0019556686426930405,Mann_Whitney_U,2142.0,0.002296973355839647,-0.3374089012358875,0.04042328871735823,0.044588582171010575
T2_GLRLM_RunPercentage,114,0.7387321390196079,0.810237428031746,0.765112263,0.83396056,4.935495627702361e-06,5.30108704362818e-07,False,Spearman,0.27421653314567285,0.003153382414600668,Mann_Whitney_U,1095.0,0.003589935368825621,0.5534611151281569,0.04042328871735823,0.044588582171010575
T2_GLRLM_RunLengthVariance,114,0.803043663,0.43658935144444444,0.457166726,0.267978463,5.183226867521379e-13,1.3815278612500286e-15,False,Spearman,-0.282793603732539,0.00229897349509002,Mann_Whitney_U,2134.0,0.00267079709614916,-0.31521167958072727,0.04042328871735823,0.044588582171010575
ADC_Morph_SurfaceToVolumeRatio_cm,114,15.806578823529408,17.368980395079365,15.73366504,16.50530148,0.0006648671227932782,4.5548293397021195e-09,False,Spearman,0.25974123413917566,0.005258097486251521,Mann_Whitney_U,1122.0,0.005811390998921157,0.5270752970717082,0.04042328871735823,0.044588582171010575
ADC_Morph_Compacity,114,0.03614972423529412,0.03350147865079364,0.035858751,0.034182325,0.05113047141661926,0.0024475450468774275,False,Spearman,-0.25974123413917566,0.005258097486251521,Mann_Whitney_U,2091.0,0.005811390998921157,-0.5634096350555309,0.04042328871735823,0.044588582171010575
ADC_Morph_Compactness1,114,0.46992242276470586,0.4081928972698413,0.456869928,0.415150391,0.04605558753395204,0.3000652832960964,False,Spearman,-0.25974123413917566,0.005258097486251521,Mann_Whitney_U,2091.0,0.005811390998921157,-0.5626036611692922,0.04042328871735823,0.044588582171010575
ADC_Morph_Compactness2,114,1.3004883812941177,1.3812824746349204,1.298381969,1.340493924,0.0018975073765864598,3.642846345641889e-08,False,Spearman,0.25974123413917566,0.005258097486251521,Mann_Whitney_U,1122.0,0.005811390998921157,0.5372332277835541,0.04042328871735823,0.044588582171010575
ADC_Morph_SphericalDisproportion,114,0.7732936837843136,0.7339197754920636,0.770189377,0.745993684,0.03694087839837534,0.0002840457350853264,False,Spearman,-0.25974123413917566,0.005258097486251521,Mann_Whitney_U,2091.0,0.005811390998921157,-0.5612799136736616,0.04042328871735823,0.044588582171010575
ADC_Morph_Sphericity,114,0.30048838129411765,0.38128247463492065,0.298381969,0.340493924,0.001897507376586506,3.6428463456419626e-08,False,Spearman,0.25974123413917566,0.005258097486251521,Mann_Whitney_U,1122.0,0.005811390998921157,0.5372332277835562,0.04042328871735823,0.044588582171010575
ADC_Morph_IntegratedIntensity_Intensity,114,760.8294543489412,1096.2011884934923,582.5145059,1151.41691,0.0016503067899676965,0.07620171269444977,False,Spearman,0.26188564061297687,0.004882931504422528,Mann_Whitney_U,1118.0,0.005418620759373048,0.5193798193481224,0.04042328871735823,0.044588582171010575
ADC_IB_MedianIntensity,114,176.90284034156863,482.9897097071429,0.0,174.0,2.0691262434198917e-11,9.932366056222147e-08,False,Spearman,0.26946060344051254,0.0037415035324792085,Mann_Whitney_U,1140.0,0.004218604931061103,0.6026064129738962,0.04042328871735823,0.044588582171010575
ADC_IB_75thIntensityPercentile,114,1105.7277245487844,1498.7596833047617,1017.0,1572.056396,0.037253044646087315,0.3710207848666147,False,Spearman,0.2640305817678277,0.004531754870044818,Mann_Whitney_U,1114.0,0.005049887274527556,0.5383434877678244,0.04042328871735823,0.044588582171010575
ADC_IB_StandardDeviation,114,1407.3053134176469,1881.240775957143,1254.0,1980.00769,0.10195861165681609,0.44757307801202445,True,Pearson_point_biserial_equivalent,0.28845580005621757,0.0018559808926657995,Welch_t_test,-3.119587104513037,0.0023936962895019643,0.6005506566951471,0.04042328871735823,0.044588582171010575
ADC_IB_IntensityBasedQuartileCoefficientOfDispersion,114,43193.995948099604,62242.695937985714,33241.041,65570.51755,0.0015339985936127117,0.06914037894812158,False,Spearman,0.26081343737607626,0.0050674191181790534,Mann_Whitney_U,1120.0,0.0056119064853167085,0.5174298358750655,0.04042328871735823,0.044588582171010575
ADC_IB_IntensityBasedEnergy,114,824.1485111957059,1167.2822928039682,706.1929259,1188.747721,0.005262057459587196,0.21683753498028424,False,Spearman,0.2731437746004334,0.0032782520793881017,Mann_Whitney_U,1097.0,0.0037231977582212654,0.5443709554899352,0.04042328871735823,0.044588582171010575
ADC_IB_TotalLesionGlycolysis,114,13.923718129176468,19.769639093555554,10.71895425,20.71039845,0.0010862473890068764,0.06815210017121129,False,Spearman,0.26188617095143923,0.004882841755315255,Mann_Whitney_U,1118.0,0.005418526757618752,0.5192045114648187,0.04042328871735823,0.044588582171010575
ADC_IH_IntensityHistogramMedian_Intensity,114,3.9019607843137254,9.174603174603174,1.0,4.0,1.0617351207417293e-11,5.748861037096222e-08,False,Spearman,0.2693686629134939,0.003753783087603612,Mann_Whitney_U,1148.5,0.00423237549738081,0.601166591218533,0.04042328871735823,0.044588582171010575
ADC_IH_IntensityHistogram75thPercentile,114,19.92156862745098,26.80952380952381,18.0,28.0,0.024576655364070794,0.3261419035973811,False,Spearman,0.26498771695315115,0.004382466590957718,Mann_Whitney_U,1112.5,0.004892816309187919,0.5368748190669153,0.04042328871735823,0.044588582171010575
ADC_IH_IntensityHistogramStd_Intensity,114,25.137254901960784,33.476190476190474,22.0,35.0,0.07447781013195234,0.43800927584404364,True,Pearson_point_biserial_equivalent,0.2898781967123879,0.0017576112224002825,Welch_t_test,-3.1364335714865597,0.002272481802739391,0.6037829579338804,0.04042328871735823,0.044588582171010575
ADC_IH_IntensityHistogramEntropyLog2_Intensity,114,793.8694914735294,1127.178328907143,611.1478758,1180.816311,0.0010862473921961764,0.06815210031325988,False,Spearman,0.26188617095143923,0.004882841755315255,Mann_Whitney_U,1118.0,0.005418526757618752,0.5192045113998409,0.04042328871735823,0.044588582171010575
ADC_IH_MaximumHistogramGradient_Intensity,114,12.745098039215685,18.158730158730158,9.0,17.0,1.4566734451226735e-05,0.010360864363967525,False,Spearman,0.2687998315552764,0.003830562716699449,Mann_Whitney_U,1105.5,0.004310059801389424,0.4691679781299835,0.04042328871735823,0.044588582171010575
ADC_GLCM_JointMaximum,114,13.982873150882352,19.810092840888892,11.01245038,21.022671,0.0009736369547349472,0.06647981500249603,False,Spearman,0.2586695547268566,0.005455045882273257,Mann_Whitney_U,1124.0,0.006017144306814576,0.5101469734787848,0.04042328871735823,0.044588582171010575
ADC_GLCM_DifferenceEntropy,114,27.965746302019614,39.620185682206355,22.02490076,42.04534201,0.0009736369555957692,0.06647981496651915,False,Spearman,0.2586695547268566,0.005455045882273257,Mann_Whitney_U,1124.0,0.006017144306814576,0.5101469734921609,0.04042328871735823,0.044588582171010575
ADC_GLCM_Correlation,114,341.69880593231375,555.657948198381,160.8284519,463.2814488,1.7838242037954443e-07,1.685282764178072e-05,False,Spearman,0.26671109528831327,0.004124714611663798,Mann_Whitney_U,1109.0,0.004621036086287321,0.4459602571654745,0.04042328871735823,0.044588582171010575
ADC_GLRLM_LowGreyLevelRunEmphasis,114,346.3037796045882,564.0190205359842,165.6651643,478.8320232,3.088801364507562e-07,2.9319609213037698e-05,False,Spearman,0.27796925207435264,0.0027495065256958975,Mann_Whitney_U,1088.0,0.0031571857918868654,0.46775281940457764,0.04042328871735823,0.044588582171010575
ADC_GLRLM_ShortRunLowGreyLevelEmphasis,114,303.01845498809803,491.706738799,149.4781733,402.9848454,2.4659000877667947e-07,3.5394844425586116e-05,False,Spearman,0.2779686891664862,0.002749563438030613,Mann_Whitney_U,1088.0,0.0031572469154840872,0.4629454617471046,0.04042328871735823,0.044588582171010575
ADC_GLRLM_LongRunLowGreyLevelEmphasis,114,668.6946779076667,1012.4298798678573,270.8494449,805.156468,6.8916465738309994e-09,1.2524672777894631e-06,False,Spearman,0.27207157136353277,0.0034074794970560553,Mann_Whitney_U,1099.0,0.003860869514576829,0.35829736574958826,0.04042328871735823,0.044588582171010575
ADC_GLRLM_HighGreyLevelRunEmphasis,114,0.08133563149019607,0.046338004952380954,0.030388264,0.004470353,7.98901703367663e-07,5.032043150228965e-10,False,Spearman,-0.25706072604692404,0.005763050089541243,Mann_Whitney_U,2086.0,0.006338360488845153,-0.4199346954954391,0.04163803689693548,0.04579465453190623
ADC_GLRLM_LongRunsEmphasis,114,0.1844880317843137,0.09059075801587299,0.038616681,0.005010064,1.4944877091491242e-09,2.443491680662707e-11,False,Spearman,-0.2468752952367201,0.008097519902696464,Mann_Whitney_U,2067.0,0.00875512207239631,-0.4135306795125989,0.05707764028973849,0.06171293363225691
ADC_GLSZM_HighGrayLevelZoneEmphasis,114,0.012555330843137256,0.00848568788888889,0.005080524,0.001003548,1.0686899256886287e-07,9.189187001854437e-13,False,Spearman,-0.24553503847647737,0.008459878953781221,Mann_Whitney_U,2064.5,0.009127966866045513,-0.24824204390161875,0.058212024229589834,0.06280910534017031
T2_IH_IntensityHistogramMode_Intensity,114,9.862745098039216,9.857142857142858,6.0,8.0,1.9422755164311152e-10,0.00014177114852883624,False,Spearman,0.24176207777439465,0.009557896221568869,Mann_Whitney_U,1157.5,0.010255177239038411,-0.0006091296652273653,0.06138293351185341,0.06586102715738001
