fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.5816993464052287,0.7450230986763495,0.6923076923076923,0.6078431372549019,0.7894736842105263,0.7142857142857143,0.8823529411764706,10
2,0.4375,0.6411157796451914,0.5555555555555556,0.5625,0.5555555555555556,0.625,0.5,18
3,0.7394957983193278,0.8302711177711178,0.5806451612903226,0.5357142857142857,0.723404255319149,0.5666666666666667,1.0,6
4,0.5686274509803921,0.6616076080954714,0.6206896551724138,0.5661764705882353,0.7317073170731707,0.625,0.8823529411764706,6
5,0.7407407407407408,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.5,0.4,0.6666666666666666,12
