Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_Linear,KNN,0.6593195266272189,0.5584319526627219,0.10088757396449699,2.4661824281304217,0.013656176328821719,✓,✗,0.6145279347969773,✗
SVM_RBF,KNN,0.6526627218934911,0.5584319526627219,0.09423076923076912,2.261026067171938,0.02375764293346948,✓,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6593195266272189,0.5872781065088757,0.07204142011834325,2.0474890742586873,0.04061008853104142,✓,✗,1.0,✗
SVM_RBF,ExtraTrees,0.6526627218934911,0.5872781065088757,0.06538461538461537,1.9286337704781804,0.05377634354453168,✗,✗,1.0,✗
LogisticRegression,KNN,0.6488165680473372,0.5584319526627219,0.09038461538461529,1.8227950133140556,0.06833444328963054,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6488165680473372,0.5872781065088757,0.06153846153846154,1.7272751439837246,0.08411826097612438,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6593195266272189,0.5961538461538463,0.06316568047337268,1.5975396322078268,0.11014547067498112,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6526627218934911,0.5961538461538463,0.056508875739644804,1.5008679383844805,0.13338972226865417,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6593195266272189,0.5928994082840238,0.06642011834319517,1.4551389365138285,0.14563080175131835,✗,✗,1.0,✗
NaiveBayes,KNN,0.647337278106509,0.5584319526627219,0.08890532544378704,1.4200609826113828,0.15558992806023114,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.6488165680473372,0.5961538461538463,0.05266272189349097,1.4197059263499927,0.1556933120797731,✗,✗,1.0,✗
XGBoost,KNN,0.6307692307692307,0.5584319526627219,0.0723372781065088,1.359253960454565,0.17406612758112872,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6526627218934911,0.5928994082840238,0.059763313609467295,1.354412806501598,0.17560471412406353,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.6488165680473372,0.5928994082840238,0.05591715976331346,1.2133010993944986,0.22501472274245982,✗,✗,1.0,✗
LightGBM,KNN,0.6213017751479291,0.5584319526627219,0.06286982248520712,1.084107665719,0.27831706438234893,✗,✗,1.0,✗
XGBoost,ExtraTrees,0.6307692307692307,0.5872781065088757,0.04349112426035506,1.035219305237473,0.3005665050042081,✗,✗,1.0,✗
XGBoost,GradientBoosting,0.6307692307692307,0.5928994082840238,0.03786982248520698,1.0150015965719554,0.3101050664470145,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.647337278106509,0.5872781065088757,0.0600591715976333,0.9862858753172176,0.3239928489839421,✗,✗,1.0,✗
XGBoost,RandomForest,0.6307692307692307,0.5961538461538463,0.03461538461538449,0.9525785232168884,0.34080366312963595,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.647337278106509,0.5928994082840238,0.05443786982248522,0.8504533769124702,0.3950730709579763,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.647337278106509,0.5961538461538463,0.05118343195266273,0.8158839738685769,0.4145664989616539,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6213017751479291,0.5872781065088757,0.03402366863905337,0.7783950733680893,0.4363361422656622,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6593195266272189,0.6213017751479291,0.038017751479289874,0.7707611414371881,0.4408485238945148,✗,✗,1.0,✗
RandomForest,KNN,0.5961538461538463,0.5584319526627219,0.037721893491124314,0.7563049655540056,0.44946637165954517,✗,✗,1.0,✗
LightGBM,RandomForest,0.6213017751479291,0.5961538461538463,0.025147928994082802,0.6813120543175423,0.4956740574593086,✗,✗,1.0,✗
