Metric,Value
ROC-AUC,0.7340625000000001
PR-AUC,0.7410657165089043
Balanced Acc.,0.69375
Sensitivity,0.6875
Specificity,0.7
PPV,0.7457627118644068
NPV,0.6363636363636364
Kappa,0.38330757341576505
