Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.7340625000000001,0.7341890528204464,0.6368677370938065,0.8261693191928913,0.7410657165089043,0.7486873450686573,0.6237086796361856,0.8626037697989667,0.6929824561403509,0.69375,0.6875,0.7,0.7457627118644068,0.6363636363636364,0.7154471544715447,0.38330757341576505,0.22848156289840957,35,15,20,44,10.8,5.403702434442518
ExtraTrees,0.685625,0.6863987952536728,0.5852659012322877,0.7853537493579866,0.674894539519155,0.6893398810084932,0.5661178038101613,0.8161760641138649,0.6403508771929824,0.6490625,0.578125,0.72,0.7254901960784313,0.5714285714285714,0.6434782608695652,0.2898814949863264,0.23677667994343277,36,14,27,37,10.8,5.403702434442518
KNN,0.6584375,0.6578111271486343,0.554743948651512,0.7548242488443758,0.6726278954106913,0.6818888621395431,0.5582071809733085,0.8021743326364318,0.6228070175438597,0.6159375,0.671875,0.56,0.6615384615384615,0.5714285714285714,0.6666666666666666,0.2323833385530849,0.23682906730549447,28,22,21,43,10.8,5.403702434442518
RandomForest,0.6518749999999999,0.6523744039999178,0.5481243185508816,0.7542653339463009,0.6482913960354642,0.6632874833143519,0.5366973883605662,0.7905733228677265,0.6052631578947368,0.6046875,0.609375,0.6,0.6610169491525424,0.5454545454545454,0.6341463414634146,0.20710973724884085,0.2428273016089632,30,20,25,39,10.8,5.403702434442518
GradientBoosting,0.6228125,0.6226112703705536,0.5158717301127341,0.7283309263439223,0.6804637321381075,0.690327709147007,0.5667878142979382,0.8073684591633068,0.6228070175438597,0.61375,0.6875,0.54,0.6567164179104478,0.574468085106383,0.6717557251908397,0.2290028310789557,0.25869846163429205,27,23,20,44,10.8,5.403702434442518
XGBoost,0.61265625,0.6139306283778749,0.5078808576047527,0.7225350844360733,0.6337502662767158,0.6436400794581316,0.5207032417832317,0.7654419025233804,0.6228070175438597,0.6203125,0.640625,0.6,0.6721311475409836,0.5660377358490566,0.656,0.23905619372865572,0.2851068932038434,30,20,23,41,10.8,5.403702434442518
SVM_RBF,0.6090625,0.6110399269753913,0.5041484119775063,0.710860618900873,0.6627857142449923,0.6693501974892562,0.5437190948153393,0.7870165970034733,0.6052631578947368,0.59375,0.6875,0.5,0.6376811594202898,0.5555555555555556,0.6616541353383458,0.18957345971563977,0.25023688886948403,25,25,20,44,10.8,5.403702434442518
LightGBM,0.6062500000000001,0.6061519074035913,0.5024606337421601,0.7066231054747912,0.6760881795825207,0.6823597999440376,0.5588205966582218,0.7974227931135356,0.5701754385964912,0.5690625,0.578125,0.56,0.6271186440677966,0.509090909090909,0.6016260162601627,0.13663060278207106,0.2830194296408989,28,22,27,37,10.8,5.403702434442518
SVM_Linear,0.5990624999999999,0.5998700605248058,0.4898770619358855,0.6992793101856669,0.6599627957511736,0.6668354812365777,0.5379025318921801,0.7861798910289646,0.6052631578947368,0.5784374999999999,0.796875,0.36,0.6144578313253012,0.5806451612903226,0.6938775510204082,0.16367786110205407,0.2446568638696564,18,32,13,51,10.8,5.403702434442518
NaiveBayes,0.5825,0.5835577966855633,0.48043078228459585,0.6882767577472436,0.6473250637290802,0.654130139009666,0.5318967159474581,0.767638801214768,0.5877192982456141,0.551875,0.84375,0.26,0.5934065934065934,0.5652173913043478,0.6967741935483871,0.1102623713052141,0.37981409120428933,13,37,10,54,10.8,5.403702434442518
