k,mean_score,std_score,fold_scores,metric,tuning_model
14,0.6153693056169837,0.07163652651160597,"[0.5307017543859649, 0.6095238095238096, 0.7058823529411765]",auc,LogisticRegression
6,0.5968020541549953,0.07713295013957791,"[0.5416666666666667, 0.5428571428571429, 0.7058823529411764]",auc,LogisticRegression
4,0.586687306501548,0.09604386839676508,"[0.5394736842105263, 0.5, 0.7205882352941176]",auc,LogisticRegression
12,0.5679812275787509,0.02530822558926766,"[0.543859649122807, 0.5571428571428572, 0.6029411764705882]",auc,LogisticRegression
16,0.5662747555162416,0.036121930951475215,"[0.5153508771929824, 0.5952380952380952, 0.5882352941176471]",auc,LogisticRegression
10,0.5467320261437908,0.033163092117574795,"[0.5, 0.5666666666666667, 0.5735294117647058]",auc,LogisticRegression
18,0.5331429062853212,0.06920826345922214,"[0.5197368421052632, 0.6238095238095238, 0.4558823529411765]",auc,LogisticRegression
8,0.5276045505921667,0.02094249873156288,"[0.5109649122807018, 0.5571428571428572, 0.5147058823529411]",auc,LogisticRegression
