Metric,Value
ROC-AUC,0.7863492063492064
PR-AUC,0.8240181185669955
Balanced Acc.,0.6753968253968254
Sensitivity,0.6507936507936508
Specificity,0.7
PPV,0.7321428571428571
NPV,0.6140350877192983
Kappa,0.3457987795337193
