Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LogisticRegression vs ExtraTrees,LogisticRegression,ExtraTrees,0.7863095238095238,0.7217063492063491,0.06460317460317458,0.0,0.0625,0.1125
LogisticRegression vs GradientBoosting,LogisticRegression,GradientBoosting,0.7863095238095238,0.7090873015873016,0.07722222222222216,0.0,0.0625,0.1125
LogisticRegression vs KNN,LogisticRegression,KNN,0.7863095238095238,0.7384126984126984,0.04789682539682538,1.0,0.25,0.375
LogisticRegression vs LightGBM,LogisticRegression,LightGBM,0.7863095238095238,0.7101587301587303,0.07615079365079362,0.0,0.0625,0.1125
LogisticRegression vs NaiveBayes,LogisticRegression,NaiveBayes,0.7863095238095238,0.7350793650793651,0.0512301587301587,3.0,0.3125,0.4017857142857143
LogisticRegression vs RandomForest,LogisticRegression,RandomForest,0.7863095238095238,0.729484126984127,0.0568253968253968,0.0,0.0625,0.1125
LogisticRegression vs SVM_Linear,LogisticRegression,SVM_Linear,0.7863095238095238,0.7828968253968254,0.0034126984126983785,4.0,0.875,0.984375
LogisticRegression vs SVM_RBF,LogisticRegression,SVM_RBF,0.7863095238095238,0.7878968253968254,-0.0015873015873015817,3.0,1.0,1.0
LogisticRegression vs XGBoost,LogisticRegression,XGBoost,0.7863095238095238,0.6836904761904763,0.10261904761904757,0.0,0.0625,0.1125
