fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015384615384615385,0.8088137548141147
0.019230769230769232,0.015384615384615385,0.7598480585665303
0.019230769230769232,0.03076923076923077,0.7415203040041415
0.038461538461538464,0.03076923076923077,0.7170069913959285
0.038461538461538464,0.06153846153846154,0.7121615920543577
0.057692307692307696,0.06153846153846154,0.7079792459815857
0.057692307692307696,0.09230769230769231,0.7044831275318075
0.07692307692307693,0.09230769230769231,0.7031559372822859
0.07692307692307693,0.18461538461538463,0.6803703774285966
0.09615384615384616,0.18461538461538463,0.6742192283003753
0.09615384615384616,0.26153846153846155,0.6557797225829723
0.11538461538461539,0.26153846153846155,0.6546391905715104
0.11538461538461539,0.27692307692307694,0.6530800401735899
0.1346153846153846,0.27692307692307694,0.6513237256662591
0.1346153846153846,0.2923076923076923,0.649415776248265
0.15384615384615385,0.2923076923076923,0.6484970897576471
0.15384615384615385,0.3230769230769231,0.6369702469886654
0.23076923076923078,0.3230769230769231,0.621680123854084
0.23076923076923078,0.4,0.5935276763904842
0.2692307692307692,0.4,0.587550299803254
0.2692307692307692,0.4461538461538462,0.5607349867176724
0.28846153846153844,0.4461538461538462,0.5592919259886213
0.28846153846153844,0.46153846153846156,0.5558813854037974
0.3076923076923077,0.46153846153846156,0.5522980686474095
0.3076923076923077,0.47692307692307695,0.5473048854001661
0.36538461538461536,0.47692307692307695,0.5400905579380251
0.36538461538461536,0.49230769230769234,0.5378547789130037
0.38461538461538464,0.49230769230769234,0.5348495837949784
0.38461538461538464,0.5076923076923077,0.5323999203109999
0.4423076923076923,0.5076923076923077,0.5238691117553863
0.4423076923076923,0.5692307692307692,0.5097435759824125
0.46153846153846156,0.5692307692307692,0.5065301695584072
0.46153846153846156,0.6,0.506147901196106
0.5,0.6,0.5010539430040494
0.5,0.6461538461538462,0.4940423711497794
0.5192307692307693,0.6461538461538462,0.49200238628931636
0.5192307692307693,0.676923076923077,0.48521516945742554
0.5384615384615384,0.676923076923077,0.4808700107782094
0.5384615384615384,0.6923076923076923,0.4795976924723673
0.5576923076923077,0.6923076923076923,0.4775816374460711
0.5576923076923077,0.7076923076923077,0.47363356341103546
0.5961538461538461,0.7076923076923077,0.45857230256068143
0.5961538461538461,0.7384615384615385,0.4512153200139728
0.6346153846153846,0.7384615384615385,0.44677482545259634
0.6346153846153846,0.7692307692307693,0.43394449606703167
0.6730769230769231,0.7692307692307693,0.43062632840394266
0.6730769230769231,0.7846153846153846,0.4278854474310538
0.7692307692307693,0.7846153846153846,0.41465707213342007
0.7692307692307693,0.8,0.41392934376112367
0.7884615384615384,0.8,0.41279141717724693
0.7884615384615384,0.8615384615384616,0.38565171486486427
0.8653846153846154,0.8615384615384616,0.36248553298889985
0.8653846153846154,0.8769230769230769,0.35586197665224595
0.9423076923076923,0.8769230769230769,0.31321902772131033
0.9423076923076923,0.9076923076923077,0.3116963469749871
0.9615384615384616,0.9076923076923077,0.30447526796421287
0.9615384615384616,0.9230769230769231,0.28000845723188805
1.0,0.9230769230769231,0.2619259365851914
1.0,1.0,0.20860541160589988
