Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.09921981840736398,3
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.06170786272000364,3
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05371474831901622,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.04619290373486087,2
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.04416019742213521,2
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.035961743003324144,3
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.02368332274829213,2
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,0.020449121218388325,2
Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,0.016200282686072064,3
Post1_GLSZM_NormalisedZoneSizeNonUniformity,Post1_GLSZM_NormalisedZoneSizeNonUniformity,0.009078241401802764,2
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,0.0012633943293776356,2
