model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
LogisticRegression,0.776956222051916,0.06602714508822209,0.733125,0.8198999186503129,0.09731813815292055,0.7642335106591933,0.6765307156611504,0.06607427435857713,0.6754385964912281,0.6927472089314195,0.06182115571807233,0.6803125,0.6685714285714286,0.11689870025987878,0.6890756302521008,0.7452813852813852,0.1516228683275838,0.7454545454545455,0.6498883572567783,0.19156882431572703,0.640625,114,5
SVM_RBF,0.7629923408153073,0.03402840784056305,0.6906249999999999,0.806199190690813,0.07632655912570901,0.7158640336394587,0.6961487787574743,0.07566889967218614,0.6929824561403509,0.7069284954811271,0.034560536661972424,0.685,0.7195767195767195,0.09971825599483382,0.732824427480916,0.731439393939394,0.14517215327437188,0.7164179104477612,0.779766081871345,0.21542881793276836,0.75,114,5
KNN,0.7329917424415032,0.05423390393558132,0.6978125,0.7380437888877236,0.12237817162326485,0.7262709555083908,0.6870202261506609,0.07539640987150248,0.6842105263157895,0.7119284954811271,0.042905553023973614,0.6815625000000001,0.7087542087542087,0.08761871807923144,0.7142857142857143,0.7451923076923077,0.15234119678106245,0.7258064516129032,0.7397660818713451,0.18759227634851458,0.703125,114,5
NaiveBayes,0.7230455500551194,0.12718553062317167,0.6896875000000001,0.7840069531254583,0.12546816853052545,0.7277919442487558,0.5927434883956624,0.11687385427573033,0.5964912280701754,0.5407038429406851,0.07997330704102676,0.553125,0.7010784183197977,0.09846485587184065,0.7160493827160493,0.5850669163026143,0.115962447592195,0.5918367346938775,0.8945029239766082,0.09467299848629328,0.90625,114,5
ExtraTrees,0.6954269512164248,0.07200586602058995,0.641875,0.7150920747830846,0.1292160909878533,0.7030733908224944,0.6898927159796725,0.11395618391420166,0.6842105263157895,0.7011244019138756,0.057566790555861135,0.6925,0.6623256606990622,0.15651908743368206,0.6896551724137931,0.7745614035087719,0.1224179299959264,0.7692307692307693,0.6401275917065391,0.2548616312501484,0.625,114,5
SVM_Linear,0.6755999042601915,0.23322433971434137,0.6706249999999999,0.7410634414866478,0.1383007149561885,0.7067534279700154,0.6850135371874503,0.05635758618554395,0.6842105263157895,0.6860659223817118,0.10224816150258231,0.6640625,0.7421220676211602,0.05662996650653557,0.7464788732394366,0.703172877846791,0.1571218207154221,0.6794871794871795,0.8630409356725146,0.17489052793503904,0.828125,114,5
RandomForest,0.6704381822324406,0.06865071730606233,0.641875,0.7084852389357132,0.11749921523876752,0.6528434505115441,0.6437924394446133,0.05622882753592763,0.6403508771929824,0.6537612971823499,0.04147581838472299,0.6359375,0.6549708906230645,0.11630587487104821,0.6771653543307087,0.7126190476190476,0.14998034640708768,0.6825396825396826,0.699946836788942,0.25837455341457344,0.671875,114,5
LightGBM,0.6614490024418254,0.1226936731311302,0.62828125,0.7257963220628452,0.0917442185446536,0.7080348132773204,0.6459815546772069,0.10283400390261975,0.6403508771929824,0.6506371990582518,0.0973016236474806,0.6425000000000001,0.6491582491582492,0.12620919183579413,0.6611570247933884,0.7121794871794871,0.10050824165394685,0.7017543859649122,0.6510579479000531,0.22259216832570403,0.625,114,5
XGBoost,0.6154731870999813,0.030105183424561355,0.5884375000000001,0.6861652726358609,0.11015287944259429,0.6669857281193949,0.5722509374683287,0.055989014693609646,0.5701754385964912,0.583375104427736,0.07857735868829184,0.558125,0.62933979438852,0.05396700027399307,0.631578947368421,0.6305661658602835,0.13768907266781905,0.6086956521739131,0.6922913343965975,0.16629587026000106,0.65625,114,5
GradientBoosting,0.6148081291382727,0.0830369484788905,0.57109375,0.6895400037686349,0.108707002377893,0.6424895350288959,0.5653491436100132,0.06844960239017076,0.5614035087719298,0.596149654439128,0.08224987702450845,0.556875,0.5966147908340276,0.09139678976489275,0.6031746031746031,0.6584737484737484,0.17229766409343109,0.6129032258064516,0.6476023391812865,0.255869867064861,0.59375,114,5
