file_name,old_column_name,cleaned_column_name,final_column_name
Pre_single_standardized.csv,INFO_PatientName,INFO_PatientName,INFO_PatientName
Pre_single_standardized.csv,INFO_NameOfRoi,INFO_NameOfRoi,INFO_NameOfRoi
Pre_single_standardized.csv,MORPHOLOGICAL_Volume(IBSI:RNU0)[cm3],Morph_Volume_cm3,Morph_Volume_cm3
Pre_single_standardized.csv,MORPHOLOGICAL_ApproximateVolume(IBSI:YEKZ)[cm3],Morph_ApproximateVolume_cm3,Morph_ApproximateVolume_cm3
Pre_single_standardized.csv,MORPHOLOGICAL_voxelsCounting(IBSI:No)[#vx],Morph_voxelsCounting_vx,Morph_voxelsCounting_vx
Pre_single_standardized.csv,MORPHOLOGICAL_SurfaceArea(IBSI:C0JK)[cm2],Morph_SurfaceArea_cm2,Morph_SurfaceArea_cm2
Pre_single_standardized.csv,MORPHOLOGICAL_SurfaceToVolumeRatio(IBSI:2PR5)[cm],Morph_SurfaceToVolumeRatio_cm,Morph_SurfaceToVolumeRatio_cm
Pre_single_standardized.csv,MORPHOLOGICAL_Compacity(IBSI:No)[],Morph_Compacity,Morph_Compacity
Pre_single_standardized.csv,MORPHOLOGICAL_Compactness1(IBSI:SKGS)[],Morph_Compactness1,Morph_Compactness1
Pre_single_standardized.csv,MORPHOLOGICAL_Compactness2(IBSI:BQWJ)[],Morph_Compactness2,Morph_Compactness2
Pre_single_standardized.csv,MORPHOLOGICAL_SphericalDisproportion(IBSI:KRCK)[],Morph_SphericalDisproportion,Morph_SphericalDisproportion
Pre_single_standardized.csv,MORPHOLOGICAL_Sphericity(IBSI:QCFX)[],Morph_Sphericity,Morph_Sphericity
Pre_single_standardized.csv,MORPHOLOGICAL_Asphericity(IBSI:25C7)[],Morph_Asphericity,Morph_Asphericity
Pre_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-RoiCentroidCoor-Dist(IBSI:No)[cm],Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-MaxIntensityCoor-RoiCentroidCoor-Dist(IBSI:No)[],Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-MaxIntensityCoor-RoiCentroidCoor-Dist(IBSI:No)[],Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
Pre_single_standardized.csv,MORPHOLOGICAL_CentreOfMassShift(IBSI:KLMA)[mm],Morph_CentreOfMassShift_mm,Morph_CentreOfMassShift_mm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-CentroidCoor-WCentroidCoor-Dist(IBSI:No)[],Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-CentroidCoor-WCentroidCoor-Dist(IBSI:No)[],Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
Pre_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-PerimeterCoor-3DSmallestDist(IBSI:No)[mm],Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-MaxIntensityCoor-PerimeterCoor-3DSmallestDist(IBSI:No)[],Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-MaxIntensityCoor-PerimeterCoor-3DSmallestDist(IBSI:No)[],Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-PerimeterCoor-2DAxialSmallestDist(IBSI:No)[mm],Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-MaxIntensityCoor-PerimeterCoor-2DAxialSmallestDist(IBSI:No)[],Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-MaxIntensityCoor-PerimeterCoor-2DAxialSmallestDist(IBSI:No)[],Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-PerimeterCoor-2DCoronalSmallestDist(IBSI:No)[mm],Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-MaxIntensityCoor-PerimeterCoor-2DCoronalSmallestDist(IBSI:No)[],Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-MaxIntensityCoor-PerimeterCoor-2DCoronalSmallestDist(IBSI:No)[],Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-PerimeterCoor-2DSagittalSmallestDist(IBSI:No)[mm],Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusSphereNorm-MaxIntensityCoor-PerimeterCoor-2DSagittalSmallestDist(IBSI:No)[],Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_RadiusRoiNorm-MaxIntensityCoor-PerimeterCoor-2DSagittalSmallestDist(IBSI:No)[],Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
Pre_single_standardized.csv,MORPHOLOGICAL_Maximum3DDiameter(IBSI:L0JK)[mm],Morph_Maximum3DDiameter_mm,Morph_Maximum3DDiameter_mm
Pre_single_standardized.csv,MORPHOLOGICAL_SphereDiameter(IBSI:No)[mm],Morph_SphereDiameter_mm,Morph_SphereDiameter_mm
Pre_single_standardized.csv,MORPHOLOGICAL_IntegratedIntensity(IBSI:99N0)[Intensity],Morph_IntegratedIntensity_Intensity,Morph_IntegratedIntensity_Intensity
Pre_single_standardized.csv,INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],IB_MeanIntensity,IB_MeanIntensity
Pre_single_standardized.csv,INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],IB_IntensityVariance,IB_IntensityVariance
Pre_single_standardized.csv,INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],IB_IntensitySkewness,IB_IntensitySkewness
Pre_single_standardized.csv,INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],IB_IntensityKurtosis,IB_IntensityKurtosis
Pre_single_standardized.csv,INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],IB_MedianIntensity,IB_MedianIntensity
Pre_single_standardized.csv,INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],IB_MinimumIntensity,IB_MinimumIntensity
Pre_single_standardized.csv,INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],IB_10thIntensityPercentile,IB_10thIntensityPercentile
Pre_single_standardized.csv,INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],IB_25thIntensityPercentile,IB_25thIntensityPercentile
Pre_single_standardized.csv,INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],IB_50thIntensityPercentile,IB_50thIntensityPercentile
Pre_single_standardized.csv,INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],IB_75thIntensityPercentile,IB_75thIntensityPercentile
Pre_single_standardized.csv,INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],IB_90thIntensityPercentile,IB_90thIntensityPercentile
Pre_single_standardized.csv,INTENSITY-BASED_StandardDeviation(IBSI:No)[],IB_StandardDeviation,IB_StandardDeviation
Pre_single_standardized.csv,INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],IB_MaximumIntensity,IB_MaximumIntensity
Pre_single_standardized.csv,INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],IB_IntensityInterquartileRange,IB_IntensityInterquartileRange
Pre_single_standardized.csv,INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],IB_IntensityRange,IB_IntensityRange
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],IB_IntensityBasedMeanAbsoluteDeviation,IB_IntensityBasedMeanAbsoluteDeviation
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],IB_IntensityBasedRobustMeanAbsoluteDeviation,IB_IntensityBasedRobustMeanAbsoluteDeviation
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],IB_IntensityBasedMedianAbsoluteDeviation,IB_IntensityBasedMedianAbsoluteDeviation
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],IB_IntensityBasedCoefficientOfVariation,IB_IntensityBasedCoefficientOfVariation
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],IB_IntensityBasedQuartileCoefficientOfDispersion,IB_IntensityBasedQuartileCoefficientOfDispersion
Pre_single_standardized.csv,INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],IB_AreaUnderCurveCIVH,IB_AreaUnderCurveCIVH
Pre_single_standardized.csv,INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],IB_IntensityBasedEnergy,IB_IntensityBasedEnergy
Pre_single_standardized.csv,INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[],IB_RootMeanSquareIntensity,IB_RootMeanSquareIntensity
Pre_single_standardized.csv,INTENSITY-BASED_TotalLesionGlycolysis(IBSI:No)[],IB_TotalLesionGlycolysis,IB_TotalLesionGlycolysis
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMean(IBSI:X6K6)[Intensity],IH_IntensityHistogramMean_Intensity,IH_IntensityHistogramMean_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramVariance(IBSI:CH89)[Intensity],IH_IntensityHistogramVariance_Intensity,IH_IntensityHistogramVariance_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramSkewness(IBSI:88K1)[Intensity],IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramKurtosis(IBSI:C3I7)[Intensity],IH_IntensityHistogramKurtosis_Intensity,IH_IntensityHistogramKurtosis_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMedian(IBSI:WIFQ)[Intensity],IH_IntensityHistogramMedian_Intensity,IH_IntensityHistogramMedian_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMinimumGreyLevel(IBSI:1PR8)[Intensity],IH_IntensityHistogramMinimumGreyLevel_Intensity,IH_IntensityHistogramMinimumGreyLevel_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogram10thPercentile(IBSI:GPMT)[],IH_IntensityHistogram10thPercentile,IH_IntensityHistogram10thPercentile
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogram25thPercentile(IBSI:No)[],IH_IntensityHistogram25thPercentile,IH_IntensityHistogram25thPercentile
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogram50thPercentile(IBSI:No)[],IH_IntensityHistogram50thPercentile,IH_IntensityHistogram50thPercentile
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogram75thPercentile(IBSI:No)[],IH_IntensityHistogram75thPercentile,IH_IntensityHistogram75thPercentile
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogram90thPercentile(IBSI:OZ0C)[],IH_IntensityHistogram90thPercentile,IH_IntensityHistogram90thPercentile
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramStd(IBSI:No)[Intensity],IH_IntensityHistogramStd_Intensity,IH_IntensityHistogramStd_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMaximumGreyLevel(IBSI:3NCY)[Intensity],IH_IntensityHistogramMaximumGreyLevel_Intensity,IH_IntensityHistogramMaximumGreyLevel_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMode(IBSI:AMMC)[Intensity],IH_IntensityHistogramMode_Intensity,IH_IntensityHistogramMode_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramInterquartileRange(IBSI:WR0O)[Intensity],IH_IntensityHistogramInterquartileRange_Intensity,IH_IntensityHistogramInterquartileRange_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramRange(IBSI:5Z3W)[Intensity],IH_IntensityHistogramRange_Intensity,IH_IntensityHistogramRange_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMeanAbsoluteDeviation(IBSI:D2ZX)[Intensity],IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,IH_IntensityHistogramMeanAbsoluteDeviation_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramRobustMeanAbsoluteDeviation(IBSI:WRZB)[Intensity],IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramMedianAbsoluteDeviation(IBSI:4RNL)[Intensity],IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,IH_IntensityHistogramMedianAbsoluteDeviation_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramCoefficientOfVariation(IBSI:CWYJ)[Intensity],IH_IntensityHistogramCoefficientOfVariation_Intensity,IH_IntensityHistogramCoefficientOfVariation_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramQuartileCoefficientOfDispersion(IBSI:SLWD)[Intensity],IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog10(IBSI:No)[Intensity],IH_IntensityHistogramEntropyLog10_Intensity,IH_IntensityHistogramEntropyLog10_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog2(IBSI:TLU2)[Intensity],IH_IntensityHistogramEntropyLog2_Intensity,IH_IntensityHistogramEntropyLog2_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_AreaUnderCurveCIVH(IBSI:No)[Intensity],IH_AreaUnderCurveCIVH_Intensity,IH_AreaUnderCurveCIVH_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_Uniformity(IBSI:BJ5W)[Intensity],IH_Uniformity_Intensity,IH_Uniformity_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_RootMeanSquare(IBSI:No)[Intensity],IH_RootMeanSquare_Intensity,IH_RootMeanSquare_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_MaximumHistogramGradient(IBSI:12CE)[Intensity],IH_MaximumHistogramGradient_Intensity,IH_MaximumHistogramGradient_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_MaximumHistogramGradientGreyLevel(IBSI:8E6O)[Intensity],IH_MaximumHistogramGradientGreyLevel_Intensity,IH_MaximumHistogramGradientGreyLevel_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_MinimumHistogramGradient(IBSI:VQB3)[Intensity],IH_MinimumHistogramGradient_Intensity,IH_MinimumHistogramGradient_Intensity
Pre_single_standardized.csv,INTENSITY-HISTOGRAM_MinimumHistogramGradientGreyLevel(IBSI:RHQZ)[Intensity],IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity
Pre_single_standardized.csv,GLCM_JointMaximum(IBSI:GYBY),GLCM_JointMaximum,GLCM_JointMaximum
Pre_single_standardized.csv,GLCM_JointAverage(IBSI:60VM),GLCM_JointAverage,GLCM_JointAverage
Pre_single_standardized.csv,GLCM_JointVariance(IBSI:UR99),GLCM_JointVariance,GLCM_JointVariance
Pre_single_standardized.csv,GLCM_JointEntropyLog2(IBSI:TU9B),GLCM_JointEntropyLog2,GLCM_JointEntropyLog2
Pre_single_standardized.csv,GLCM_JointEntropyLog10(IBSI:No),GLCM_JointEntropyLog10,GLCM_JointEntropyLog10
Pre_single_standardized.csv,GLCM_DifferenceAverage(IBSI:TF7R),GLCM_DifferenceAverage,GLCM_DifferenceAverage
Pre_single_standardized.csv,GLCM_DifferenceVariance(IBSI:D3YU),GLCM_DifferenceVariance,GLCM_DifferenceVariance
Pre_single_standardized.csv,GLCM_DifferenceEntropy(IBSI:NTRS),GLCM_DifferenceEntropy,GLCM_DifferenceEntropy
Pre_single_standardized.csv,GLCM_SumAverage(IBSI:ZGXS),GLCM_SumAverage,GLCM_SumAverage
Pre_single_standardized.csv,GLCM_SumVariance(IBSI:OEEB),GLCM_SumVariance,GLCM_SumVariance
Pre_single_standardized.csv,GLCM_SumEntropy(IBSI:P6QZ),GLCM_SumEntropy,GLCM_SumEntropy
Pre_single_standardized.csv,GLCM_AngularSecondMoment(IBSI:8ZQL),GLCM_AngularSecondMoment,GLCM_AngularSecondMoment
Pre_single_standardized.csv,GLCM_Contrast(IBSI:ACUI),GLCM_Contrast,GLCM_Contrast
Pre_single_standardized.csv,GLCM_Dissimilarity(IBSI:8S9J),GLCM_Dissimilarity,GLCM_Dissimilarity
Pre_single_standardized.csv,GLCM_InverseDifference(IBSI:IB1Z),GLCM_InverseDifference,GLCM_InverseDifference
Pre_single_standardized.csv,GLCM_NormalisedInverseDifference(IBSI:NDRX),GLCM_NormalisedInverseDifference,GLCM_NormalisedInverseDifference
Pre_single_standardized.csv,GLCM_InverseDifferenceMoment(IBSI:WF0Z),GLCM_InverseDifferenceMoment,GLCM_InverseDifferenceMoment
Pre_single_standardized.csv,GLCM_NormalisedInverseDifferenceMoment(IBSI:1QCO),GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment
Pre_single_standardized.csv,GLCM_InverseVariance(IBSI:E8JP),GLCM_InverseVariance,GLCM_InverseVariance
Pre_single_standardized.csv,GLCM_Correlation(IBSI:NI2N),GLCM_Correlation,GLCM_Correlation
Pre_single_standardized.csv,GLCM_Autocorrelation(IBSI:QWB0),GLCM_Autocorrelation,GLCM_Autocorrelation
Pre_single_standardized.csv,GLCM_ClusterTendency(IBSI:DG8W),GLCM_ClusterTendency,GLCM_ClusterTendency
Pre_single_standardized.csv,GLCM_ClusterShade(IBSI:7NFM),GLCM_ClusterShade,GLCM_ClusterShade
Pre_single_standardized.csv,GLCM_ClusterProminence(IBSI:AE86),GLCM_ClusterProminence,GLCM_ClusterProminence
Pre_single_standardized.csv,GLRLM_ShortRunsEmphasis(IBSI:22OV),GLRLM_ShortRunsEmphasis,GLRLM_ShortRunsEmphasis
Pre_single_standardized.csv,GLRLM_LongRunsEmphasis(IBSI:W4KF),GLRLM_LongRunsEmphasis,GLRLM_LongRunsEmphasis
Pre_single_standardized.csv,GLRLM_LowGreyLevelRunEmphasis(IBSI:V3SW),GLRLM_LowGreyLevelRunEmphasis,GLRLM_LowGreyLevelRunEmphasis
