Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_Linear,0.6914062499999999,0.689867210588776,0.5902389360997682,0.7821338016215064,0.7260480698154287,0.7367572261299971,0.607451329794032,0.8521239018765911,0.6206896551724138,0.6057692307692308,0.75,0.46153846153846156,0.631578947368421,0.6,0.6857142857142857,0.21621621621621623,0.22961794979027653,24,28,16,48,15.2,2.6832815729997477
LogisticRegression,0.689002403846154,0.6878934869017936,0.5842464413650075,0.7807648368740883,0.7246742300563318,0.7353233736315303,0.6060014141790833,0.8510379522902306,0.6379310344827587,0.6340144230769231,0.671875,0.5961538461538461,0.671875,0.5961538461538461,0.671875,0.26802884615384615,0.22914509953371265,31,21,21,43,15.2,2.6832815729997477
RandomForest,0.6829927884615385,0.68235607076522,0.5836210816563467,0.7734859474272492,0.739382576729133,0.7446559902706907,0.6244509185372975,0.8488191685797944,0.6379310344827587,0.6358173076923077,0.65625,0.6153846153846154,0.6774193548387096,0.5925925925925926,0.6666666666666666,0.2706586826347305,0.22419132758391364,32,20,22,42,15.2,2.6832815729997477
XGBoost,0.6736778846153847,0.6715331102032692,0.5712897727272728,0.7681178952302824,0.7001994507019278,0.7086705196725902,0.5812488880335928,0.8262308964017916,0.6120689655172413,0.6051682692307692,0.671875,0.5384615384615384,0.6417910447761194,0.5714285714285714,0.6564885496183206,0.21148036253776437,0.2656089772429829,28,24,21,43,15.2,2.6832815729997477
KNN,0.6721754807692307,0.6723837680905558,0.5688790218490525,0.773794889892716,0.7332849005797802,0.7392578167209777,0.6210472245405857,0.8422013197211932,0.6120689655172413,0.5889423076923077,0.8125,0.36538461538461536,0.611764705882353,0.6129032258064516,0.697986577181208,0.18488444722048725,0.23057835880621197,19,33,12,52,15.2,2.6832815729997477
ExtraTrees,0.6703725961538461,0.6691376055360272,0.5645355260921299,0.7631907235665873,0.752630597672765,0.7552485245175835,0.6462448705170083,0.8438368493777509,0.603448275862069,0.5973557692307692,0.65625,0.5384615384615384,0.6363636363636364,0.56,0.6461538461538462,0.19541616405307594,0.22637315039150424,28,24,22,42,15.2,2.6832815729997477
SVM_RBF,0.658653846153846,0.6584467956284864,0.5562002095642075,0.7594489896848007,0.7080020743693619,0.7145704077887947,0.5835740488555783,0.8275997991644372,0.603448275862069,0.5865384615384616,0.75,0.4230769230769231,0.6153846153846154,0.5789473684210527,0.676056338028169,0.17755856966707761,0.2391962653892125,22,30,16,48,15.2,2.6832815729997477
GradientBoosting,0.6574519230769231,0.6560699797332844,0.558393333954297,0.7547108930182116,0.7092058032851047,0.7142766648755798,0.5932358718300342,0.8207902391990543,0.6120689655172413,0.6051682692307692,0.671875,0.5384615384615384,0.6417910447761194,0.5714285714285714,0.6564885496183206,0.21148036253776437,0.2422082816279057,28,24,21,43,15.2,2.6832815729997477
LightGBM,0.6524939903846154,0.6507571024516706,0.5493885869565218,0.749553857586975,0.6855486513907527,0.6983431135416094,0.5694306736533894,0.8180273793792892,0.5948275862068966,0.5895432692307692,0.640625,0.5384615384615384,0.6307692307692307,0.5490196078431373,0.6356589147286822,0.1794099939795304,0.2943757218835107,28,24,23,41,15.2,2.6832815729997477
NaiveBayes,0.6448317307692307,0.6446464753402457,0.5419728203781513,0.7455230247779338,0.6902902773884221,0.7010401911258475,0.5663290551019026,0.8214269204477943,0.5948275862068966,0.5715144230769231,0.796875,0.34615384615384615,0.6,0.5806451612903226,0.6845637583892618,0.14865708931917554,0.366806487214743,18,34,13,51,15.2,2.6832815729997477
