Metric,Value
ROC-AUC,0.708125
PR-AUC,0.7637421964936698
Balanced Acc.,0.6228125
Sensitivity,0.765625
Specificity,0.48
PPV,0.6533333333333333
NPV,0.6153846153846154
Kappa,0.2516810758885686
