fold,n_estimators,max_depth,learning_rate,num_leaves,subsample,colsample_bytree,reg_alpha,reg_lambda
1,50,6,0.20729584798369027,19,0.67413128782003,0.5541884452321275,9.490245203532942e-07,6.421168438428034
2,50,6,0.20729584798369027,19,0.67413128782003,0.5541884452321275,9.490245203532942e-07,6.421168438428034
3,50,6,0.20729584798369027,19,0.67413128782003,0.5541884452321275,9.490245203532942e-07,6.421168438428034
4,250,6,0.07235215470507687,9,0.6840106310691442,0.7723424390893238,0.0835673325773711,1.8040852768441058e-06
5,100,7,0.2755515226447693,58,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
