k,mean_score,std_score,fold_scores,metric,tuning_model
4,0.6818983485650151,0.10929623917003158,"[0.8333333333333334, 0.5793650793650793, 0.632996632996633]",auc,LogisticRegression
18,0.6468120357009246,0.06205307831222584,"[0.7345679012345679, 0.6031746031746031, 0.6026936026936027]",auc,LogisticRegression
16,0.6465982577093689,0.058466436484274145,"[0.7283950617283951, 0.5952380952380952, 0.6161616161616162]",auc,LogisticRegression
14,0.63441291219069,0.0539076055311324,"[0.7098765432098766, 0.5873015873015872, 0.6060606060606061]",auc,LogisticRegression
12,0.6321147987814654,0.06498146589271811,"[0.7222222222222222, 0.5714285714285714, 0.6026936026936026]",auc,LogisticRegression
10,0.6222542889209556,0.07804874070686844,"[0.7222222222222222, 0.5317460317460317, 0.6127946127946128]",auc,LogisticRegression
6,0.6213991769547326,0.0076988835118805225,"[0.6234567901234568, 0.6111111111111112, 0.6296296296296297]",auc,LogisticRegression
8,0.6114852225963338,0.09332075833346375,"[0.7283950617283951, 0.5, 0.6060606060606061]",auc,LogisticRegression
