Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6722,+0.1643,1.24e-03,5.60e-02,✓,✗
NaiveBayes,0.7137,+0.1227,1.69e-03,7.62e-02,✓,✗
GradientBoosting,0.7175,+0.1190,5.84e-03,2.63e-01,✓,✗
LightGBM,0.7210,+0.1155,1.63e-02,7.33e-01,✓,✗
KNN,0.7362,+0.1003,9.73e-06,4.38e-04,✓,✓
RandomForest,0.7463,+0.0901,2.38e-02,1.00e+00,✓,✗
ExtraTrees,0.7502,+0.0862,4.48e-03,2.02e-01,✓,✗
SVM_RBF,0.7844,+0.0521,3.26e-03,1.47e-01,✓,✗
LogisticRegression,0.8143,+0.0221,2.21e-01,1.00e+00,✗,✗
