fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,50,4,0.15541696152239667,0.6065915164737583,0.7148360058966123,0.2544277557191339,4.3112766554124514e-05
2,150,7,0.15049140026956523,0.7061817570678248,0.9607215783300158,6.526640052950174e-05,0.00013680307996341624
3,150,8,0.1832979863798051,0.7468321511969194,0.6845482410373845,0.02252565123677763,2.334944619012324e-07
4,150,5,0.018306789699645543,0.8863466705328285,0.8826714198294553,0.003687252656703994,5.807759831253574
5,100,6,0.14658759296486917,0.6058414963163115,0.9049236621084423,0.001515976956827022,0.0001225287624095019
