fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.03970483329496214,0.8811413617128561
2,50,3,0.06571271013022326,0.8008335850362696
3,75,1,0.026577711982616582,0.9534328396959711
4,50,3,0.06571271013022326,0.8008335850362696
5,25,2,0.01087617173758401,0.9671234690326227
