Metric,Value
ROC-AUC,0.6345825115055884
PR-AUC,0.663577660545771
Balanced Acc.,0.6083333333333334
Sensitivity,0.517948717948718
Specificity,0.6987179487179487
PPV,0.6824324324324325
NPV,0.5369458128078818
Kappa,0.21032980709396387
