fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7530864197530864,0.8741695668166257,0.7037037037037037,0.6388888888888888,0.7894736842105263,0.75,0.8333333333333334,6
2,0.7272727272727273,0.83502886002886,0.7,0.7171717171717171,0.6666666666666666,0.8571428571428571,0.5454545454545454,6
3,0.7583333333333333,0.8199115824795172,0.6774193548387096,0.6770833333333333,0.6875,0.6875,0.6875,6
4,0.79375,0.860520453810895,0.5384615384615384,0.60625,0.45454545454545453,0.8333333333333334,0.3125,6
5,0.8888888888888888,0.6791666666666667,0.9230769230769231,0.9444444444444444,0.8888888888888888,0.8,1.0,6
6,0.7777777777777778,0.8380680868838762,0.7894736842105263,0.788888888888889,0.8,0.8,0.8,6
7,0.8904761904761904,0.956179629001771,0.5806451612903226,0.6904761904761905,0.5517241379310345,1.0,0.38095238095238093,6
8,0.5969696969696969,0.6850021228235582,0.5945945945945946,0.5848484848484848,0.6511627906976745,0.6666666666666666,0.6363636363636364,6
9,0.5,0.3666666666666667,0.5714285714285714,0.4,0.0,0.0,0.0,6
10,0.6076923076923078,0.604479869545659,0.6086956521739131,0.6307692307692307,0.64,0.5333333333333333,0.8,6
11,0.8176470588235294,0.7726190476190475,0.7777777777777778,0.7411764705882353,0.6666666666666666,0.75,0.6,6
12,0.538888888888889,0.7107262525915776,0.5,0.5666666666666667,0.46153846153846156,0.75,0.3333333333333333,6
13,0.7352941176470588,0.8600800852357946,0.5925925925925926,0.6352941176470588,0.5925925925925926,0.8,0.47058823529411764,6
14,0.6041666666666666,0.3869047619047619,0.5625,0.4583333333333333,0.2222222222222222,0.2,0.25,6
15,0.7708333333333334,0.9553861160769056,0.5263157894736842,0.71875,0.6086956521739131,1.0,0.4375,6
