Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IB_MedianIntensity,IB_MedianIntensity,0.06715385283688126,4
IH_IntensityHistogramMedian_Intensity,IH_IntensityHistogramMedian_Intensity,0.06368049712971065,5
GLCM_AngularSecondMoment,GLCM_AngularSecondMoment,0.04771727338587059,5
GLCM_Correlation,GLCM_Correlation,0.036713664097092855,5
GLCM_InverseDifference,GLCM_InverseDifference,0.033779796278120396,2
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.0287803360153402,4
Morph_Compacity,Morph_Compacity,0.02653356047568862,4
Morph_Compactness1,Morph_Compactness1,0.016953635425882175,5
GLCM_InverseDifferenceMoment,GLCM_InverseDifferenceMoment,0.014065057388077212,5
GLCM_InverseVariance,GLCM_InverseVariance,0.012798861163829493,3
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.01176757495412863,3
GLCM_JointEntropyLog2,GLCM_JointEntropyLog2,0.01106688353500217,2
GLCM_JointVariance,GLCM_JointVariance,0.011059895995677636,3
GLCM_Autocorrelation,GLCM_Autocorrelation,0.009953736218106128,3
GLCM_SumAverage,GLCM_SumAverage,0.009929650688256174,2
GLCM_JointMaximum,GLCM_JointMaximum,0.004291551598727256,2
FEATURE_RESULTS,FEATURE_RESULTS,0.0003355584166345015,3
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.00023369772228568788,3
