Feature,Variance
ADC_Morph_Compacity,2.349723394544656e-05
Post1_Morph_Compactness1,2.4963330896666067e-05
ADC_GLCM_InverseDifferenceMoment,0.00010459174663850753
Post1_IH_RootMeanSquare_Intensity,0.000153642384301389
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,0.00017108477556134226
ADC_GLSZM_HighGrayLevelZoneEmphasis,0.0002696355439432341
Post1_GLCM_NormalisedInverseDifferenceMoment,0.00029323304518754235
ADC_IH_Uniformity_Intensity,0.00034768403066179067
Post1_NGTDM_Coarseness,0.0004238862856305857
ADC_GLCM_InverseDifference,0.0007291252404144211
Post1_GLCM_NormalisedInverseDifference,0.0010181384581132364
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.0035983099050443746
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0038027531039535644
Post1_GLSZM_NormalisedGreyLevelNonUniformity,0.003928364140317029
Post1_GLSZM_NormalisedZoneSizeNonUniformity,0.004560613430224153
ADC_Morph_SphericalDisproportion,0.005232000064759623
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.005240134504047028
Post1_GLRLM_ShortRunLowGreyLevelEmphasis,0.0053352999869083866
Post1_GLSZM_LowGrayLevelZoneEmphasis,0.005493659138382465
ADC_GLRLM_RunEntropy,0.005502127547869927
Post1_Morph_Sphericity,0.005622352310818255
Post1_GLCM_AngularSecondMoment,0.005755476544730056
Post1_GLRLM_ShortRunsEmphasis,0.005911599756733746
ADC_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.00701065224265976
ADC_GLRLM_HighGreyLevelRunEmphasis,0.007156574918576462
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.008155090424459829
ADC_GLSZM_NormalisedZoneSizeNonUniformity,0.008739839769186289
Post1_GLCM_InverseVariance,0.009290801087709369
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.009728113944705496
Post1_GLRLM_RunPercentage,0.009997542682958091
Post1_IH_Uniformity_Intensity,0.010934511244409788
ADC_GLCM_NormalisedInverseDifferenceMoment,0.011501245591358546
Post1_GLSZM_SmallZoneEmphasis,0.01254748259772932
ADC_Morph_Compactness1,0.012795590802335924
Post1_GLCM_JointMaximum,0.012807168735436055
Post1_GLCM_Correlation,0.012901133759713622
Post1_Morph_Compactness2,0.01318082344315761
ADC_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.0132915696154159
Post1_GLRLM_LowGreyLevelRunEmphasis,0.015331688739441334
ADC_GLSZM_ZoneSizeNonUniformity,0.01614784968207321
ADC_NGTDM_Strength,0.017847675795416542
ADC_GLCM_ClusterProminence,0.017853389682246305
ADC_GLSZM_GreyLevelNonUniformity,0.018594560097046523
ADC_NGTDM_Coarseness,0.01959925664163455
Post1_GLCM_InverseDifference,0.019624130836597295
ADC_GLRLM_RunLengthNonUniformity,0.0205982808110695
Post1_GLSZM_ZonePercentage,0.020955532162252405
ADC_GLCM_Dissimilarity,0.021656269919679283
ADC_GLSZM_LargeZoneEmphasis,0.022551985827239246
ADC_GLCM_InverseVariance,0.023404242879887138
ADC_Morph_Sphericity,0.023930980093754863
ADC_Morph_Compactness2,0.023930980093754866
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.024186209473693373
Post1_GLCM_InverseDifferenceMoment,0.025653446820905052
Post1_Morph_Asphericity,0.026900792316144298
Post1_Morph_SphericalDisproportion,0.0269007923161443
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,0.027493895755050856
ADC_Morph_CentreOfMassShift_mm,0.028291591441543827
ADC_GLCM_NormalisedInverseDifference,0.028306061322955996
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.031162644937559318
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.032259310723708655
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.03403842255531886
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.03768981232096806
Post1_IH_IntensityHistogramCoefficientOfVariation_Intensity,0.03924892319874671
ADC_IH_AreaUnderCurveCIVH_Intensity,0.043183875145861327
ADC_GLCM_SumEntropy,0.04476922330294736
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.048494310287086576
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.052681163405590196
ADC_GLRLM_LongRunsEmphasis,0.05314596694236949
ADC_LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity,0.056174751712983056
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.05703874615985014
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.058247100319643905
Post1_IB_IntensityBasedCoefficientOfVariation,0.05913983486518024
ADC_IH_IntensityHistogramCoefficientOfVariation_Intensity,0.060473085518029795
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.061173001505451366
Post1_IH_IntensityHistogramEntropyLog10_Intensity,0.0738782045673791
Post1_NGTDM_Contrast,0.07528655465873528
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.07926714383925895
ADC_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0.08294334998832649
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0.09349356016323006
ADC_IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,0.10585359430804549
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.10664405937422629
ADC_IB_IntensityBasedCoefficientOfVariation,0.11251136701759423
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.11320646184000765
ADC_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.11944970848756348
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0.12783719800979815
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.13343435987069083
Post1_Morph_CentreOfMassShift_mm,0.20573819943148114
Post1_GLCM_JointEntropyLog10,0.2714032532699499
Post1_GLRLM_RunLengthVariance,0.2930462191409529
ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.30747001433740195
Post1_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.31797035218534203
Post1_GLRLM_RunEntropy,0.3478441041995049
ADC_GLCM_JointEntropyLog2,0.3754997564844725
Post1_IH_IntensityHistogramSkewness_Intensity,0.694514384970619
Post1_IB_IntensitySkewness,0.6964414408620468
ADC_GLRLM_RunLengthVariance,0.702896729698861
Post1_IH_IntensityHistogramEntropyLog2_Intensity,0.8152612260063494
ADC_IB_IntensityBasedMedianAbsoluteDeviation,0.9428688903131174
Post1_GLSZM_ZoneSizeEntropy,1.042536861050934
Post1_GLRLM_LongRunLowGreyLevelEmphasis,1.087575564948323
ADC_GLCM_JointEntropyLog10,1.1359755479524454
ADC_GLCM_Contrast,1.1359755479524454
ADC_IH_IntensityHistogramEntropyLog10_Intensity,1.3181521717064382
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1.4117719464643148
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1.4940381877926827
Post1_GLRLM_LongRunsEmphasis,1.5057250010088274
ADC_NGTDM_Contrast,1.6393894755779326
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,1.7674627015754847
ADC_GLRLM_GreyLevelVariance,2.0629105795196345
Post1_IH_IntensityHistogramMinimumGreyLevel_Intensity,2.210979716500901
ADC_GLSZM_ZoneSizeVariance,2.2808953622145065
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,2.3687500936801094
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,2.6503166707355232
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,2.7067304049217227
Post1_GLCM_JointEntropyLog2,2.994990881299769
ADC_IH_IntensityHistogramVariance_Intensity,3.0624234709464324
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,3.0698748425090163
ADC_IB_IntensityVariance,3.1307674704878963
Post1_GLCM_SumEntropy,3.8234489718950466
Post1_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,3.880083469612548
Post1_GLCM_Dissimilarity,4.134676142177376
Post1_GLCM_DifferenceAverage,4.134676142177376
ADC_GLCM_JointVariance,4.143717266420032
ADC_GLCM_DifferenceVariance,4.4376164472269375
Post1_GLCM_DifferenceEntropy,4.4606703391957145
ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,4.93785746970244
Post1_IH_IntensityHistogramKurtosis_Intensity,5.135036220845912
Post1_IB_IntensityKurtosis,5.34879017993009
Post1_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,5.491501264996709
Post1_IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,5.517461063762455
ADC_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,6.793642307500164
ADC_IH_IntensityHistogramRange_Intensity,6.89962343812536
Post1_IH_IntensityHistogramStd_Intensity,7.0788031564487754
ADC_Morph_SurfaceToVolumeRatio_cm,9.277795482679497
