Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Post1_Morph_Compactness2,3,0.6,True
ADC_IB_MedianIntensity,3,0.6,True
ADC_IH_IntensityHistogramMedian_Intensity,3,0.6,True
Post2_IH_IntensityHistogramMode_Intensity,3,0.6,True
Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,3,0.6,True
Post1_IH_IntensityHistogramMode_Intensity,2,0.4,True
Post1_Morph_Compactness1,2,0.4,True
Post1_Morph_Sphericity,2,0.4,True
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,2,0.4,True
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,2,0.4,True
Post1_GLSZM_NormalisedZoneSizeNonUniformity,2,0.4,True
Post1_GLCM_InverseDifferenceMoment,1,0.2,False
ADC_GLCM_ClusterTendency,1,0.2,False
ADC_GLSZM_GreyLevelVariance,1,0.2,False
Post1_GLSZM_GreyLevelNonUniformity,1,0.2,False
Post2_GLCM_Autocorrelation,1,0.2,False
Post1_GLSZM_NormalisedGreyLevelNonUniformity,1,0.2,False
Post2_Morph_Sphericity,1,0.2,False
Post2_GLRLM_HighGreyLevelRunEmphasis,1,0.2,False
Post2_Morph_Volume_cm3,1,0.2,False
Post1_GLCM_SumEntropy,1,0.2,False
Post2_GLCM_ClusterShade,1,0.2,False
