fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015873015873015872,0.9794283820049283
0.02,0.015873015873015872,0.95639758109945
0.02,0.1746031746031746,0.88597862487931
0.02,0.20634920634920634,0.8760670228800367
0.02,0.30158730158730157,0.8223159811040859
0.06,0.30158730158730157,0.7940728984431676
0.06,0.31746031746031744,0.7746905399766979
0.1,0.31746031746031744,0.7338723538437356
0.1,0.3492063492063492,0.7229347999832597
0.12,0.3492063492063492,0.7219170565947386
0.16,0.3492063492063492,0.7035680458400507
0.16,0.36507936507936506,0.6922337514352029
0.18,0.36507936507936506,0.6854322406442938
0.18,0.3968253968253968,0.6564855405070099
0.24,0.3968253968253968,0.6462340621311552
0.24,0.4603174603174603,0.619792595770184
0.26,0.4603174603174603,0.6191096815393694
0.26,0.5555555555555556,0.5798236246746009
0.28,0.5555555555555556,0.5576283877879404
0.3,0.5714285714285714,0.5564449391068497
0.3,0.6190476190476191,0.538544311681014
0.34,0.6190476190476191,0.5278877381946456
0.34,0.6349206349206349,0.5130654610553465
0.36,0.6349206349206349,0.5079648306793427
0.36,0.6984126984126984,0.4851220249450641
0.38,0.6984126984126984,0.47689678074145425
0.38,0.7301587301587301,0.4464485822030107
0.42,0.7301587301587301,0.44280700686930796
0.44,0.7301587301587301,0.4396892467875915
0.44,0.746031746031746,0.4298140286123297
0.48,0.746031746031746,0.4231232507586694
0.48,0.7619047619047619,0.4230413832686307
0.48,0.7936507936507936,0.4156821363102956
0.5,0.7936507936507936,0.41491325544519714
0.5,0.8412698412698413,0.3938234181488301
0.52,0.8412698412698413,0.3671521274179786
0.52,0.8571428571428571,0.3651065137735006
0.54,0.8571428571428571,0.35235608970594984
0.56,0.873015873015873,0.3496730694566953
0.56,0.8888888888888888,0.3415804891576129
0.58,0.8888888888888888,0.33028095364756377
0.58,0.9206349206349206,0.3148208416768992
0.64,0.9206349206349206,0.30922618344650726
0.64,0.9365079365079365,0.3092186709707577
0.68,0.9365079365079365,0.30330098754656837
0.74,0.9365079365079365,0.2847253076859416
0.74,0.9682539682539683,0.258425041104615
0.78,0.9682539682539683,0.20855761081043311
0.78,0.9841269841269841,0.1834118828678674
0.8,0.9841269841269841,0.17971645051083485
0.8,1.0,0.17965463518806424
1.0,1.0,0.029956932208090804
