Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.7180473372781065,0.7199418557780062,0.6224965305053679,0.8036291754709347,0.7609285962502474,0.7641239613506541,0.6554573158403687,0.8626470079399235,0.6752136752136753,0.6730769230769231,0.6923076923076923,0.6538461538461539,0.7142857142857143,0.6296296296296297,0.703125,0.3448275862068966,0.21551117500860892,34,18,20,45,7.6,5.8991524815010505
KNN,0.683284023668639,0.6828792527835676,0.5830307115723782,0.7783923139903473,0.7446583214542317,0.7487600860942707,0.6326944965829564,0.8471796020105462,0.5982905982905983,0.5865384615384616,0.6923076923076923,0.4807692307692308,0.625,0.5555555555555556,0.656934306569343,0.17543859649122806,0.22971370248760248,25,27,20,45,7.6,5.8991524815010505
ExtraTrees,0.6816568047337278,0.6823155517239297,0.585333496157465,0.7769126875183842,0.7504174906938805,0.7539945029199291,0.638673899801214,0.8531608490753646,0.6666666666666666,0.6653846153846155,0.676923076923077,0.6538461538461539,0.7096774193548387,0.6181818181818182,0.6929133858267716,0.3288718929254303,0.22141520863368833,34,18,21,44,7.6,5.8991524815010505
RandomForest,0.6656804733727811,0.6667890665771785,0.5658121684068605,0.7634530681065871,0.7374356309440246,0.7403794017409435,0.6248754978627221,0.8406679419407133,0.6239316239316239,0.6192307692307693,0.6615384615384615,0.5769230769230769,0.6615384615384615,0.5769230769230769,0.6615384615384615,0.2384615384615385,0.23684174274119515,30,22,22,43,7.6,5.8991524815010505
GradientBoosting,0.6551775147928994,0.656645887623928,0.5533666255826143,0.7551772901086558,0.6863837096439604,0.6974355470280214,0.5770875315642532,0.8113751432299927,0.6239316239316239,0.6,0.8153846153846154,0.38461538461538464,0.6235294117647059,0.625,0.7066666666666667,0.20800000000000007,0.22858280360958608,20,32,12,53,7.6,5.8991524815010505
NaiveBayes,0.6526627218934912,0.6543855163502952,0.5495371426788723,0.7541079745681264,0.6884676783042751,0.695828420650326,0.5759972436770697,0.8081613615337504,0.6410256410256411,0.6038461538461538,0.9384615384615385,0.2692307692307692,0.6161616161616161,0.7777777777777778,0.7439024390243902,0.2222222222222222,0.33868398469125105,14,38,4,61,7.6,5.8991524815010505
LightGBM,0.6504437869822485,0.6509191260860895,0.5495466002831277,0.749112687597033,0.6845850307840431,0.6926837838366443,0.5698306086371924,0.8123352010950763,0.6239316239316239,0.6230769230769231,0.6307692307692307,0.6153846153846154,0.6721311475409836,0.5714285714285714,0.6507936507936508,0.2442748091603053,0.24084243825168788,32,20,24,41,7.6,5.8991524815010505
XGBoost,0.643491124260355,0.6448921151277776,0.5427311892776683,0.7438538896681376,0.6970236859696286,0.7038789115583072,0.58292551979998,0.8142617986302026,0.6153846153846154,0.6019230769230769,0.7230769230769231,0.4807692307692308,0.6351351351351351,0.5813953488372093,0.6762589928057554,0.207436399217221,0.26280430407947725,25,27,18,47,7.6,5.8991524815010505
SVM_RBF,0.582544378698225,0.5838584320754029,0.47992611618467784,0.688823787711806,0.6730669819614914,0.6761963208758562,0.5647960896979474,0.782433348340399,0.5897435897435898,0.5538461538461539,0.8769230769230769,0.23076923076923078,0.5876288659793815,0.6,0.7037037037037037,0.11475409836065587,0.2418311374109332,12,40,8,57,7.6,5.8991524815010505
SVM_Linear,0.44852071005917155,0.44953614414404525,0.3490531577032079,0.5565806216352854,0.5857870579575235,0.5960291675927233,0.4768626902784792,0.7066305362423738,0.5555555555555556,0.5,1.0,0.0,0.5555555555555556,,0.7142857142857143,0.0,0.24906345793134535,0,52,0,65,7.6,5.8991524815010505
