Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Post2_IB_AreaUnderCurveCIVH
1,2,T2_IB_IntensityBasedMeanAbsoluteDeviation
1,3,Post1_GLCM_Correlation
1,4,Post2_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
1,5,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,6,Post1_GLSZM_ZoneSizeNonUniformity
1,7,Post2_IH_MinimumHistogramGradientGreyLevel_Intensity
1,8,T2_IH_IntensityHistogramCoefficientOfVariation_Intensity
1,9,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis
1,10,T2_IH_MinimumHistogramGradientGreyLevel_Intensity
1,11,Post1_GLCM_ClusterShade
1,12,T2_GLCM_NormalisedInverseDifference
1,13,Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
1,14,Post1_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
1,15,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,16,Post2_IH_MaximumHistogramGradientGreyLevel_Intensity
2,1,Post1_IH_IntensityHistogramMode_Intensity
2,2,T2_IH_MaximumHistogramGradientGreyLevel_Intensity
2,3,Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
2,4,Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
2,5,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
2,6,T2_IH_IntensityHistogramCoefficientOfVariation_Intensity
2,7,Post2_Morph_Sphericity
2,8,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
2,9,T2_GLCM_NormalisedInverseDifference
2,10,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
2,11,Post2_IH_MaximumHistogramGradientGreyLevel_Intensity
2,12,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
3,1,Post1_IH_IntensityHistogramMode_Intensity
3,2,T2_GLSZM_SmallZoneHighGreyLevelEmphasis
3,3,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,4,Post2_GLSZM_SmallZoneEmphasis
3,5,Post1_GLCM_Correlation
3,6,Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
3,7,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
3,8,T2_GLSZM_ZoneSizeVariance
3,9,T2_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
3,10,Post2_IH_IntensityHistogramMode_Intensity
3,11,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
3,12,Post1_GLSZM_LowGrayLevelZoneEmphasis
3,13,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
3,14,T2_GLCM_ClusterShade
3,15,Post2_GLCM_InverseVariance
3,16,T2_NGTDM_Strength
3,17,Post2_GLSZM_LargeZoneEmphasis
3,18,Post2_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
4,1,Post1_IH_IntensityHistogramMode_Intensity
4,2,Post2_GLCM_Correlation
4,3,Post2_NGTDM_Complexity
4,4,T2_IB_50thIntensityPercentile
4,5,T2_IB_IntensityBasedCoefficientOfVariation
4,6,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
4,7,T2_IH_IntensityHistogramKurtosis_Intensity
4,8,T2_IH_MinimumHistogramGradient_Intensity
4,9,Post1_IH_MaximumHistogramGradientGreyLevel_Intensity
4,10,Post2_IB_MinimumIntensity
4,11,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,12,T2_GLRLM_RunPercentage
4,13,Post1_Morph_Compacity
4,14,Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
4,15,T2_GLRLM_LongRunHighGreyLevelEmphasis
4,16,Post1_GLCM_InverseVariance
4,17,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
4,18,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis
5,1,T2_IH_MaximumHistogramGradientGreyLevel_Intensity
5,2,Post1_GLRLM_ShortRunHighGreyLevelEmphasis
5,3,T2_IH_IntensityHistogramCoefficientOfVariation_Intensity
5,4,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
