fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,250,2,0.07071028380485812,0.9565287817249056,0.6046010610585948,4.655367559816149e-07,9.449134137745608e-08
2,300,7,0.03136736990792015,0.6701641814969347,0.6864160231449616,1.125114097015166e-08,1.8699809444863598e-06
3,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
4,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
5,250,2,0.07665919957232309,0.8415218156171415,0.5525738427060282,2.7383629141525012e-05,2.1295336614219775e-08
