Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Rank_Mean_AUC,Rank_Pooled_AUC,Rank_Mean_PR_AUC,Rank_Pooled_PR_AUC,Rank_Mean_Bal_Acc,Rank_Pooled_Bal_Acc,Rank_Mean_F1,Rank_Pooled_F1,Rank_N_Unique_Selected_Features,Composite_Rank_Score
LogisticRegression,0.7264678454630608,0.1143969624611815,0.6859375,0.7862595981374843,0.0814312638202051,0.7409766887920294,0.6694537346711259,0.0745719950853612,0.6666666666666666,0.7016360978203083,0.0661661113866546,0.6681250000000001,0.7425974025974027,0.1402895591198558,0.7241379310344828,0.7009994683678894,0.1779829431535081,0.65625,0.6907787864309602,0.0632753018630676,0.6885245901639344,0.7022727272727273,0.1686112453726491,0.68,16.8,16.8,2.4,12,18.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_pairwise_batch/Pre_ADC/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,30,5,2.8,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333
LightGBM,0.754911716849516,0.120117825433422,0.7025,0.7899533203860141,0.1308139059649893,0.7199875590817344,0.649835671574802,0.1153739917255681,0.6491228070175439,0.6794245082402977,0.1151905944640388,0.6546875,0.7421367521367521,0.1769221685430249,0.7222222222222222,0.641424774056353,0.1323286314081396,0.609375,0.6673639448218475,0.0969138086093125,0.6610169491525424,0.7174242424242424,0.2024528196122799,0.7,12.4,12.4,3.878143885933063,8,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_pairwise_batch/Pre_ADC/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,44,4,1.4090909090909092,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.7777777777777777
LightGBM,0.6454715530792086,0.0837592700151657,0.5875,0.7279957456639601,0.0592154211259197,0.6546180348753827,0.5773747991139295,0.1213793114067556,0.5701754385964912,0.6139638869902029,0.0760709296384843,0.5734375,0.6622222222222222,0.1007625248778189,0.6363636363636364,0.6087719298245615,0.2621172406197302,0.546875,0.5846765188834155,0.1466382729445176,0.5882352941176471,0.6191558441558442,0.1750888264556126,0.6,12.0,12.0,3.5777087639996634,8,10.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_pairwise_batch/Pre_ADC/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,43,4,1.3953488372093024,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.888888888888889
