Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_Linear,0.7196875,0.7201404518211508,0.6187887717121588,0.8142930215564487,0.7383425518211547,0.7435802225089929,0.6243500854789259,0.8549508201829037,0.6842105263157895,0.6903125,0.640625,0.74,0.7592592592592593,0.6166666666666667,0.6949152542372882,0.37247706422018345,0.21953536509453025,37,13,23,41,14.4,4.09878030638384
LogisticRegression,0.7043750000000001,0.7048300333500069,0.6047979797979799,0.7982506528582307,0.7315718547654717,0.739127931246318,0.6183323133590912,0.8500359771491105,0.6842105263157895,0.6859375,0.671875,0.7,0.7413793103448276,0.625,0.7049180327868853,0.36705737199259714,0.22321460373757765,35,15,21,43,14.4,4.09878030638384
XGBoost,0.7009375000000001,0.7009170653373066,0.6037672193877551,0.7944435941496164,0.7443310638464016,0.7494701991528867,0.6361696303767951,0.85034832438317,0.6403508771929824,0.6359375,0.671875,0.6,0.6825396825396826,0.5882352941176471,0.6771653543307087,0.27128157156220767,0.26167213119979155,30,20,21,43,14.4,4.09878030638384
KNN,0.69875,0.6989010043958126,0.5945835405418205,0.7923546224980377,0.6819537712008107,0.6931395617448491,0.5712830012301591,0.8162446791402386,0.6929824561403509,0.6915625000000001,0.703125,0.68,0.7377049180327869,0.6415094339622641,0.72,0.38062713443030116,0.22982888769542906,34,16,19,45,14.4,4.09878030638384
LightGBM,0.6975,0.6972453962661925,0.596009396666468,0.7932591830961395,0.7062926640779646,0.7161627030408982,0.5953774618958909,0.8336449763179585,0.6491228070175439,0.64375,0.6875,0.6,0.6875,0.6,0.6875,0.2875,0.26730368697011875,30,20,20,44,14.4,4.09878030638384
GradientBoosting,0.69046875,0.6898511136460561,0.5884406929779294,0.7847373188405796,0.7520810947466535,0.7565881802672902,0.6477490520999765,0.8542651377128494,0.6491228070175439,0.6525000000000001,0.625,0.68,0.7142857142857143,0.5862068965517241,0.6666666666666666,0.2997542997542998,0.22843121637943198,34,16,24,40,14.4,4.09878030638384
SVM_RBF,0.6728125,0.6731591791509908,0.5664457842231999,0.7739422061928221,0.692865989777103,0.7011801446573622,0.5793067040059658,0.8229772774506567,0.6754385964912281,0.6803125,0.640625,0.72,0.7454545454545455,0.6101694915254238,0.6890756302521008,0.35366227398099914,0.23204789923664873,36,14,23,41,14.4,4.09878030638384
RandomForest,0.6623437499999999,0.6627384966170247,0.5585957792207793,0.7689491253877029,0.7013769952863913,0.7082194330514435,0.5834977688142469,0.8195564987707811,0.6491228070175439,0.6459375,0.671875,0.62,0.6935483870967742,0.5961538461538461,0.6825396825396826,0.2906036092097075,0.23384448931722715,31,19,21,43,14.4,4.09878030638384
ExtraTrees,0.66,0.6604442456034897,0.5594187035568172,0.7613992211606126,0.701293969626835,0.7077209926741601,0.5859793949637769,0.8208890389006895,0.6842105263157895,0.6859375,0.671875,0.7,0.7413793103448276,0.625,0.7049180327868853,0.36705737199259714,0.242006556480029,35,15,21,43,14.4,4.09878030638384
NaiveBayes,0.6021875,0.6024007829389089,0.5029166056185933,0.706988705134728,0.6810534767624531,0.6870403300039106,0.5603156315935474,0.8004051253638022,0.5526315789473685,0.5271875,0.734375,0.32,0.5802469135802469,0.48484848484848486,0.6482758620689655,0.05647517039922101,0.4081970264982508,16,34,17,47,14.4,4.09878030638384
