Feature_Name,Selection_Count,Selection_Frequency
GLCM_AngularSecondMoment,5,1.0
Morph_Compactness1,5,1.0
GLCM_Correlation,5,1.0
IH_IntensityHistogramMedian_Intensity,5,1.0
GLCM_InverseDifferenceMoment,5,1.0
Morph_SphericalDisproportion,4,0.8
Morph_Compacity,4,0.8
IB_MedianIntensity,4,0.8
GLSZM_SmallZoneEmphasis,3,0.6
GLCM_NormalisedInverseDifferenceMoment,3,0.6
GLCM_JointVariance,3,0.6
FEATURE_RESULTS,3,0.6
GLCM_InverseVariance,3,0.6
GLCM_Autocorrelation,3,0.6
GLCM_JointEntropyLog2,2,0.4
GLCM_InverseDifference,2,0.4
GLCM_SumAverage,2,0.4
GLCM_JointMaximum,2,0.4
GLCM_JointEntropyLog10,1,0.2
GLCM_NormalisedInverseDifference,1,0.2
GLCM_SumEntropy,1,0.2
GLCM_Dissimilarity,1,0.2
GLCM_DifferenceVariance,1,0.2
IH_AreaUnderCurveCIVH_Intensity,1,0.2
GLCM_DifferenceAverage,1,0.2
LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity,1,0.2
GLCM_ClusterTendency,1,0.2
