Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.06000559943336376,4
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05978524965452726,3
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.05727578122272222,2
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.05543633165600979,5
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.05506435687741102,2
Post1_IH_IntensityHistogramMean_Intensity,Post1_IH_IntensityHistogramMean_Intensity,0.027392849633498667,2
Post1_IB_AreaUnderCurveCIVH,Post1_IB_AreaUnderCurveCIVH,0.027239954008192478,2
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,0.020571434760704676,3
Post1_IB_IntensityBasedCoefficientOfVariation,Post1_IB_IntensityBasedCoefficientOfVariation,0.009344799731040748,2
ADC_GLSZM_GreyLevelVariance,ADC_GLSZM_GreyLevelVariance,0.004766009623823364,2
Post1_IB_IntensityBasedEnergy,Post1_IB_IntensityBasedEnergy,0.002729356576259381,3
Post1_IB_TotalLesionGlycolysis,Post1_IB_TotalLesionGlycolysis,0.0020073761539672577,2
