metric,mean,std,min,max,pooled
AUC,0.5987485970819304,0.1139670730584292,0.425,0.6975308641975309,0.5390532544378699
PR_AUC,0.6414371697359486,0.123592414224467,0.5,0.7846298992067827,0.6010500094060838
Accuracy,0.5281702049443984,0.04028540409995593,0.4838709677419355,0.6,0.5213675213675214
Bal_Accuracy,0.5408080808080808,0.07180436440976963,0.425,0.6262626262626263,0.5346153846153846
F1_Score,0.4400745573159366,0.22663473422464317,0.0,0.6486486486486487,0.4909090909090909
Precision,0.4947402597402597,0.28713815804950427,0.0,0.8,0.6
Recall,0.4616161616161616,0.2790393756551277,0.0,0.75,0.4153846153846154
