Model,Threshold,Net_Benefit
LogisticRegression,0.01,0.5471960989202368
LogisticRegression,0.02,0.5425756509500351
LogisticRegression,0.03,0.5378599360113757
LogisticRegression,0.04,0.5330459770114943
LogisticRegression,0.05,0.5281306715063521
LogisticRegression,0.060000000000000005,0.5144900953778431
LogisticRegression,0.06999999999999999,0.5093622543566927
LogisticRegression,0.08,0.49550224887556216
LogisticRegression,0.09,0.4737589996210686
LogisticRegression,0.09999999999999999,0.4683908045977012
LogisticRegression,0.11,0.462901975978303
LogisticRegression,0.12,0.4608150470219436
LogisticRegression,0.13,0.455410225921522
LogisticRegression,0.14,0.4340417000801925
LogisticRegression,0.15000000000000002,0.42849898580121704
LogisticRegression,0.16,0.4244663382594417
LogisticRegression,0.17,0.4205442459493145
LogisticRegression,0.18000000000000002,0.4148444070647603
LogisticRegression,0.19,0.40240527884206045
LogisticRegression,0.2,0.39655172413793105
LogisticRegression,0.21000000000000002,0.3905499781754692
LogisticRegression,0.22,0.384394341290893
LogisticRegression,0.23,0.3720331392745186
LogisticRegression,0.24000000000000002,0.36569872958257715
LogisticRegression,0.25,0.36206896551724144
LogisticRegression,0.26,0.3555452003727866
LogisticRegression,0.27,0.35203117619272556
LogisticRegression,0.28,0.34530651340996166
LogisticRegression,0.29000000000000004,0.34191355026711995
LogisticRegression,0.3,0.33004926108374383
LogisticRegression,0.31,0.3230884557721139
LogisticRegression,0.32,0.30273833671399597
LogisticRegression,0.33,0.2997941327843541
LogisticRegression,0.34,0.29258098223615464
LogisticRegression,0.35000000000000003,0.28580901856763924
LogisticRegression,0.36000000000000004,0.29310344827586204
LogisticRegression,0.37,0.29132457580733445
LogisticRegression,0.38,0.30033370411568405
LogisticRegression,0.39,0.2994629734313171
LogisticRegression,0.4,0.3045977011494253
LogisticRegression,0.41000000000000003,0.293249561659848
LogisticRegression,0.42000000000000004,0.2913198573127229
LogisticRegression,0.43,0.28372655777374467
LogisticRegression,0.44,0.27832512315270935
LogisticRegression,0.45,0.26410658307210033
LogisticRegression,0.46,0.2496807151979566
LogisticRegression,0.47000000000000003,0.24170461938841897
LogisticRegression,0.48000000000000004,0.22679045092838196
LogisticRegression,0.49,0.2123056118999324
LogisticRegression,0.5,0.19827586206896552
LogisticRegression,0.51,0.1926460239268121
LogisticRegression,0.52,0.1961206896551724
LogisticRegression,0.53,0.19148936170212763
LogisticRegression,0.54,0.17728635682158922
LogisticRegression,0.55,0.1733716475095785
LogisticRegression,0.56,0.1786833855799373
LogisticRegression,0.5700000000000001,0.16740176423416195
LogisticRegression,0.5800000000000001,0.15353037766830868
LogisticRegression,0.59,0.18902439024390244
LogisticRegression,0.6,0.2025862068965517
LogisticRegression,0.61,0.1825817860300619
LogisticRegression,0.62,0.17967332123411978
LogisticRegression,0.63,0.1766076421248835
LogisticRegression,0.64,0.16283524904214558
LogisticRegression,0.65,0.16748768472906403
LogisticRegression,0.66,0.16531440162271804
LogisticRegression,0.67,0.1630094043887147
LogisticRegression,0.68,0.14331896551724138
LogisticRegression,0.6900000000000001,0.12347052280311455
LogisticRegression,0.7000000000000001,0.11206896551724138
LogisticRegression,0.7100000000000001,0.1090963139120095
LogisticRegression,0.72,0.10591133004926111
LogisticRegression,0.73,0.09386973180076628
LogisticRegression,0.74,0.11472148541114058
LogisticRegression,0.75,0.10344827586206898
LogisticRegression,0.76,0.10057471264367816
LogisticRegression,0.77,0.08020989505247375
LogisticRegression,0.78,0.0987460815047022
LogisticRegression,0.79,0.11206896551724138
LogisticRegression,0.8,0.10344827586206896
LogisticRegression,0.81,0.09482758620689655
LogisticRegression,0.8200000000000001,0.08620689655172414
LogisticRegression,0.8300000000000001,0.07758620689655173
LogisticRegression,0.8400000000000001,0.06896551724137931
LogisticRegression,0.85,0.05172413793103448
LogisticRegression,0.86,0.04310344827586207
LogisticRegression,0.87,0.04310344827586207
LogisticRegression,0.88,0.04310344827586207
LogisticRegression,0.89,0.04310344827586207
LogisticRegression,0.9,0.04310344827586207
LogisticRegression,0.91,0.04310344827586207
LogisticRegression,0.92,0.02586206896551724
LogisticRegression,0.93,0.017241379310344827
LogisticRegression,0.9400000000000001,0.017241379310344827
LogisticRegression,0.9500000000000001,0.017241379310344827
LogisticRegression,0.9600000000000001,0.017241379310344827
LogisticRegression,0.97,0.017241379310344827
LogisticRegression,0.98,0.017241379310344827
LogisticRegression,0.99,0.017241379310344827
SVM_RBF,0.01,0.5471960989202368
SVM_RBF,0.02,0.5425756509500351
SVM_RBF,0.03,0.5378599360113757
SVM_RBF,0.04,0.5330459770114943
SVM_RBF,0.05,0.5281306715063521
SVM_RBF,0.060000000000000005,0.5231107850330154
SVM_RBF,0.06999999999999999,0.5179829440118651
SVM_RBF,0.08,0.512743628185907
SVM_RBF,0.09,0.5073891625615763
SVM_RBF,0.09999999999999999,0.4932950191570882
SVM_RBF,0.11,0.48769856644711357
SVM_RBF,0.12,0.4733542319749216
SVM_RBF,0.13,0.4674990091161315
SVM_RBF,0.14,0.4528869286287089
SVM_RBF,0.15000000000000002,0.43965517241379315
SVM_RBF,0.16,0.4367816091954023
SVM_RBF,0.17,0.4238678853344412
SVM_RBF,0.18000000000000002,0.4148444070647603
SVM_RBF,0.19,0.4003831417624521
SVM_RBF,0.2,0.3943965517241379
SVM_RBF,0.21000000000000002,0.379637712789175
SVM_RBF,0.22,0.3782051282051282
SVM_RBF,0.23,0.3720331392745186
SVM_RBF,0.24000000000000002,0.36569872958257715
SVM_RBF,0.25,0.3591954022988506
SVM_RBF,0.26,0.3555452003727866
SVM_RBF,0.27,0.34341048653755313
SVM_RBF,0.28,0.3433908045977011
SVM_RBF,0.29000000000000004,0.33523555123846527
SVM_RBF,0.3,0.32881773399014774
SVM_RBF,0.31,0.32221389305347325
SVM_RBF,0.32,0.3275862068965517
SVM_RBF,0.33,0.32115285640761704
SVM_RBF,0.34,0.3059038662486938
SVM_RBF,0.35000000000000003,0.29111405835543763
SVM_RBF,0.36000000000000004,0.2844827586206896
SVM_RBF,0.37,0.2791461412151067
SVM_RBF,0.38,0.2605672969966629
SVM_RBF,0.39,0.23911814584511024
SVM_RBF,0.4,0.24425287356321837
SVM_RBF,0.41000000000000003,0.23553477498538863
SVM_RBF,0.42000000000000004,0.24197384066587393
SVM_RBF,0.43,0.24274047186932848
SVM_RBF,0.44,0.23706896551724135
SVM_RBF,0.45,0.22257053291536052
SVM_RBF,0.46,0.21647509578544064
SVM_RBF,0.47000000000000003,0.1929082628497072
SVM_RBF,0.48000000000000004,0.1856763925729443
SVM_RBF,0.49,0.17021636240703178
SVM_RBF,0.5,0.1810344827586207
SVM_RBF,0.51,0.18437719915552428
SVM_RBF,0.52,0.16163793103448273
SVM_RBF,0.53,0.1472853998532648
SVM_RBF,0.54,0.15142428785607193
SVM_RBF,0.55,0.13697318007662831
SVM_RBF,0.56,0.14184952978056425
SVM_RBF,0.5700000000000001,0.13592622293504408
SVM_RBF,0.5800000000000001,0.12110016420361241
SVM_RBF,0.59,0.10597140454163162
SVM_RBF,0.6,0.09913793103448276
SVM_RBF,0.61,0.08333333333333334
SVM_RBF,0.62,0.10390199637023595
SVM_RBF,0.63,0.09715750232991616
SVM_RBF,0.64,0.09674329501915707
SVM_RBF,0.65,0.12068965517241377
SVM_RBF,0.66,0.12373225152129817
SVM_RBF,0.67,0.12800417972831762
SVM_RBF,0.68,0.11530172413793101
SVM_RBF,0.6900000000000001,0.14933259176863178
SVM_RBF,0.7000000000000001,0.16666666666666666
SVM_RBF,0.7100000000000001,0.156064209274673
SVM_RBF,0.72,0.13669950738916256
SVM_RBF,0.73,0.13441890166028098
SVM_RBF,0.74,0.12334217506631301
SVM_RBF,0.75,0.11206896551724138
SVM_RBF,0.76,0.10057471264367816
SVM_RBF,0.77,0.12631184407796103
SVM_RBF,0.78,0.12460815047021943
SVM_RBF,0.79,0.15517241379310345
SVM_RBF,0.8,0.13793103448275862
SVM_RBF,0.81,0.12931034482758622
SVM_RBF,0.8200000000000001,0.1206896551724138
SVM_RBF,0.8300000000000001,0.10344827586206896
SVM_RBF,0.8400000000000001,0.09482758620689655
SVM_RBF,0.85,0.06896551724137931
SVM_RBF,0.86,0.04310344827586207
SVM_RBF,0.87,0.02586206896551724
SVM_RBF,0.88,0.02586206896551724
SVM_RBF,0.89,0.008620689655172414
SVM_RBF,0.9,0.008620689655172414
SVM_RBF,0.91,0.0
SVM_RBF,0.92,0.0
SVM_RBF,0.93,0.0
SVM_RBF,0.9400000000000001,0.0
SVM_RBF,0.9500000000000001,0.0
SVM_RBF,0.9600000000000001,0.0
SVM_RBF,0.97,0.0
SVM_RBF,0.98,0.0
SVM_RBF,0.99,0.0
SVM_Linear,0.01,0.5471960989202368
SVM_Linear,0.02,0.5425756509500351
SVM_Linear,0.03,0.5378599360113757
SVM_Linear,0.04,0.5330459770114943
SVM_Linear,0.05,0.5281306715063521
SVM_Linear,0.060000000000000005,0.5231107850330154
SVM_Linear,0.06999999999999999,0.5179829440118651
SVM_Linear,0.08,0.512743628185907
SVM_Linear,0.09,0.5073891625615763
SVM_Linear,0.09999999999999999,0.5019157088122606
SVM_Linear,0.11,0.49631925610228594
SVM_Linear,0.12,0.49059561128526646
SVM_Linear,0.13,0.4774078478002378
SVM_Linear,0.14,0.47153167602245394
SVM_Linear,0.15000000000000002,0.4670385395537526
SVM_Linear,0.16,0.45238095238095233
SVM_Linear,0.17,0.44619858745326124
SVM_Linear,0.18000000000000002,0.43124474348191755
SVM_Linear,0.19,0.41815666240953603
SVM_Linear,0.2,0.4030172413793103
SVM_Linear,0.21000000000000002,0.3986250545613269
SVM_Linear,0.22,0.3967727674624226
SVM_Linear,0.23,0.3668831168831169
SVM_Linear,0.24000000000000002,0.3543557168784029
SVM_Linear,0.25,0.35344827586206895
SVM_Linear,0.26,0.34692451071761415
SVM_Linear,0.27,0.34341048653755313
SVM_Linear,0.28,0.3400383141762452
SVM_Linear,0.29000000000000004,0.3368139873725109
SVM_Linear,0.3,0.3374384236453202
SVM_Linear,0.31,0.3347076461769115
SVM_Linear,0.32,0.32809330628803246
SVM_Linear,0.33,0.32128152341739574
SVM_Linear,0.34,0.3187042842215256
SVM_Linear,0.35000000000000003,0.3163129973474801
SVM_Linear,0.36000000000000004,0.3054956896551724
SVM_Linear,0.37,0.30500821018062396
SVM_Linear,0.38,0.29838709677419356
SVM_Linear,0.39,0.29706048615036745
SVM_Linear,0.4,0.29885057471264365
SVM_Linear,0.41000000000000003,0.2666569257744009
SVM_Linear,0.42000000000000004,0.26397146254458975
SVM_Linear,0.43,0.2620992135511192
SVM_Linear,0.44,0.26108374384236455
SVM_Linear,0.45,0.2468652037617555
SVM_Linear,0.46,0.2544699872286079
SVM_Linear,0.47000000000000003,0.23975276512687052
SVM_Linear,0.48000000000000004,0.2427055702917772
SVM_Linear,0.49,0.2374915483434753
SVM_Linear,0.5,0.23275862068965514
SVM_Linear,0.51,0.22853624208304013
SVM_Linear,0.52,0.21551724137931033
SVM_Linear,0.53,0.1936903888481291
SVM_Linear,0.54,0.17166416791604194
SVM_Linear,0.55,0.1666666666666666
SVM_Linear,0.56,0.15282131661442006
SVM_Linear,0.5700000000000001,0.14735364875701681
SVM_Linear,0.5800000000000001,0.14490968801313625
SVM_Linear,0.59,0.13456686291000844
SVM_Linear,0.6,0.12931034482758622
SVM_Linear,0.61,0.14323607427055704
SVM_Linear,0.62,0.13112522686025407
SVM_Linear,0.63,0.14212488350419383
SVM_Linear,0.64,0.13026819923371646
SVM_Linear,0.65,0.11822660098522167
SVM_Linear,0.66,0.14807302231237324
SVM_Linear,0.67,0.15464994775339602
SVM_Linear,0.68,0.14439655172413793
SVM_Linear,0.6900000000000001,0.14265850945494993
SVM_Linear,0.7000000000000001,0.13218390804597702
SVM_Linear,0.7100000000000001,0.12158145065398332
SVM_Linear,0.72,0.11945812807881773
SVM_Linear,0.73,0.11717752234993614
SVM_Linear,0.74,0.11472148541114058
SVM_Linear,0.75,0.10344827586206898
SVM_Linear,0.76,0.1278735632183908
SVM_Linear,0.77,0.10907046476761618
SVM_Linear,0.78,0.1206896551724138
SVM_Linear,0.79,0.11206896551724138
SVM_Linear,0.8,0.11206896551724138
SVM_Linear,0.81,0.09482758620689655
SVM_Linear,0.8200000000000001,0.08620689655172414
SVM_Linear,0.8300000000000001,0.06896551724137931
SVM_Linear,0.8400000000000001,0.06896551724137931
SVM_Linear,0.85,0.06896551724137931
SVM_Linear,0.86,0.05172413793103448
SVM_Linear,0.87,0.05172413793103448
SVM_Linear,0.88,0.04310344827586207
SVM_Linear,0.89,0.04310344827586207
SVM_Linear,0.9,0.034482758620689655
SVM_Linear,0.91,0.034482758620689655
SVM_Linear,0.92,0.034482758620689655
SVM_Linear,0.93,0.034482758620689655
SVM_Linear,0.9400000000000001,0.034482758620689655
SVM_Linear,0.9500000000000001,0.017241379310344827
SVM_Linear,0.9600000000000001,0.017241379310344827
SVM_Linear,0.97,0.017241379310344827
SVM_Linear,0.98,0.0
SVM_Linear,0.99,0.0
RandomForest,0.01,0.5471960989202368
RandomForest,0.02,0.5425756509500351
RandomForest,0.03,0.5378599360113757
RandomForest,0.04,0.5330459770114943
RandomForest,0.05,0.5281306715063521
RandomForest,0.060000000000000005,0.5231107850330154
RandomForest,0.06999999999999999,0.5179829440118651
RandomForest,0.08,0.512743628185907
RandomForest,0.09,0.5073891625615763
RandomForest,0.09999999999999999,0.5019157088122606
RandomForest,0.11,0.49631925610228594
RandomForest,0.12,0.49059561128526646
RandomForest,0.13,0.4847403884264764
RandomForest,0.14,0.47012830793905375
RandomForest,0.15000000000000002,0.46399594320486814
RandomForest,0.16,0.4610016420361248
RandomForest,0.17,0.45481927710843373
RandomForest,0.18000000000000002,0.4484861227922624
RandomForest,0.19,0.4161345253299277
RandomForest,0.2,0.4094827586206897
RandomForest,0.21000000000000002,0.4026625927542558
RandomForest,0.22,0.38947833775419977
RandomForest,0.23,0.3824451410658307
RandomForest,0.24000000000000002,0.36660617059891104
RandomForest,0.25,0.35344827586206895
RandomForest,0.26,0.34040074557315936
RandomForest,0.27,0.33608880491261217
RandomForest,0.28,0.3318965517241379
RandomForest,0.29000000000000004,0.33839242350655657
RandomForest,0.3,0.33374384236453203
RandomForest,0.31,0.3269615192403798
RandomForest,0.32,0.3240365111561866
RandomForest,0.33,0.3169068450849202
RandomForest,0.34,0.31034482758620685
RandomForest,0.35000000000000003,0.29111405835543763
RandomForest,0.36000000000000004,0.27693965517241376
RandomForest,0.37,0.26190476190476186
RandomForest,0.38,0.25528364849833146
RandomForest,0.39,0.24844544940644428
RandomForest,0.4,0.24712643678160917
RandomForest,0.41000000000000003,0.23144360023378138
RandomForest,0.42000000000000004,0.23038049940546962
RandomForest,0.43,0.22307924984875982
RandomForest,0.44,0.1982758620689655
RandomForest,0.45,0.19043887147335423
RandomForest,0.46,0.18231162196679437
RandomForest,0.47000000000000003,0.18819128171763175
RandomForest,0.48000000000000004,0.1876657824933687
RandomForest,0.49,0.18018931710615282
RandomForest,0.5,0.1724137931034483
RandomForest,0.51,0.17329345531315976
RandomForest,0.52,0.17456896551724138
RandomForest,0.53,0.1870873074101247
RandomForest,0.54,0.17991004497751123
RandomForest,0.55,0.17241379310344823
RandomForest,0.56,0.13871473354231972
RandomForest,0.5700000000000001,0.13331996792301518
RandomForest,0.5800000000000001,0.1165845648604269
RandomForest,0.59,0.08221194280908331
RandomForest,0.6,0.06896551724137934
RandomForest,0.61,0.07360742705570289
RandomForest,0.62,0.06715063520871142
RandomForest,0.63,0.07385834109972042
RandomForest,0.64,0.057471264367816105
RandomForest,0.65,0.07266009852216745
RandomForest,0.66,0.07352941176470587
RandomForest,0.67,0.06661442006269588
RandomForest,0.68,0.05064655172413787
RandomForest,0.6900000000000001,0.0447719688542825
RandomForest,0.7000000000000001,0.04885057471264362
RandomForest,0.7100000000000001,0.024673008323424422
RandomForest,0.72,0.017241379310344834
RandomForest,0.73,0.0006385696040868694
RandomForest,0.74,-0.01657824933687002
RandomForest,0.75,0.017241379310344807
RandomForest,0.76,0.03735632183908044
RandomForest,0.77,0.022488755622188897
RandomForest,0.78,-0.0015673981191222652
RandomForest,0.79,-0.017651888341543548
RandomForest,0.8,-2.7755575615628914e-17
RandomForest,0.81,-0.01542649727767699
RandomForest,0.8200000000000001,0.01628352490421453
RandomForest,0.8300000000000001,0.010649087221095296
RandomForest,0.8400000000000001,0.004310344827586146
RandomForest,0.85,-0.02011494252873562
RandomForest,0.86,0.024630541871921187
RandomForest,0.87,0.019893899204244038
RandomForest,0.88,0.005747126436781602
RandomForest,0.89,-0.009404388714733543
RandomForest,0.9,-0.01724137931034484
RandomForest,0.91,0.05172413793103448
RandomForest,0.92,0.05172413793103448
RandomForest,0.93,0.04310344827586207
RandomForest,0.9400000000000001,0.02586206896551724
RandomForest,0.9500000000000001,0.017241379310344827
RandomForest,0.9600000000000001,0.008620689655172414
RandomForest,0.97,0.008620689655172414
RandomForest,0.98,0.0
RandomForest,0.99,0.0
GradientBoosting,0.01,0.5471960989202368
GradientBoosting,0.02,0.5425756509500351
GradientBoosting,0.03,0.5378599360113757
GradientBoosting,0.04,0.5330459770114943
GradientBoosting,0.05,0.5281306715063521
GradientBoosting,0.060000000000000005,0.5231107850330154
GradientBoosting,0.06999999999999999,0.5179829440118651
GradientBoosting,0.08,0.512743628185907
GradientBoosting,0.09,0.49876847290640397
GradientBoosting,0.09999999999999999,0.4932950191570882
GradientBoosting,0.11,0.48769856644711357
GradientBoosting,0.12,0.4831504702194358
GradientBoosting,0.13,0.4774078478002378
GradientBoosting,0.14,0.47153167602245394
GradientBoosting,0.15000000000000002,0.4568965517241379
GradientBoosting,0.16,0.45238095238095233
GradientBoosting,0.17,0.44619858745326124
GradientBoosting,0.18000000000000002,0.4398654331370899
GradientBoosting,0.19,0.4333759046402724
GradientBoosting,0.2,0.4267241379310345
GradientBoosting,0.21000000000000002,0.41990397206460056
GradientBoosting,0.22,0.41290893015030944
GradientBoosting,0.23,0.4057321988356471
GradientBoosting,0.24000000000000002,0.3951905626134301
GradientBoosting,0.25,0.37931034482758624
GradientBoosting,0.26,0.3748835041938491
GradientBoosting,0.27,0.3705715635333019
GradientBoosting,0.28,0.36302681992337166
GradientBoosting,0.29000000000000004,0.35526954832442936
GradientBoosting,0.3,0.3472906403940887
GradientBoosting,0.31,0.3390804597701149
GradientBoosting,0.32,0.3306288032454361
GradientBoosting,0.33,0.31755018013381364
GradientBoosting,0.34,0.2915360501567398
GradientBoosting,0.35000000000000003,0.2738726790450928
GradientBoosting,0.36000000000000004,0.2645474137931034
GradientBoosting,0.37,0.24630541871921183
GradientBoosting,0.38,0.24694104560622912
GradientBoosting,0.39,0.24816280384397965
GradientBoosting,0.4,0.23850574712643677
GradientBoosting,0.41000000000000003,0.22852133255406196
GradientBoosting,0.42000000000000004,0.23067776456599282
GradientBoosting,0.43,0.2097701149425288
GradientBoosting,0.44,0.20935960591133007
GradientBoosting,0.45,0.1998432601880878
GradientBoosting,0.46,0.1886973180076628
GradientBoosting,0.47000000000000003,0.18054651919323356
GradientBoosting,0.48000000000000004,0.1286472148541114
GradientBoosting,0.49,0.12052062204192024
GradientBoosting,0.5,0.103448275862069
GradientBoosting,0.51,0.0946516537649543
GradientBoosting,0.52,0.08620689655172412
GradientBoosting,0.53,0.08785766691122521
GradientBoosting,0.54,0.0892053973013493
GradientBoosting,0.55,0.06321839080459765
GradientBoosting,0.56,0.06739811912225702
GradientBoosting,0.5700000000000001,0.0671611868484362
GradientBoosting,0.5800000000000001,0.07142857142857137
GradientBoosting,0.59,0.03805719091673679
GradientBoosting,0.6,0.05603448275862072
GradientBoosting,0.61,0.07692307692307693
GradientBoosting,0.62,0.07168784029038114
GradientBoosting,0.63,0.06616961789375583
GradientBoosting,0.64,0.07567049808429119
GradientBoosting,0.65,0.061576354679802936
GradientBoosting,0.66,0.03752535496957403
GradientBoosting,0.67,0.04179728317659351
GradientBoosting,0.68,0.02909482758620688
GradientBoosting,0.6900000000000001,0.024749721913236905
GradientBoosting,0.7000000000000001,0.020114942528735608
GradientBoosting,0.7100000000000001,0.01516052318668247
GradientBoosting,0.72,0.009852216748768489
GradientBoosting,0.73,0.018837803320561966
GradientBoosting,0.74,0.013925729442970838
GradientBoosting,0.75,0.008620689655172417
GradientBoosting,0.76,0.002873563218390801
GradientBoosting,0.77,-0.011994002998500758
GradientBoosting,0.78,-0.027429467084639517
GradientBoosting,0.79,-0.043513957307060785
GradientBoosting,0.8,-0.07758620689655174
GradientBoosting,0.81,-0.09528130671506357
GradientBoosting,0.8200000000000001,-0.11398467432950196
GradientBoosting,0.8300000000000001,-0.12525354969574043
GradientBoosting,0.8400000000000001,-0.09267241379310354
GradientBoosting,0.85,-0.12068965517241378
GradientBoosting,0.86,-0.13300492610837436
GradientBoosting,0.87,-0.1472148541114058
GradientBoosting,0.88,-0.10919540229885058
GradientBoosting,0.89,-0.12225705329153605
GradientBoosting,0.9,-0.14655172413793108
GradientBoosting,0.91,-0.07854406130268202
GradientBoosting,0.92,-0.09913793103448282
GradientBoosting,0.93,-0.11453201970443358
GradientBoosting,0.9400000000000001,-0.13505747126436796
GradientBoosting,0.9500000000000001,0.0
GradientBoosting,0.9600000000000001,0.0
GradientBoosting,0.97,0.0
GradientBoosting,0.98,0.0
GradientBoosting,0.99,0.0
ExtraTrees,0.01,0.5471960989202368
ExtraTrees,0.02,0.5425756509500351
ExtraTrees,0.03,0.5378599360113757
ExtraTrees,0.04,0.5330459770114943
ExtraTrees,0.05,0.5281306715063521
ExtraTrees,0.060000000000000005,0.5231107850330154
ExtraTrees,0.06999999999999999,0.5179829440118651
ExtraTrees,0.08,0.512743628185907
