Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
SVM_Linear,0.7531372549019608,0.14061624804857753,0.55,0.8888888888888888,0.8165204529848851,0.0683753861432378,0.7555555555555555,0.896790972337321,0.6912870901191257,0.05274517495554825,0.6206896551724138,0.75,0.6972222222222222,0.04170509569643226,0.6397058823529411,0.75,0.753030303030303,0.18476152947295715,0.5,1.0,0.6333333333333333,0.1530793744649555,0.5,0.8823529411764706,0.6635341669824427,0.07446976589601696,0.5714285714285714,0.7692307692307693,0.7611111111111111,0.17743021580745902,0.5,1.0,11.6,6.228964600958975,4.0,18.0
LogisticRegression,0.737450980392157,0.1393275655880813,0.55,0.8888888888888888,0.8103599955921494,0.06359288251668417,0.7555555555555555,0.8820507493882106,0.661616896266507,0.06488198500927622,0.5862068965517241,0.75,0.6658636788048553,0.06304991734820403,0.5966386554621849,0.7222222222222222,0.7315018315018316,0.19558347283526142,0.5,1.0,0.6015686274509804,0.14031874518361356,0.4,0.7647058823529411,0.6320802005012531,0.07306871297002146,0.5714285714285714,0.7333333333333333,0.73015873015873,0.2075666163590797,0.42857142857142855,1.0,11.6,6.228964600958975,4.0,18.0
SVM_RBF,0.713719654528478,0.15724397152396677,0.53125,0.8888888888888888,0.7962492564129686,0.06965311867713155,0.741830065359477,0.8923809420713447,0.6465830980291492,0.08349020760028705,0.5172413793103449,0.75,0.650408496732026,0.07609363267037851,0.5269607843137255,0.7222222222222222,0.6864102564102564,0.14516534815081572,0.5,0.8333333333333334,0.5980392156862745,0.12087086280331323,0.47058823529411764,0.7647058823529411,0.6244239559756801,0.07329566482837442,0.5333333333333333,0.7027027027027027,0.7027777777777777,0.1551582227085438,0.5,0.875,11.6,6.228964600958975,4.0,18.0
KNN,0.7001684562713975,0.17878120698168043,0.5062500000000001,0.9629629629629629,0.7801619390025891,0.08201720336337981,0.6661998132586368,0.8666666666666667,0.6188053202513715,0.1488805852738505,0.4444444444444444,0.8333333333333334,0.6400513538748832,0.16334063461012735,0.475,0.8888888888888888,0.64,0.12337837015547834,0.5,0.8333333333333334,0.6047058823529412,0.2899230299955478,0.2,1.0,0.5947167487684729,0.18569274703274066,0.2857142857142857,0.75,0.6753968253968253,0.13048256269922168,0.5,0.7777777777777778,11.6,6.228964600958975,4.0,18.0
LightGBM,0.6955897914721445,0.13509425585792142,0.55,0.8518518518518519,0.7397337738701836,0.0843702282785766,0.6468025466757719,0.842089772972126,0.6689232100244336,0.1073419195404408,0.5555555555555556,0.8076923076923077,0.681783380018674,0.1273603270747259,0.5612745098039216,0.8333333333333333,0.6679824561403509,0.1345390715474623,0.5,0.875,0.7270588235294119,0.21889941758100004,0.4,1.0,0.6735064935064935,0.12345497625940029,0.5,0.8484848484848485,0.6365079365079364,0.14689509285322902,0.4166666666666667,0.7777777777777778,11.6,6.228964600958975,4.0,18.0
ExtraTrees,0.6651774042950513,0.18730907984637857,0.4264705882352941,0.8888888888888888,0.7637081256908183,0.09910242795435581,0.6194018530327884,0.8888789618483663,0.6583896637289295,0.14329115789198726,0.4482758620689655,0.8333333333333334,0.6793767507002801,0.1647772045562056,0.45588235294117646,0.8888888888888888,0.7015018315018315,0.1638283455869246,0.5384615384615384,0.9166666666666666,0.6647058823529411,0.23121463537686526,0.4117647058823529,1.0,0.6568995765275257,0.11933870355189026,0.4666666666666667,0.7586206896551724,0.694047619047619,0.2155514499223284,0.42857142857142855,0.8888888888888888,11.6,6.228964600958975,4.0,18.0
RandomForest,0.6637931839402427,0.1548051742812387,0.4875,0.8366013071895425,0.7280166688201979,0.12265601134840037,0.6270055093477747,0.9214543981168022,0.6209007158951542,0.1249117909056401,0.5,0.8076923076923077,0.61578197945845,0.12313033239669742,0.5024509803921569,0.8006535947712419,0.6107422969187676,0.17056198426894467,0.4,0.875,0.6486274509803922,0.16572049768377084,0.4,0.8235294117647058,0.6183037808424806,0.15333525675139226,0.47058823529411764,0.8484848484848485,0.5829365079365079,0.1566983049702493,0.4166666666666667,0.7777777777777778,11.6,6.228964600958975,4.0,18.0
NaiveBayes,0.6570852785558668,0.08665348034358246,0.525,0.7254901960784315,0.7132674589249289,0.15386772169559923,0.45833333333333326,0.8502498088224733,0.6470869817365924,0.08781617739856908,0.5555555555555556,0.75,0.6317133520074696,0.0814374012028825,0.5490196078431372,0.7222222222222222,0.6434523809523809,0.11278937336364704,0.5,0.8125,0.672156862745098,0.157952099767107,0.4,0.7647058823529411,0.6455456823877876,0.11172012467471248,0.5,0.7878787878787878,0.5912698412698412,0.19916523954491436,0.3333333333333333,0.7777777777777778,11.6,6.228964600958975,4.0,18.0
GradientBoosting,0.6348062558356675,0.15930079680288114,0.4411764705882353,0.8039215686274509,0.7003024513670122,0.12134623678228401,0.557998218503565,0.8944473826826768,0.5518377494462033,0.14040410438017892,0.41379310344827586,0.7692307692307693,0.5804084967320262,0.1609281821865374,0.4019607843137255,0.7712418300653594,0.5659803921568628,0.184450434281547,0.375,0.8666666666666667,0.6247058823529412,0.2697044390236574,0.3,1.0,0.5612076648841355,0.16173319853933088,0.375,0.8125,0.5361111111111111,0.17112103145846044,0.3333333333333333,0.7777777777777778,11.6,6.228964600958975,4.0,18.0
XGBoost,0.6256201369436664,0.12534604981780434,0.48749999999999993,0.7973856209150326,0.7053192464523423,0.12213332371744255,0.5666666666666667,0.8925291379048713,0.5771341376458172,0.11746320461877696,0.41379310344827586,0.6923076923076923,0.5790196078431372,0.11162024117129829,0.4142156862745098,0.6862745098039216,0.5863157894736841,0.15005077626278285,0.4,0.8,0.5580392156862745,0.1894040513186072,0.3,0.7058823529411765,0.5536559139784946,0.1485128810807962,0.4,0.75,0.5999999999999999,0.13693063937629152,0.4166666666666667,0.75,11.6,6.228964600958975,4.0,18.0
