Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7230555555555556,0.7197222222222222,-0.0033333333333334103,0.0417927796676736,0.0586700142486131,0.016877234580939503,0.7069841269841269,0.6847619047619048,-0.022222222222222143,0.7870840994379908,0.769396473300535,-0.017687626137455892,0.7022011138968054,0.7339288265589947,0.03172771266218932,0.7046825396825397,0.6872222222222222,-0.01746031746031751,0.6812698412698412,0.6612698412698412,-0.020000000000000018,0.711440995651522,0.7002688344793608,-0.011172161172161132,0.7049180327868853,0.6935483870967742,-0.011369645690111008,0.6776190476190476,0.6466666666666667,-0.030952380952380842,0.68,0.64,-0.040000000000000036,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7660714285714285,0.7490873015873015,-0.01698412698412699,0.0565745549881644,0.0506625913346897,-0.005911963653474697,0.7314285714285715,0.7155555555555555,-0.01587301587301604,0.8275379790068366,0.780336206721654,-0.04720177228518252,0.8011849239487139,0.761809880240728,-0.039375043707985835,0.6986507936507937,0.6971825396825397,-0.0014682539682540074,0.6671428571428571,0.6853968253968254,0.0182539682539683,0.7178716020821284,0.6953471835510816,-0.022524418531046808,0.7086614173228346,0.6949152542372882,-0.013746163085546437,0.6466666666666667,0.7169047619047618,0.0702380952380951,0.62,0.72,0.09999999999999998,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6784920634920635,0.6554166666666666,-0.023075396825396832,0.0898107665980319,0.1137895631806296,0.023978796582597703,0.649047619047619,0.6209523809523809,-0.028095238095238062,0.7356087906024881,0.7087842522142241,-0.02682453838826393,0.687485839525862,0.6746118245012168,-0.012874015024645136,0.6024603174603175,0.5721428571428572,-0.0303174603174603,0.5933333333333333,0.5557142857142857,-0.03761904761904755,0.6492036948558687,0.5931490603904397,-0.05605463446542902,0.6511627906976745,0.5901639344262295,-0.06099885627144497,0.5133333333333334,0.5442857142857143,0.030952380952380842,0.52,0.54,0.020000000000000018,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7463888888888889,0.7344841269841271,-0.011904761904761751,0.0521435819330651,0.1087944717686866,0.056650889835621505,0.6863492063492064,0.688888888888889,0.0025396825396826195,0.798438115280282,0.7932411733718302,-0.005196941908451769,0.7658777802509102,0.7793716540040132,0.013493873753102958,0.6705158730158731,0.7008333333333333,0.030317460317460188,0.6453968253968254,0.6771428571428572,0.031746031746031744,0.6801674718196458,0.7184656084656085,0.03829813664596271,0.6721311475409836,0.7142857142857143,0.042154566744730726,0.6469047619047619,0.6502380952380953,0.0033333333333334103,0.64,0.64,0.0,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7773015873015873,0.7868253968253968,0.00952380952380949,0.073696961446726,0.0724679232434526,-0.0012290382032733999,0.7565079365079365,0.7660317460317461,0.009523809523809601,0.8283830077799191,0.8292216714668801,0.0008386636869609498,0.80910013080489,0.8143951537541139,0.005295022949223904,0.6887698412698413,0.6944444444444444,0.00567460317460311,0.6774603174603174,0.6933333333333334,0.015873015873015928,0.6919786096256685,0.7118416347381864,0.019863025112517918,0.6837606837606838,0.7058823529411765,0.022121669180492742,0.7169047619047618,0.7004761904761905,-0.016428571428571348,0.72,0.72,0.0,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6690873015873016,0.648531746031746,-0.02055555555555555,0.0898816444137484,0.0643172566160456,-0.025564387797702787,0.6447619047619046,0.6288888888888888,-0.015873015873015817,0.7606973392730497,0.7432510186327146,-0.017446320640335133,0.7090026429008898,0.6831764316233093,-0.025826211277580446,0.5617460317460317,0.5706746031746032,0.008928571428571508,0.5609523809523809,0.5809523809523809,0.020000000000000018,0.66379803982096,0.668769304188776,0.004971264367816031,0.6713286713286714,0.6808510638297872,0.009522392501115862,0.3609523809523809,0.3788095238095238,0.017857142857142905,0.36,0.4,0.040000000000000036,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7717857142857143,0.7522619047619048,-0.0195238095238095,0.0484992071219602,0.0562593739564732,0.007760166834512999,0.7371428571428571,0.6952380952380952,-0.04190476190476189,0.8075322521007567,0.7830336272687985,-0.024498624831958193,0.7468241767456385,0.7149752958412108,-0.03184888090442772,0.724920634920635,0.7058730158730159,-0.01904761904761909,0.6971428571428572,0.6750793650793651,-0.02206349206349212,0.731833568595819,0.7283361719949741,-0.0034973966008449153,0.7258064516129032,0.71875,-0.007056451612903247,0.6966666666666665,0.6442857142857142,-0.052380952380952306,0.68,0.62,-0.06000000000000005,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7717857142857143,0.7664682539682539,-0.005317460317460387,0.0922728189482366,0.069787587594157,-0.022485231354079607,0.7317460317460316,0.7368253968253968,0.005079365079365239,0.8303098293571761,0.8211562786304547,-0.009153550726721416,0.7812346512750787,0.7827696023735531,0.0015349510984743464,0.6750396825396826,0.6871825396825397,0.012142857142857122,0.650952380952381,0.6771428571428572,0.02619047619047621,0.7219047619047619,0.7188148148148148,-0.0030899470899471426,0.7164179104477612,0.7142857142857143,-0.002132196162046851,0.5540476190476191,0.6326190476190476,0.07857142857142851,0.54,0.64,0.09999999999999998,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7506746031746032,0.7436111111111111,-0.007063492063492105,0.0835672830940966,0.0760840029848856,-0.007483280109210996,0.6834920634920635,0.7093650793650793,0.025873015873015826,0.8158350505742579,0.8099699836504941,-0.005865066923763762,0.7510360918859165,0.7531515663736336,0.002115474487717095,0.6471428571428571,0.673452380952381,0.026309523809523894,0.6150793650793651,0.6512698412698412,0.036190476190476106,0.6903119868637109,0.6933333333333334,0.003021346469622488,0.6865671641791045,0.688,0.0014328358208954839,0.5180952380952382,0.6240476190476191,0.10595238095238091,0.5,0.62,0.12,10.4,10.4,0.0,38,38,0
corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7301984126984127,0.7161507936507936,-0.014047619047619087,0.0693539546489399,0.062323522576667,-0.007030432072272899,0.7158730158730158,0.7066666666666666,-0.009206349206349218,0.8004106447704403,0.79861034400083,-0.0018003007696103523,0.7741832702130871,0.7734219303188672,-0.0007613398942198923,0.6508730158730158,0.665079365079365,0.014206349206349222,0.6292063492063492,0.6553968253968254,0.02619047619047621,0.6915527560106586,0.6859077401727129,-0.005645015837945633,0.6821705426356589,0.6776859504132231,-0.0044845922224358015,0.5776190476190476,0.6538095238095238,0.07619047619047625,0.56,0.66,0.09999999999999998,10.4,10.4,0.0,38,38,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7375396825396827,0.7407539682539683,0.003214285714285614,0.0890331878638199,0.0845606522282427,-0.004472535635577202,0.7038095238095239,0.6958730158730159,-0.00793650793650802,0.7826442930887884,0.7824326833859504,-0.000211609702837956,0.7140622300688466,0.7028322145853682,-0.011230015483478462,0.6913492063492063,0.6773015873015874,-0.014047619047618864,0.6812698412698412,0.6753968253968254,-0.005873015873015808,0.7111708315882546,0.6946563476824663,-0.016514483905788246,0.7049180327868853,0.6890756302521008,-0.015842402534784417,0.6633333333333333,0.6719047619047619,0.008571428571428563,0.68,0.7,0.019999999999999907,7.6,7.6,0.0,22,22,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7393452380952381,0.733015873015873,-0.006329365079365101,0.083000269786191,0.0845360673725888,0.0015357975863977968,0.7058730158730159,0.7158730158730159,0.010000000000000009,0.7771493975447258,0.7684625235012248,-0.008686874043500992,0.7311863950208617,0.7545987751268284,0.02341238010596669,0.6368253968253967,0.6912698412698413,0.05444444444444452,0.6288888888888888,0.6930158730158731,0.06412698412698425,0.7181952461799661,0.744421052631579,0.026225806451612876,0.7101449275362319,0.734375,0.02423007246376807,0.4699999999999999,0.6042857142857142,0.13428571428571429,0.48,0.64,0.16000000000000003,7.6,7.6,0.0,22,22,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7648809523809523,0.781765873015873,0.01688492063492064,0.0880474988624519,0.0860681810916337,-0.001979317770818209,0.7142857142857143,0.7477777777777777,0.03349206349206335,0.7706643684546161,0.7942389373366817,0.02357456888206566,0.7324177000403131,0.7675825047816658,0.03516480474135264,0.6674206349206349,0.6924206349206349,0.025000000000000022,0.6292063492063492,0.6612698412698412,0.032063492063492016,0.6961320926838168,0.7059829059829059,0.0098508132990891,0.6821705426356589,0.6935483870967742,0.011377844461115338,0.5897619047619047,0.6597619047619048,0.07000000000000006,0.56,0.64,0.07999999999999996,7.6,7.6,0.0,22,22,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7221825396825396,0.7642063492063492,0.042023809523809574,0.093275276187724,0.0707090746837376,-0.02256620150398639,0.726031746031746,0.7593650793650792,0.033333333333333215,0.7702896272444792,0.7838413549678107,0.013551727723331464,0.7559959146899926,0.7702978139521413,0.014301899262148643,0.6512698412698412,0.74,0.08873015873015877,0.6453968253968254,0.733015873015873,0.0876190476190476,0.6695639097744361,0.7560708222168324,0.08650691244239628,0.6721311475409836,0.7580645161290323,0.08593336858804868,0.6376190476190476,0.7219047619047619,0.0842857142857143,0.64,0.72,0.07999999999999996,7.6,7.6,0.0,22,22,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7925793650793651,0.7971031746031746,0.0045238095238094855,0.0746326773815047,0.0754809054992462,0.0008482281177415035,0.7885714285714286,0.7904761904761903,0.0019047619047617426,0.8379234296875827,0.8365358301840746,-0.0013875995035080857,0.841708478469847,0.8405974757837662,-0.0011110026860807753,0.7035714285714286,0.7261904761904763,0.02261904761904765,0.6892063492063492,0.7192063492063492,0.030000000000000027,0.7309118130010624,0.7481845402737898,0.01727272727272733,0.7154471544715447,0.7333333333333333,0.01788617886178856,0.6766666666666666,0.7219047619047619,0.0452380952380953,0.68,0.74,0.05999999999999994,7.6,7.6,0.0,22,22,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,NaiveBayes,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7252777777777777,0.7237698412698412,-0.0015079365079364582,0.1437358119018321,0.1482747215344116,0.004538909632579496,0.6746031746031746,0.6761904761904761,0.0015873015873014706,0.7787007485136135,0.772063854162379,-0.00663689435123449,0.7006069498289953,0.6974955956257671,-0.003111354203228167,0.5803571428571428,0.6123015873015872,0.03194444444444444,0.5744444444444444,0.6123809523809524,0.037936507936507935,0.7286724386724387,0.7523232323232323,0.02365079365079359,0.717948717948718,0.7402597402597403,0.022311022311022333,0.2726190476190476,0.3142857142857143,0.041666666666666685,0.26,0.32,0.06,7.6,7.6,0.0,22,22,0
