k,mean_score,std_score,fold_scores,metric,tuning_model
16,0.6807763959466745,0.1901345981238161,"[0.41711229946524064, 0.8582995951417003, 0.7669172932330827]",auc,LogisticRegression
18,0.6765350232842494,0.18526918630507783,"[0.41711229946524064, 0.8380566801619433, 0.7744360902255639]",auc,LogisticRegression
10,0.6763912042549812,0.19077888901472168,"[0.4117647058823529, 0.854251012145749, 0.763157894736842]",auc,LogisticRegression
12,0.6761984145885075,0.18950477555121462,"[0.4117647058823529, 0.846153846153846, 0.7706766917293234]",auc,LogisticRegression
14,0.6724390160922669,0.18769646540306006,"[0.4117647058823529, 0.846153846153846, 0.7593984962406015]",auc,LogisticRegression
8,0.6493975580662887,0.15511656205989607,"[0.43315508021390375, 0.7894736842105263, 0.7255639097744361]",auc,LogisticRegression
4,0.5783025024511091,0.11872665669971774,"[0.4598930481283422, 0.534412955465587, 0.7406015037593985]",auc,LogisticRegression
6,0.5543032818574614,0.0912969238670428,"[0.4385026737967914, 0.562753036437247, 0.6616541353383458]",auc,LogisticRegression
