Metric,Value
ROC-AUC,0.7371875
PR-AUC,0.7948808744848066
Balanced Acc.,0.6728125
Sensitivity,0.765625
Specificity,0.58
PPV,0.7
NPV,0.6590909090909091
Kappa,0.35022165927802407
