Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_RBF,NaiveBayes,0.7650793650793651,0.6101587301587302,0.1549206349206349,3.6415942516461386,0.0002709548895964761,✓,✓,0.012192970031841424,✓
LogisticRegression,NaiveBayes,0.7501587301587301,0.6101587301587302,0.1399999999999999,3.326207432107648,0.000880363860387277,✓,✓,0.03961637371742747,✓
SVM_Linear,NaiveBayes,0.7517460317460317,0.6101587301587302,0.14158730158730148,3.2818581174084556,0.0010312548076150802,✓,✓,0.04640646634267861,✓
RandomForest,NaiveBayes,0.7273015873015872,0.6101587301587302,0.117142857142857,2.3398506008003794,0.01929145519064595,✓,✗,0.8681154835790678,✗
SVM_RBF,LightGBM,0.7650793650793651,0.6614285714285714,0.10365079365079377,2.3240479343250513,0.020122925092134907,✓,✗,0.9055316291460708,✗
ExtraTrees,NaiveBayes,0.7196825396825396,0.6101587301587302,0.10952380952380936,2.2510144058717163,0.024384624973465784,✓,✗,1.0,✗
KNN,NaiveBayes,0.7065079365079364,0.6101587301587302,0.09634920634920618,2.188531301471667,0.028630923774639428,✓,✗,1.0,✗
SVM_RBF,KNN,0.7650793650793651,0.7065079365079364,0.05857142857142872,2.1114758593837313,0.034731430744792915,✓,✗,1.0,✗
LogisticRegression,LightGBM,0.7501587301587301,0.6614285714285714,0.08873015873015877,1.9963306763537438,0.045897941087391245,✓,✗,1.0,✗
SVM_RBF,XGBoost,0.7650793650793651,0.6977777777777777,0.06730158730158742,1.966559423764387,0.049234025236065376,✓,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7650793650793651,0.7196825396825396,0.045396825396825546,1.9593145441770956,0.05007596150402941,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6101587301587302,0.712063492063492,-0.10190476190476172,-1.9503904469303355,0.051129599615892446,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7517460317460317,0.6614285714285714,0.09031746031746035,1.9414344308225386,0.05220560541118265,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6101587301587302,0.6977777777777777,-0.08761904761904749,-1.690572002943811,0.09091857558712618,✗,✗,1.0,✗
RandomForest,LightGBM,0.7273015873015872,0.6614285714285714,0.06587301587301586,1.6605169286536046,0.09681050519113833,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7650793650793651,0.712063492063492,0.05301587301587318,1.4888210381191178,0.13653450083045165,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.7501587301587301,0.6977777777777777,0.05238095238095242,1.4865961051134255,0.1371215171287901,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.7517460317460317,0.6977777777777777,0.053968253968254,1.4728320612589743,0.14079632491163055,✗,✗,1.0,✗
SVM_Linear,KNN,0.7517460317460317,0.7065079365079364,0.0452380952380953,1.3669278971653427,0.1716479067956862,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7196825396825396,0.6614285714285714,0.058253968253968225,1.3376039037030347,0.18102559123970985,✗,✗,1.0,✗
LogisticRegression,KNN,0.7501587301587301,0.7065079365079364,0.04365079365079372,1.311513540959057,0.18968432195094564,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.712063492063492,0.6614285714285714,0.05063492063492059,1.2687206227542964,0.20454072445617955,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7650793650793651,0.7273015873015872,0.03777777777777791,1.26119939104759,0.20723701799812877,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7650793650793651,0.7517460317460317,0.01333333333333342,1.2400701974547492,0.21494943102636588,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.7517460317460317,0.7196825396825396,0.03206349206349213,1.2025965693506415,0.22913247590909225,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.7501587301587301,0.7196825396825396,0.030476190476190546,1.168237593940439,0.24271094014286,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7650793650793651,0.7501587301587301,0.014920634920635,1.1495891538372738,0.2503131275024367,✗,✗,1.0,✗
RandomForest,XGBoost,0.7273015873015872,0.6977777777777777,0.029523809523809508,1.1176379932904754,0.26372163520740033,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.7501587301587301,0.712063492063492,0.03809523809523818,1.0560051871324678,0.2909658450308703,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.7517460317460317,0.712063492063492,0.039682539682539764,1.0466210874642858,0.2952743721482701,✗,✗,1.0,✗
XGBoost,LightGBM,0.6977777777777777,0.6614285714285714,0.03634920634920635,0.9241927878250431,0.3553859499686588,✗,✗,1.0,✗
KNN,LightGBM,0.7065079365079364,0.6614285714285714,0.04507936507936505,0.8975698587829664,0.36941491416666483,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.6101587301587302,0.6614285714285714,-0.05126984126984113,-0.7987683712227719,0.4244247335562257,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.7196825396825396,0.6977777777777777,0.02190476190476187,0.7552369858665264,0.4501068003258458,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7517460317460317,0.7273015873015872,0.02444444444444449,0.7294078019984487,0.46575224671842297,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7501587301587301,0.7273015873015872,0.02285714285714291,0.7150454572196372,0.47458095502372355,✗,✗,1.0,✗
RandomForest,KNN,0.7273015873015872,0.7065079365079364,0.02079365079365081,0.6338225609987717,0.5261966278129877,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.7273015873015872,0.712063492063492,0.015238095238095273,0.5174071664856337,0.6048719580249414,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.712063492063492,0.6977777777777777,0.014285714285714235,0.44986707710449664,0.652806288017616,✗,✗,1.0,✗
ExtraTrees,KNN,0.7196825396825396,0.7065079365079364,0.013174603174603172,0.4446392915181443,0.6565804479117356,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.7196825396825396,0.7273015873015872,-0.007619047619047636,-0.3356034211615923,0.7371699437834314,✗,✗,1.0,✗
KNN,XGBoost,0.7065079365079364,0.6977777777777777,0.0087301587301587,0.2286795363476641,0.819118000996129,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.7196825396825396,0.712063492063492,0.007619047619047636,0.2166167402779801,0.8285070386267509,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.7517460317460317,0.7501587301587301,0.0015873015873015817,0.15673867573175398,0.8754508049542147,✗,✗,1.0,✗
KNN,GradientBoosting,0.7065079365079364,0.712063492063492,-0.005555555555555536,-0.1397566147672725,0.8888522931822911,✗,✗,1.0,✗
