fold,C
1,0.014914880124867256
2,0.014914880124867256
3,0.23938918670661066
4,0.23938918670661066
5,0.014914880124867256
6,0.23938918670661066
7,0.23938918670661066
8,0.23938918670661066
9,0.23938918670661066
10,0.014914880124867256
11,0.23938918670661066
12,0.014914880124867256
13,0.23938918670661066
14,0.23938918670661066
15,0.014914880124867256
