fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.5864197530864198,0.7013930840401429,0.6296296296296297,0.5833333333333333,0.7222222222222222,0.7222222222222222,0.7222222222222222,10
2,0.5555555555555556,0.693861436902529,0.6,0.6262626262626263,0.5,0.8,0.36363636363636365,10
3,0.8187500000000001,0.8635303932178933,0.5483870967741935,0.5333333333333333,0.6956521739130435,0.5333333333333333,1.0,10
4,0.55625,0.6644154639220428,0.5,0.51875,0.5185185185185185,0.6363636363636364,0.4375,10
5,0.3888888888888889,0.3,0.5384615384615384,0.5277777777777778,0.4,0.3333333333333333,0.5,10
6,0.7777777777777778,0.7387698412698414,0.631578947368421,0.6444444444444444,0.5333333333333333,0.8,0.4,10
7,0.7904761904761906,0.9070886224156232,0.5806451612903226,0.6904761904761905,0.5517241379310345,1.0,0.38095238095238093,10
8,0.5787878787878787,0.6670209801796732,0.5945945945945946,0.606060606060606,0.6153846153846154,0.7058823529411765,0.5454545454545454,10
9,0.6,0.41666666666666663,0.7142857142857143,0.8,0.6666666666666666,0.5,1.0,10
10,0.7923076923076923,0.7357303807303807,0.6086956521739131,0.6423076923076924,0.6666666666666666,0.5294117647058824,0.9,10
11,0.7705882352941176,0.7396119131413248,0.7777777777777778,0.7617647058823529,0.7,0.7,0.7,10
12,0.5722222222222222,0.7389338933741687,0.5,0.5222222222222221,0.5333333333333333,0.6666666666666666,0.4444444444444444,10
13,0.7470588235294118,0.8674276055756422,0.6296296296296297,0.5617647058823529,0.7368421052631579,0.6666666666666666,0.8235294117647058,10
14,0.6666666666666666,0.4340659340659341,0.625,0.6666666666666667,0.5,0.375,0.75,10
15,0.9583333333333334,0.9924172794117647,0.5789473684210527,0.75,0.6666666666666666,1.0,0.5,10
