Fold,Feature_Rank_in_Fold,Feature_Name
1,1,NGTDM_Strength
1,2,IB_IntensitySkewness
1,3,IB_IntensityBasedEnergy
1,4,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
1,5,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,6,IB_10thIntensityPercentile
1,7,GLSZM_GreyLevelVariance
1,8,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
1,9,GLSZM_NormalisedGreyLevelNonUniformity
1,10,Morph_Sphericity
2,1,GLSZM_GreyLevelVariance
2,2,IB_IntensityBasedEnergy
2,3,IB_IntensitySkewness
2,4,Morph_Compacity
2,5,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
2,6,GLCM_ClusterShade
2,7,IB_MaximumIntensity
2,8,Morph_SphericalDisproportion
2,9,Morph_SurfaceArea_cm2
2,10,IH_IntensityHistogramCoefficientOfVariation_Intensity
3,1,IB_IntensitySkewness
3,2,GLCM_ClusterProminence
3,3,IB_IntensityBasedEnergy
3,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
3,5,GLSZM_NormalisedGreyLevelNonUniformity
3,6,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
3,7,Morph_Sphericity
3,8,GLSZM_GreyLevelVariance
3,9,IH_IntensityHistogramSkewness_Intensity
3,10,Morph_Compactness1
4,1,GLSZM_GreyLevelVariance
4,2,GLSZM_LargeZoneEmphasis
4,3,GLRLM_ShortRunLowGreyLevelEmphasis
4,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
4,5,Morph_Sphericity
4,6,GLSZM_NormalisedZoneSizeNonUniformity
4,7,GLSZM_ZoneSizeVariance
4,8,IH_IntensityHistogram25thPercentile
4,9,Morph_Compactness1
4,10,GLCM_InverseDifferenceMoment
5,1,IB_IntensityBasedEnergy
5,2,GLSZM_SmallZoneHighGreyLevelEmphasis
5,3,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
5,4,IB_IntensitySkewness
5,5,Morph_Compactness2
5,6,GLSZM_GreyLevelVariance
5,7,GLSZM_GreyLevelNonUniformity
5,8,IH_IntensityHistogramSkewness_Intensity
5,9,Morph_Compactness1
5,10,NGTDM_Strength
6,1,GLSZM_GreyLevelVariance
6,2,IB_IntensityBasedEnergy
6,3,IB_10thIntensityPercentile
6,4,Morph_Sphericity
6,5,IB_IntensitySkewness
6,6,NGTDM_Strength
6,7,GLRLM_LowGreyLevelRunEmphasis
6,8,Morph_Compactness1
6,9,GLCM_SumVariance
6,10,IH_IntensityHistogramSkewness_Intensity
7,1,GLSZM_NormalisedZoneSizeNonUniformity
7,2,IB_IntensitySkewness
