Fold,Repeat,Fold_Within_Repeat,Split_Random_State,Outer_CV_Strategy,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,train_class_distribution,test_class_distribution,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,Decision_Threshold,BestInnerAUC
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LogisticRegression,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,0.8,0.0,0.4618209985349238,0.494
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",NaiveBayes,0.654320987654321,0.6666666666666666,0.6666666666666666,0.7917825879448687,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.5277755036321304,0.6363076923076922
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_Linear,0.6512345679012346,0.37037037037037035,0.5,0.762934390382903,0.6666666666666666,0.1111111111111111,0.19047619047619047,0.8888888888888888,0.7153994910262418,0.6363076923076924
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_RBF,0.6635802469135802,0.7037037037037037,0.5555555555555556,0.8191082709560971,0.6923076923076923,1.0,0.8181818181818182,0.1111111111111111,0.40618259616367186,0.6279285714285714
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",XGBoost,0.7716049382716048,0.6296296296296297,0.6666666666666667,0.8986438806291748,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.5690885400772094,0.7170769230769231
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LightGBM,0.7654320987654321,0.6296296296296297,0.6944444444444444,0.8734062599194179,0.9,0.5,0.6428571428571429,0.8888888888888888,0.5684364703056746,0.7074615384615385
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",ExtraTrees,0.6358024691358024,0.48148148148148145,0.5,0.8188802097824734,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.5555555555555556,0.5053776761761457,0.6901538461538461
2,1,2,100,repeated_stratified_group_kfold,97,20,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",LogisticRegression,0.5,0.45,0.5,0.55,0.0,0.0,0.0,1.0,0.49872023736862797,0.494
2,1,2,100,repeated_stratified_group_kfold,97,20,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",NaiveBayes,0.6161616161616162,0.6,0.6363636363636364,0.7213902118771243,1.0,0.2727272727272727,0.42857142857142855,1.0,0.9165610136762035,0.5704705882352942
2,1,2,100,repeated_stratified_group_kfold,97,20,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",SVM_Linear,0.7373737373737373,0.65,0.6717171717171717,0.820283252101434,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.8888888888888888,0.5544730827282355,0.6518947368421052
