metric,mean,std,min,max,pooled
AUC,0.7099256924992219,0.1308309217011477,0.50625,0.9074074074074073,0.686298076923077
PR_AUC,0.7730244468906816,0.0673438963551879,0.6651366607248961,0.855359477124183,0.7624087509756716
Accuracy,0.6166685681146193,0.08026371616067123,0.5172413793103449,0.75,0.603448275862069
Bal_Accuracy,0.6279551820728291,0.11618306291161959,0.47794117647058826,0.8333333333333333,0.5955528846153846
F1_Score,0.6365721997300944,0.07363476068548468,0.5,0.717948717948718,0.6515151515151515
Precision,0.6287379287379288,0.0906562689926626,0.5,0.7692307692307693,0.6323529411764706
Recall,0.7035294117647058,0.20382501484901377,0.4,1.0,0.671875
