Metric,Value
ROC-AUC,0.7731249999999998
PR-AUC,0.8035607882699738
Balanced Acc.,0.7128125000000001
Sensitivity,0.765625
Specificity,0.66
PPV,0.7424242424242424
NPV,0.6875
Kappa,0.4274952919020716
