fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6666666666666667,0.7927168252761649,0.6296296296296297,0.6388888888888888,0.6875,0.7857142857142857,0.6111111111111112,8
2,0.4545454545454546,0.6592539524146617,0.55,0.5808080808080808,0.4,0.75,0.2727272727272727,8
3,0.7541666666666667,0.7230108703813946,0.6451612903225806,0.6333333333333333,0.7441860465116279,0.5925925925925926,1.0,8
4,0.5375,0.6650195750410282,0.6538461538461539,0.56875,0.7692307692307693,0.6521739130434783,0.9375,8
5,0.7222222222222222,0.5700757575757576,0.7692307692307693,0.6944444444444444,0.5714285714285714,0.6666666666666666,0.5,8
6,0.8,0.7976587301587301,0.5789473684210527,0.5611111111111111,0.6923076923076923,0.5625,0.9,8
7,0.44761904761904764,0.7230323143933353,0.3548387096774194,0.5238095238095238,0.09090909090909091,1.0,0.047619047619047616,8
8,0.5515151515151515,0.6263508027453685,0.40540540540540543,0.4257575757575758,0.3888888888888889,0.5,0.3181818181818182,8
9,0.8,0.75,0.5714285714285714,0.7,0.5714285714285714,0.4,1.0,8
10,0.5153846153846153,0.47095300834431264,0.4782608695652174,0.4230769230769231,0.0,0.0,0.0,8
11,0.6470588235294118,0.5856175793017898,0.5925925925925926,0.5941176470588235,0.5217391304347826,0.46153846153846156,0.6,8
12,0.538888888888889,0.684942583646144,0.5714285714285714,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,8
13,0.7000000000000001,0.8163759746394968,0.7407407407407407,0.6705882352941177,0.8205128205128205,0.7272727272727273,0.9411764705882353,8
14,0.625,0.5375,0.25,0.4166666666666667,0.3333333333333333,0.21428571428571427,0.75,8
15,0.8958333333333335,0.9820586622807017,0.7894736842105263,0.7395833333333333,0.8666666666666667,0.9285714285714286,0.8125,8
