fold,n_estimators,max_depth,learning_rate,subsample
1,50,3,0.06571271013022326,0.8008335850362696
2,100,1,0.07772235382026987,0.8730704498200098
3,75,1,0.026577711982616582,0.9534328396959711
4,25,1,0.046854260167712165,0.9477558265315142
5,100,1,0.06549750379683224,0.7822221241125097
