Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
KNN,0.7178485576923078,0.7182068317251101,0.6201102112288225,0.808635653440377,0.7725396416464235,0.77470718950048,0.6639253294200906,0.8670866180654715,0.6551724137931034,0.6514423076923077,0.6875,0.6153846153846154,0.6875,0.6153846153846154,0.6875,0.3028846153846154,0.2168931594468448,32,20,20,44,11.2,5.019960159204453
SVM_RBF,0.6729266826923077,0.6733184976472789,0.5731403800477187,0.7677293964460784,0.6998720413274356,0.7051715286589046,0.573701532732266,0.8146494226007576,0.5948275862068966,0.5931490384615384,0.609375,0.5769230769230769,0.639344262295082,0.5454545454545454,0.624,0.18529587567244477,0.23582385579477266,30,22,25,39,11.2,5.019960159204453
SVM_Linear,0.6640625,0.6639388671518662,0.5630933779761905,0.7576578443232411,0.7099195193152439,0.7138365572068861,0.5948470544248413,0.8168203450242657,0.6120689655172413,0.6123798076923077,0.609375,0.6153846153846154,0.6610169491525424,0.5614035087719298,0.6341463414634146,0.2227516378796902,0.23873329810432123,32,20,25,39,11.2,5.019960159204453
LogisticRegression,0.6637620192307692,0.6632919262632374,0.5617973070705351,0.7621474589276843,0.6853391391794665,0.697707342872116,0.5638125504443234,0.8165753098437402,0.6293103448275862,0.6262019230769231,0.65625,0.5961538461538461,0.6666666666666666,0.5849056603773585,0.6614173228346457,0.25194961007798444,0.23747639004377802,31,21,22,42,11.2,5.019960159204453
XGBoost,0.654747596153846,0.6544639035217483,0.5490186872871214,0.7455062624007935,0.7190679503801425,0.724302737562771,0.6029068704717698,0.825290692545002,0.6120689655172413,0.6105769230769231,0.625,0.5961538461538461,0.6557377049180327,0.5636363636363636,0.64,0.21996413628212796,0.262318390695969,31,21,24,40,11.2,5.019960159204453
ExtraTrees,0.6400240384615385,0.6393686255489384,0.5361578608227299,0.7331576110011312,0.7170619690369365,0.7205367349050444,0.6004890430716655,0.8167875416712234,0.5689655172413793,0.5643028846153846,0.609375,0.5192307692307693,0.609375,0.5192307692307693,0.609375,0.12860576923076927,0.23257529720502387,27,25,25,39,11.2,5.019960159204453
NaiveBayes,0.6307091346153847,0.6295649800779055,0.5285237944417632,0.7289568661971831,0.676121943115375,0.6880085714173514,0.5552820533851711,0.8114669282731809,0.5948275862068966,0.5697115384615384,0.8125,0.3269230769230769,0.5977011494252874,0.5862068965517241,0.6887417218543046,0.1454545454545455,0.3466345683540515,17,35,12,52,11.2,5.019960159204453
RandomForest,0.6295072115384617,0.6284380838182171,0.5270948949586184,0.7220362369858337,0.7199628490978087,0.7233319918894333,0.6097572232203987,0.819145585429012,0.5517241379310345,0.5450721153846154,0.609375,0.4807692307692308,0.5909090909090909,0.5,0.6,0.09047044632086843,0.2380023030727226,25,27,25,39,11.2,5.019960159204453
GradientBoosting,0.6104266826923077,0.6089632548532762,0.5020318736637024,0.7084513894976768,0.6586688483395048,0.66516669517182,0.5400649785102933,0.7785603796676747,0.5948275862068966,0.5895432692307692,0.640625,0.5384615384615384,0.6307692307692307,0.5490196078431373,0.6356589147286822,0.1794099939795304,0.24501065147683188,28,24,23,41,11.2,5.019960159204453
LightGBM,0.6036658653846154,0.602934302476009,0.5018173701298702,0.7052235469448584,0.6584571274620691,0.665142801307298,0.5402719171915755,0.7817124443237045,0.5517241379310345,0.5522836538461539,0.546875,0.5576923076923077,0.603448275862069,0.5,0.5737704918032787,0.10344827586206895,0.27161715168425815,29,23,29,35,11.2,5.019960159204453
