Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_GLCM_Autocorrelation,Post2_GLCM_Autocorrelation,0.06200358011498046,3
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05290818750020703,4
Pre_GLSZM_HighGrayLevelZoneEmphasis,Pre_GLSZM_HighGrayLevelZoneEmphasis,0.052795117017966596,2
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.05238869149227633,5
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.040156674248869186,3
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.03935933629762764,3
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.03907712485554285,2
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.0385232183152631,2
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.037739051627652155,3
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.03134594422515152,2
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.025061113518642507,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.021778662575298233,2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.018633738250802896,2
ADC_IB_RootMeanSquareIntensity,ADC_IB_RootMeanSquareIntensity,0.0035408669996396425,2
ADC_IB_AreaUnderCurveCIVH,ADC_IB_AreaUnderCurveCIVH,0.0034009005104855797,2
