k,mean_score,std_score,fold_scores,metric,tuning_model
16,0.7198523698523699,0.0735418203210817,"[0.8, 0.7371794871794872, 0.6223776223776224]",auc,LogisticRegression
18,0.7039780395043552,0.06822624090855152,"[0.763157894736842, 0.7403846153846154, 0.6083916083916084]",auc,LogisticRegression
10,0.7011430090377458,0.03679284550975472,"[0.7473684210526316, 0.6987179487179487, 0.6573426573426574]",auc,LogisticRegression
14,0.7006993006993008,0.0242715442820422,"[0.7000000000000001, 0.7307692307692308, 0.6713286713286714]",auc,LogisticRegression
12,0.6993099006256901,0.04269885610560329,"[0.7578947368421053, 0.6826923076923077, 0.6573426573426574]",auc,LogisticRegression
8,0.6697480881691408,0.1112725774178706,"[0.8105263157894737, 0.6602564102564102, 0.5384615384615384]",auc,LogisticRegression
6,0.6305749805749806,0.07193262784158327,"[0.7, 0.6602564102564102, 0.5314685314685315]",auc,LogisticRegression
4,0.5858841450946715,0.07770486553735717,"[0.605263157894737, 0.6698717948717949, 0.48251748251748255]",auc,LogisticRegression
