Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
NaiveBayes,SVM_RBF,0.7064302884615385,0.6095252403846154,0.09690504807692313,2.111438083339458,0.034734674587114635,✓,✗,1.0,✗
NaiveBayes,LightGBM,0.7064302884615385,0.6002103365384615,0.1062199519230771,2.1041810238915963,0.03536265918224533,✓,✗,1.0,✗
LogisticRegression,SVM_RBF,0.6838942307692308,0.6095252403846154,0.07436899038461542,1.8514365177248473,0.06410677959704258,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6838942307692308,0.6002103365384615,0.08368389423076938,1.8155098521745205,0.06944559330195157,✗,✗,1.0,✗
XGBoost,LightGBM,0.6496394230769231,0.6002103365384615,0.049429086538461675,1.76852850559106,0.07697259105686431,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.7064302884615385,0.6355168269230769,0.07091346153846168,1.7046435836615808,0.08826091761102738,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.6838942307692308,0.6502403846153846,0.033653846153846256,1.6554166662057128,0.09784000760374229,✗,✗,1.0,✗
NaiveBayes,KNN,0.7064302884615385,0.6287560096153846,0.07767427884615397,1.608402144011324,0.1077471324126569,✗,✗,1.0,✗
NaiveBayes,SVM_Linear,0.7064302884615385,0.6502403846153846,0.056189903846153966,1.5901104482602417,0.11180991125780947,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6838942307692308,0.6355168269230769,0.048377403846153966,1.577007530811487,0.11479379227262596,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.7064302884615385,0.6361177884615385,0.0703125,1.5401000120918293,0.12353597684608482,✗,✗,1.0,✗
LogisticRegression,KNN,0.6838942307692308,0.6287560096153846,0.055138221153846256,1.3577027977471603,0.17455800869134397,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.7064302884615385,0.6454326923076923,0.060997596153846256,1.3215676735415487,0.18631215380993638,✗,✗,1.0,✗
