Triple_Tag,Dataset_A,Dataset_B,Dataset_C,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post2_Pre,ADC,Post2,Pre,ExtraTrees,0.7788934572427395,0.1175310297105237,0.7071875,0.8408960819280065,0.1177185682085393,0.7970479690566765,0.6727591249330379,0.1037855772975729,0.6666666666666666,0.6845872256398572,0.0944954947349133,0.6725,0.7341847041847043,0.1007189826731803,0.7407407407407407,0.6522913343965975,0.2035623325108526,0.625,0.6715917671416392,0.1288879662871251,0.6779661016949152,0.7168831168831169,0.1174840253187368,0.72,10.4,10.4,5.571355310873647,4,8.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,1.793103448275862
ADC_Post2_Pre,ADC,Post2,Pre,ExtraTrees,0.7091610914338187,0.1257999333807151,0.5925000000000001,0.7867957078435247,0.1245790651731143,0.7253284682772752,0.5835309617918314,0.1163988186965421,0.5789473684210527,0.6141799574694311,0.1217410207262004,0.5856250000000001,0.6862515262515263,0.1939349967807531,0.6538461538461539,0.573056884635832,0.210354723082893,0.53125,0.5860076277650649,0.1277670106822226,0.5862068965517241,0.6553030303030304,0.2250395333088888,0.64,11.2,11.2,5.1536394906900505,4,14.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,43,4,1.302325581395349
ADC_Post2_T2,ADC,Post2,T2,SVM_Linear,0.8337354750512646,0.0452854522460405,0.755625,0.8660563562242178,0.0814764513749862,0.8128113100505047,0.7329829590699155,0.0842279396063848,0.7280701754385965,0.7390928077770182,0.0411659323015979,0.7184375000000001,0.7460943803358664,0.0916948871023473,0.7391304347826086,0.832514619883041,0.1944722224365432,0.796875,0.7625132811745388,0.0836833462581725,0.7669172932330827,0.6456709956709956,0.1508606767779624,0.64,10.4,10.4,4.2708313008125245,4,10.0,16,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,31,5,1.6774193548387095
ADC_Post2_T2,ADC,Post2,T2,LogisticRegression,0.7454970184874491,0.0642667015419769,0.6896875,0.8072871254937825,0.0948041440771956,0.7403624415696097,0.662231970927623,0.0645687995819173,0.6578947368421053,0.6962466772993089,0.0403318493477081,0.6646875,0.7558441558441559,0.1354415329133399,0.7358490566037735,0.6500691121743752,0.1504262405276037,0.609375,0.6712202729044834,0.052656318782937,0.6666666666666666,0.7424242424242424,0.1489941790174487,0.72,13.2,13.2,2.993325909419153,10,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,54,3,1.2222222222222223
ADC_Post2_T2,ADC,Post2,T2,ExtraTrees,0.6787903643406035,0.0894096422472303,0.5765625,0.7873229403471698,0.0925149719487011,0.7160845604957033,0.5483835005574136,0.0992766368548692,0.543859649122807,0.5763987620566569,0.0810777391918678,0.5478125,0.6248717948717949,0.1575152226449606,0.6111111111111112,0.5487931951089846,0.1885330826714611,0.515625,0.5528571428571428,0.1316595623675386,0.559322033898305,0.6040043290043291,0.1400728940922428,0.58,12.8,12.8,4.1182520563948,6,12.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post2_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,48,3,1.3333333333333333
ADC_Pre_T2,ADC,Pre,T2,XGBoost,0.7624075454936698,0.1152148437171988,0.665625,0.8213414604480235,0.0832156537148026,0.7181131578024202,0.5916561699170394,0.0809017722831249,0.5877192982456141,0.6198902559428875,0.0827895072021257,0.5825,0.6549131424131425,0.1201341758582944,0.6349206349206349,0.6789580010632642,0.1947758736043282,0.625,0.6340992340992341,0.0691039158726739,0.6299212598425197,0.5608225108225108,0.164069264069264,0.54,13.2,13.2,5.1536394906900505,6,16.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,35,4,1.8857142857142857
ADC_Pre_T2,ADC,Pre,T2,LogisticRegression,0.7133166133883837,0.0668063267231617,0.6737500000000001,0.7729798906380031,0.0885080961556389,0.7034032425936037,0.5989532206923511,0.0630529033355354,0.5964912280701754,0.6405648591174907,0.0626925910296163,0.6078125,0.7207251082251082,0.1703623058336691,0.6875,0.5500691121743754,0.2048785240269874,0.515625,0.5812075941487705,0.0946675705516824,0.5892857142857143,0.7310606060606061,0.2156630708928252,0.7,13.6,13.6,4.079215610874227,8,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,52,3,1.3076923076923077
ADC_Pre_T2,ADC,Pre,T2,XGBoost,0.6766945025557466,0.0715799983962585,0.5846875,0.7389574436668807,0.0845146892968132,0.6594849846354881,0.5828779915736437,0.0869152189052357,0.5789473684210527,0.6149700007594744,0.0579195180424887,0.568125,0.6476190476190476,0.1358604058827343,0.6176470588235294,0.716087187666135,0.2176386327002086,0.65625,0.6351618037135279,0.1014924874231685,0.6363636363636364,0.5138528138528138,0.1919443614217383,0.48,15.6,15.6,2.33238075793812,12,16.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,61,4,1.278688524590164
Post1_Post2_Pre,Post1,Post2,Pre,SVM_Linear,0.7278384687208217,0.1234733745282738,0.6778846153846153,0.8021005943898049,0.0549820897831828,0.7613779403346561,0.621042373767624,0.0555510022658552,0.6206896551724138,0.6405345471521942,0.0804354890803086,0.6129807692307692,0.6244285714285713,0.1139785156984259,0.6470588235294118,0.7235294117647058,0.2084711193725806,0.6875,0.6415565796210958,0.0799468074637197,0.6666666666666666,0.5575396825396826,0.1070399270429287,0.5384615384615384,11.6,11.6,5.571355310873648,4,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,47,4,1.2340425531914894
Post1_Post2_Pre,Post1,Post2,Pre,XGBoost,0.6799221910986617,0.1094931382182851,0.6622596153846154,0.7280804145880068,0.1202311046689954,0.7594676375197561,0.6073082152058793,0.0892185454496079,0.6206896551724138,0.6157819794584499,0.0719314379530685,0.6147836538461539,0.6300776397515528,0.1908562576083001,0.6515151515151515,0.6486274509803921,0.169973650625498,0.671875,0.6067424242424242,0.1438206048909007,0.6615384615384615,0.5829365079365079,0.1686409894442501,0.5576923076923077,10.4,10.4,5.4258639865002145,4,12.0,16,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,33,4,1.5757575757575757
Post1_Post2_Pre,Post1,Post2,Pre,LogisticRegression,0.6740919701213819,0.1978764963722248,0.6310096153846153,0.7757094843493879,0.1544397223339975,0.7171894049994153,0.6132759096051644,0.1577823923578169,0.5689655172413793,0.6226423902894491,0.1759429590907279,0.5697115384615384,0.6620855614973262,0.1874006471309834,0.6206896551724138,0.6294117647058823,0.2335227440150495,0.5625,0.614857294269059,0.1386078146340593,0.5901639344262295,0.6158730158730158,0.2381269820108641,0.5769230769230769,16.0,16.0,2.1908902300206643,12,16.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,49,4,1.6326530612244898
Post1_Post2_T2,Post1,Post2,T2,NaiveBayes,0.7353104575163397,0.0569725200619209,0.7064302884615385,0.738669989813624,0.171497935841686,0.7656049578048236,0.6040776551343848,0.087734827799558,0.6206896551724138,0.616704014939309,0.0870056155726932,0.6129807692307692,0.6308180708180707,0.2005184339765771,0.6470588235294118,0.6603921568627451,0.1545038318742341,0.6875,0.613030303030303,0.1386528388952085,0.6666666666666666,0.573015873015873,0.2474434664431694,0.5384615384615384,10.0,10.0,5.059644256269407,4,8.0,16,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,38,3,1.3157894736842106
Post1_Post2_T2,Post1,Post2,T2,XGBoost,0.7029761904761905,0.075144551835612,0.6577524038461537,0.7963894634098889,0.0354675765470903,0.7183021084249137,0.567717692022475,0.0943506977539918,0.5948275862068966,0.6064682539682539,0.05503991236239,0.5895432692307692,0.6117316017316017,0.179217349445401,0.6307692307692307,0.6799999999999999,0.2055829756122614,0.640625,0.5972934186556478,0.1104616395933508,0.6356589147286822,0.532936507936508,0.2033032206987515,0.5384615384615384,8.8,8.8,4.995998398718719,4,6.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,27,4,1.6296296296296295
Post1_Post2_T2,Post1,Post2,T2,RandomForest,0.6331644880174292,0.0743435928825576,0.6150841346153846,0.7376806300504946,0.0836147953317131,0.6968138925195995,0.6167688694941197,0.0490281267332453,0.6120689655172413,0.6187698412698412,0.0406938232817846,0.6105769230769231,0.6441904761904762,0.133672493808214,0.6557377049180327,0.6133333333333333,0.1880652827011883,0.625,0.5984247046983421,0.0948844450872187,0.64,0.6242063492063492,0.1688425613748502,0.5961538461538461,13.6,13.6,5.276362383309167,4,16.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Post2_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,52,3,1.3076923076923077
Post1_Pre_T2,Post1,Pre,T2,NaiveBayes,0.682120292561469,0.0740432566626414,0.6947115384615385,0.7015696195510753,0.1641612532838707,0.7444881509971175,0.6353745377104665,0.072020528815007,0.6379310344827587,0.5908870214752568,0.0718239889686438,0.6231971153846154,0.6011278195488722,0.1455726175789087,0.6447368421052632,0.6643137254901961,0.2504725253734145,0.765625,0.6154954954954956,0.1741468964867602,0.7,0.5174603174603174,0.2451160635407115,0.4807692307692308,11.6,11.6,6.374950980203691,4,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,3,1.380952380952381
Post1_Pre_T2,Post1,Pre,T2,SVM_Linear,0.6681473700591347,0.1191354538367305,0.6304086538461537,0.7155818415887569,0.1261994085400487,0.6718509085994214,0.544060351958016,0.1317788646612754,0.5775862068965517,0.5524276377217554,0.0843912402581659,0.5612980769230769,0.5544226579520697,0.1801726006459201,0.5974025974025974,0.692156862745098,0.1811577954894289,0.71875,0.5919164555774462,0.164062636797842,0.6524822695035462,0.4126984126984127,0.132708285498911,0.4038461538461538,9.6,9.6,3.878143885933063,4,8.0,14,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,31,4,1.5483870967741935
Post1_Pre_T2,Post1,Pre,T2,SVM_Linear,0.6640102707749767,0.1478468905506245,0.5793269230769231,0.7040327850252616,0.0685989165757291,0.6249390423715075,0.5473137294049419,0.0396122722506046,0.5517241379310345,0.5690849673202615,0.0629416685311873,0.5342548076923077,0.5739911448450348,0.1362008301625715,0.5769230769230769,0.7270588235294118,0.23733234840328,0.703125,0.5968137254901962,0.0888594482194777,0.6338028169014085,0.4111111111111111,0.249320063025743,0.3653846153846153,12.8,12.8,6.3999999999999995,4,18.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post1_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,44,3,1.4545454545454546
Post2_Pre_T2,Post2,Pre,T2,SVM_RBF,0.7353759820426488,0.1757874111246118,0.7065088757396449,0.8067359802726835,0.093531330779612,0.782677388978464,0.6497858652697361,0.1106518880021364,0.6410256410256411,0.6676010101010101,0.1347248989159746,0.6365384615384615,0.6737928737928737,0.1300393545562671,0.676923076923077,0.7174242424242424,0.1918866266895525,0.676923076923077,0.674328342851263,0.0917479513333665,0.676923076923077,0.6177777777777778,0.1723619504859139,0.5961538461538461,13.2,13.2,4.308131845707603,8,16.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,42,5,1.5714285714285714
Post2_Pre_T2,Post2,Pre,T2,NaiveBayes,0.685513468013468,0.1089625067903789,0.6576923076923077,0.7232332659013544,0.0904656124453624,0.737717075011856,0.6445363477621543,0.1309099923720934,0.6239316239316239,0.6098358585858585,0.1300486441957679,0.6096153846153847,0.6549080501765924,0.0958531089645459,0.64,0.7130050505050505,0.1820055502012248,0.7384615384615385,0.6719225219225219,0.1285158062796106,0.6857142857142857,0.5066666666666666,0.2808804499435549,0.4807692307692308,11.6,11.6,5.571355310873648,4,14.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,45,4,1.288888888888889
Post2_Pre_T2,Post2,Pre,T2,RandomForest,0.6805765993265993,0.1503271525712098,0.620414201183432,0.7712857710145492,0.1048567043357429,0.7233429692538447,0.5666574763348956,0.0716670804501999,0.5555555555555556,0.5746212121212121,0.1023539006335397,0.5480769230769231,0.5852259436469963,0.0660267699169597,0.5970149253731343,0.6603535353535352,0.2058859151326163,0.6153846153846154,0.5997997997997998,0.0796928827447267,0.6060606060606061,0.4888888888888889,0.1032795558988644,0.4807692307692308,12.8,12.8,4.833218389437829,4,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,42,3,1.5238095238095235
