Triple_Tag,Dataset_A,Dataset_B,Dataset_C,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1_Post2,ADC,Post1,Post2,SVM_Linear,0.7951587301587301,0.0799874013763215,0.7587301587301587,0.8343374787537441,0.1204902747151866,0.7888610417875377,0.7371848739495798,0.0865138192151381,0.7256637168141593,0.7360714285714286,0.0785666585051967,0.7147619047619047,0.7503908999497234,0.129306102812889,0.7285714285714285,0.8347619047619048,0.1135030519710916,0.8095238095238095,0.7757066935042463,0.079814081039864,0.7669172932330827,0.6373809523809524,0.172223026843267,0.62,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,3,1.7272727272727273
ADC_Post1_Post2,ADC,Post1,Post2,LogisticRegression,0.7925793650793651,0.0746326773815047,0.7885714285714286,0.8379234296875827,0.1246095867987677,0.841708478469847,0.7075210084033613,0.1406611270125244,0.6902654867256637,0.7035714285714286,0.144135374904344,0.6892063492063492,0.7605128205128204,0.159746676514606,0.7333333333333333,0.7304761904761904,0.1558642870862792,0.6984126984126984,0.7309118130010624,0.1392598274176668,0.7154471544715447,0.6766666666666666,0.2341889076033373,0.68,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,3,1.7272727272727273
ADC_Post1_Post2,ADC,Post1,Post2,SVM_RBF,0.7886507936507936,0.0656410142849865,0.7603174603174603,0.8294065938008227,0.1139201706934269,0.8114057086737088,0.7182773109243696,0.0741343661472232,0.7079646017699115,0.718015873015873,0.058945123537179,0.6988888888888889,0.735406162464986,0.1102852879841252,0.7205882352941176,0.8069841269841269,0.1278959327520327,0.7777777777777778,0.7544511145237098,0.075713470761232,0.7480916030534351,0.6290476190476191,0.1429079274811634,0.62,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,3,1.7272727272727273
ADC_Post1_Post2,ADC,Post1,Post2,NaiveBayes,0.7864285714285714,0.053635998711432,0.72,0.8313475418760955,0.0519690006097726,0.7548024412830032,0.6928011204481793,0.0718958516727358,0.6814159292035398,0.6870238095238095,0.0888753887140461,0.6812698412698412,0.7719444444444445,0.1510927276399463,0.7288135593220338,0.7157142857142856,0.2036962549314951,0.6825396825396826,0.704940148087207,0.1014913775941672,0.7049180327868853,0.6583333333333333,0.2962731472438529,0.68,7.6,7.6,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.3103448275862069
ADC_Post1_Post2,ADC,Post1,Post2,LogisticRegression,0.7773015873015873,0.073696961446726,0.7565079365079365,0.8283830077799191,0.0871250274183597,0.80910013080489,0.6828011204481792,0.0736548429956348,0.672566371681416,0.6887698412698413,0.073027474923664,0.6774603174603174,0.7566239316239316,0.1181421057992677,0.7407407407407407,0.6606349206349206,0.1139518934182554,0.6349206349206349,0.6919786096256685,0.0816022782320479,0.6837606837606838,0.7169047619047618,0.1507133453668099,0.72,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.368421052631579
ADC_Post1_Post2,ADC,Post1,Post2,SVM_RBF,0.7743253968253968,0.0740669686690404,0.7507936507936508,0.8331580108658466,0.0942524392084998,0.8130988296916959,0.723375350140056,0.1194615509289509,0.7079646017699115,0.7389285714285714,0.0970541469109005,0.7030158730158731,0.7808239962651727,0.1846598526051633,0.734375,0.7814285714285714,0.1729005003416489,0.746031746031746,0.7479446479446479,0.122411189700222,0.7401574803149606,0.6964285714285714,0.2248708372022399,0.66,7.6,7.6,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.3103448275862069
ADC_Post1_Post2,ADC,Post1,Post2,RandomForest,0.7717857142857143,0.0484992071219602,0.7371428571428571,0.8075322521007567,0.1088498778104811,0.7468241767456385,0.7037535014005603,0.071815241097517,0.6991150442477876,0.724920634920635,0.0648939480213364,0.6971428571428572,0.7579267791032496,0.1090797604110692,0.7377049180327869,0.7531746031746032,0.1740322556353037,0.7142857142857143,0.731833568595819,0.0606711791453811,0.7258064516129032,0.6966666666666665,0.1301281419729542,0.68,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.368421052631579
ADC_Post1_Post2,ADC,Post1,Post2,SVM_Linear,0.7717857142857143,0.0922728189482366,0.7317460317460316,0.8303098293571761,0.0933075897541317,0.7812346512750787,0.6715126050420167,0.0601942209822225,0.6637168141592921,0.6750396825396826,0.0595011067816292,0.650952380952381,0.6928751803751804,0.114354842891426,0.676056338028169,0.7960317460317461,0.1485124017868707,0.7619047619047619,0.7219047619047619,0.0624953513010396,0.7164179104477612,0.5540476190476191,0.1435728105437713,0.54,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.368421052631579
ADC_Post1_Post2,ADC,Post1,Post2,GradientBoosting,0.7660714285714285,0.0565745549881644,0.7314285714285715,0.8275379790068366,0.0914633675350427,0.8011849239487139,0.6832773109243696,0.0798107790539654,0.672566371681416,0.6986507936507937,0.074779258593189,0.6671428571428571,0.7316666666666667,0.1418283391208463,0.703125,0.7506349206349207,0.1453021803276251,0.7142857142857143,0.7178716020821284,0.0774333497442541,0.7086614173228346,0.6466666666666667,0.1730125236314797,0.62,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.368421052631579
ADC_Post1_Post2,ADC,Post1,Post2,KNN,0.7648809523809523,0.0880474988624519,0.7142857142857143,0.7706643684546161,0.1595390098737304,0.7324177000403131,0.655280112044818,0.1199826323194883,0.6371681415929203,0.6674206349206349,0.1079705245183935,0.6292063492063492,0.7048265460030165,0.1406386619812525,0.6666666666666666,0.7450793650793651,0.1898895728749246,0.6984126984126984,0.6961320926838168,0.1213028165111601,0.6821705426356589,0.5897619047619047,0.2086583858738125,0.56,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,3,1.7272727272727273
