Metric,Value
ROC-AUC,0.7442908653846153
PR-AUC,0.7815983708857402
Balanced Acc.,0.6802884615384616
Sensitivity,0.6875
Specificity,0.6730769230769231
PPV,0.7213114754098361
NPV,0.6363636363636364
Kappa,0.35863717872086076
