Experiment_ID,FS_METHOD,Best_Model_No_SMOTE,Best_Model_SMOTE,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE,Dataset
corr_mrmr_auto_k,corr_mrmr,LogisticRegression,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7476682178356819,0.7319497550119559,-0.01571846282372602,0.0258476812524649,0.0322039837859944,0.0063563025335294995,0.7031249999999999,0.6959375,-0.007187499999999902,0.801916945770375,0.7959089707445981,-0.006007975025776879,0.7643530765409321,0.7577951630439883,-0.00655791349694379,0.6892703349282296,0.688977937267411,-0.00029239766081867735,0.6725,0.6681250000000001,-0.004374999999999907,0.6692650486768134,0.6807552447552447,0.01149019607843138,0.6779661016949152,0.6885245901639344,0.01055848846901919,0.7174242424242425,0.6840909090909091,-0.03333333333333344,0.72,0.68,-0.039999999999999925,12.0,12.0,0.0,36,36,0,ADC_M1
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7280579778187433,0.760117545930943,0.03205956811219979,0.0409438131181458,0.0597821534628532,0.018838340344707397,0.6682812499999999,0.7264062499999999,0.05812499999999998,0.7449253760836461,0.8170835685540055,0.07215819247035948,0.6994266065318107,0.7662347457752754,0.06680813924346474,0.680983519404572,0.685038353459406,0.004054834054833978,0.6659375000000001,0.6637500000000001,-0.002187500000000009,0.6875244968608814,0.700552995391705,0.013028498530823662,0.6935483870967742,0.6984126984126984,0.00486431131592413,0.6606060606060606,0.6367965367965367,-0.023809523809523947,0.66,0.64,-0.020000000000000018,13.2,13.2,0.0,27,27,0,ADC_M1
mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7615227462595884,0.7641100685598292,0.002587322300240835,0.0720935705743265,0.0801971311881608,0.008103560613834299,0.7150000000000001,0.6912499999999999,-0.02375000000000016,0.8155175810177987,0.7985308324026308,-0.016986748615167913,0.7583947247864167,0.7204339314980122,-0.037960793288404515,0.7135951621477937,0.6926427811954128,-0.020952380952380945,0.698125,0.6825,-0.015625,0.6862604540023896,0.670807453416149,-0.01545300058624055,0.7058823529411765,0.6837606837606838,-0.022121669180492742,0.7522727272727272,0.7418831168831169,-0.010389610389610282,0.74,0.74,0.0,8.8,8.8,0.0,29,29,0,ADC_M1
