Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,Balanced_Accuracy,Youden_Index,TP,FP,TN,FN
0.01,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.02,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.03,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.04,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.05,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.060000000000000005,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.06999999999999999,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.08,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.09,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.09999999999999999,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.11,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.12,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.13,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.14,0.984375,0.02,0.5625,0.5,0.5614035087719298,0.5021875,0.004375000000000018,63,49,1,1
0.15000000000000002,0.984375,0.04,0.5675675675675675,0.6666666666666666,0.5701754385964912,0.5121875,0.024375000000000036,63,48,2,1
0.16,0.96875,0.04,0.5636363636363636,0.5,0.5614035087719298,0.504375,0.008750000000000036,62,48,2,2
0.17,0.96875,0.04,0.5636363636363636,0.5,0.5614035087719298,0.504375,0.008750000000000036,62,48,2,2
0.18000000000000002,0.96875,0.04,0.5636363636363636,0.5,0.5614035087719298,0.504375,0.008750000000000036,62,48,2,2
0.19,0.953125,0.08,0.5700934579439252,0.5714285714285714,0.5701754385964912,0.5165625,0.03312500000000007,61,46,4,3
0.2,0.953125,0.08,0.5700934579439252,0.5714285714285714,0.5701754385964912,0.5165625,0.03312500000000007,61,46,4,3
0.21000000000000002,0.953125,0.1,0.5754716981132075,0.625,0.5789473684210527,0.5265625,0.05312500000000009,61,45,5,3
0.22,0.9375,0.12,0.5769230769230769,0.6,0.5789473684210527,0.52875,0.05750000000000011,60,44,6,4
0.23,0.9375,0.12,0.5769230769230769,0.6,0.5789473684210527,0.52875,0.05750000000000011,60,44,6,4
0.24000000000000002,0.921875,0.12,0.5728155339805825,0.5454545454545454,0.5701754385964912,0.5209375,0.04187500000000011,59,44,6,5
0.25,0.921875,0.16,0.5841584158415841,0.6153846153846154,0.5877192982456141,0.5409375,0.08187499999999992,59,42,8,5
0.26,0.90625,0.16,0.58,0.5714285714285714,0.5789473684210527,0.533125,0.06624999999999992,58,42,8,6
0.27,0.90625,0.16,0.58,0.5714285714285714,0.5789473684210527,0.533125,0.06624999999999992,58,42,8,6
0.28,0.90625,0.16,0.58,0.5714285714285714,0.5789473684210527,0.533125,0.06624999999999992,58,42,8,6
0.29000000000000004,0.890625,0.18,0.5816326530612245,0.5625,0.5789473684210527,0.5353125,0.07062499999999994,57,41,9,7
0.3,0.875,0.18,0.5773195876288659,0.5294117647058824,0.5701754385964912,0.5275,0.05499999999999994,56,41,9,8
0.31,0.859375,0.22,0.5851063829787234,0.55,0.5789473684210527,0.5396875,0.07937499999999997,55,39,11,9
0.32,0.84375,0.22,0.5806451612903226,0.5238095238095238,0.5701754385964912,0.531875,0.06374999999999997,54,39,11,10
0.33,0.84375,0.26,0.5934065934065934,0.5652173913043478,0.5877192982456141,0.551875,0.10375000000000001,54,37,13,10
0.34,0.84375,0.32,0.6136363636363636,0.6153846153846154,0.6140350877192983,0.581875,0.16375000000000006,54,34,16,10
0.35000000000000003,0.8125,0.36,0.6190476190476191,0.6,0.6140350877192983,0.5862499999999999,0.17249999999999988,52,32,18,12
0.36000000000000004,0.796875,0.38,0.6219512195121951,0.59375,0.6140350877192983,0.5884375,0.1768749999999999,51,31,19,13
0.37,0.796875,0.4,0.6296296296296297,0.6060606060606061,0.6228070175438597,0.5984375,0.1968749999999999,51,30,20,13
0.38,0.796875,0.42,0.6375,0.6176470588235294,0.631578947368421,0.6084375,0.21687499999999993,51,29,21,13
0.39,0.78125,0.44,0.6410256410256411,0.6111111111111112,0.631578947368421,0.610625,0.22124999999999995,50,28,22,14
0.4,0.765625,0.48,0.6533333333333333,0.6153846153846154,0.6403508771929824,0.6228125,0.24562499999999998,49,26,24,15
0.41000000000000003,0.765625,0.54,0.6805555555555556,0.6428571428571429,0.6666666666666666,0.6528125,0.30562500000000004,49,23,27,15
0.42000000000000004,0.765625,0.58,0.7,0.6590909090909091,0.6842105263157895,0.6728125,0.34562500000000007,49,21,29,15
0.43,0.734375,0.6,0.7014925373134329,0.6382978723404256,0.6754385964912281,0.6671875,0.3343750000000001,47,20,30,17
0.44,0.703125,0.64,0.7142857142857143,0.6274509803921569,0.6754385964912281,0.6715625000000001,0.3431250000000001,45,18,32,19
0.45,0.6875,0.7,0.7457627118644068,0.6363636363636364,0.6929824561403509,0.69375,0.38749999999999996,44,15,35,20
