Curve,FPR,TPR,AUC
Positive_Class,0.0,0.0,0.6912499999999999
Positive_Class,0.02,0.0,0.6912499999999999
Positive_Class,0.02,0.046875,0.6912499999999999
Positive_Class,0.04,0.046875,0.6912499999999999
Positive_Class,0.04,0.09375,0.6912499999999999
Positive_Class,0.06,0.09375,0.6912499999999999
Positive_Class,0.06,0.28125,0.6912499999999999
Positive_Class,0.08,0.28125,0.6912499999999999
Positive_Class,0.08,0.359375,0.6912499999999999
Positive_Class,0.1,0.359375,0.6912499999999999
Positive_Class,0.1,0.390625,0.6912499999999999
Positive_Class,0.12,0.390625,0.6912499999999999
Positive_Class,0.12,0.40625,0.6912499999999999
Positive_Class,0.18,0.40625,0.6912499999999999
Positive_Class,0.18,0.4375,0.6912499999999999
Positive_Class,0.22,0.4375,0.6912499999999999
Positive_Class,0.22,0.46875,0.6912499999999999
Positive_Class,0.24,0.46875,0.6912499999999999
Positive_Class,0.24,0.578125,0.6912499999999999
Positive_Class,0.26,0.578125,0.6912499999999999
Positive_Class,0.26,0.65625,0.6912499999999999
Positive_Class,0.3,0.65625,0.6912499999999999
Positive_Class,0.3,0.6875,0.6912499999999999
Positive_Class,0.34,0.6875,0.6912499999999999
Positive_Class,0.34,0.703125,0.6912499999999999
Positive_Class,0.4,0.703125,0.6912499999999999
Positive_Class,0.4,0.734375,0.6912499999999999
Positive_Class,0.42,0.734375,0.6912499999999999
Positive_Class,0.42,0.765625,0.6912499999999999
Positive_Class,0.56,0.765625,0.6912499999999999
Positive_Class,0.56,0.78125,0.6912499999999999
Positive_Class,0.58,0.78125,0.6912499999999999
Positive_Class,0.58,0.796875,0.6912499999999999
Positive_Class,0.62,0.796875,0.6912499999999999
Positive_Class,0.62,0.8125,0.6912499999999999
Positive_Class,0.64,0.8125,0.6912499999999999
Positive_Class,0.64,0.828125,0.6912499999999999
Positive_Class,0.66,0.828125,0.6912499999999999
Positive_Class,0.66,0.84375,0.6912499999999999
Positive_Class,0.78,0.84375,0.6912499999999999
Positive_Class,0.78,0.859375,0.6912499999999999
Positive_Class,0.8,0.859375,0.6912499999999999
Positive_Class,0.8,0.875,0.6912499999999999
Positive_Class,0.82,0.875,0.6912499999999999
Positive_Class,0.82,0.90625,0.6912499999999999
Positive_Class,0.84,0.90625,0.6912499999999999
Positive_Class,0.84,0.921875,0.6912499999999999
Positive_Class,0.88,0.921875,0.6912499999999999
Positive_Class,0.88,0.953125,0.6912499999999999
Positive_Class,0.96,0.953125,0.6912499999999999
Positive_Class,0.96,0.984375,0.6912499999999999
Positive_Class,0.98,0.984375,0.6912499999999999
Positive_Class,0.98,1.0,0.6912499999999999
Positive_Class,1.0,1.0,0.6912499999999999
Macro_Average_OvR,0.0,0.01,0.6912499999999999
Macro_Average_OvR,0.015625,0.02,0.6912499999999999
Macro_Average_OvR,0.02,0.043437500000000004,0.6912499999999999
Macro_Average_OvR,0.04,0.066875,0.6912499999999999
Macro_Average_OvR,0.046875,0.106875,0.6912499999999999
Macro_Average_OvR,0.06,0.200625,0.6912499999999999
Macro_Average_OvR,0.078125,0.22062500000000002,0.6912499999999999
Macro_Average_OvR,0.08,0.2596875,0.6912499999999999
Macro_Average_OvR,0.09375,0.26968749999999997,0.6912499999999999
Macro_Average_OvR,0.1,0.28531249999999997,0.6912499999999999
Macro_Average_OvR,0.12,0.29312499999999997,0.6912499999999999
Macro_Average_OvR,0.125,0.303125,0.6912499999999999
Macro_Average_OvR,0.140625,0.313125,0.6912499999999999
Macro_Average_OvR,0.15625,0.37312500000000004,0.6912499999999999
Macro_Average_OvR,0.171875,0.383125,0.6912499999999999
Macro_Average_OvR,0.18,0.39875,0.6912499999999999
Macro_Average_OvR,0.1875,0.40875,0.6912499999999999
Macro_Average_OvR,0.203125,0.42874999999999996,0.6912499999999999
Macro_Average_OvR,0.21875,0.43875,0.6912499999999999
Macro_Average_OvR,0.22,0.454375,0.6912499999999999
Macro_Average_OvR,0.234375,0.524375,0.6912499999999999
Macro_Average_OvR,0.24,0.5790625,0.6912499999999999
Macro_Average_OvR,0.26,0.618125,0.6912499999999999
Macro_Average_OvR,0.265625,0.628125,0.6912499999999999
Macro_Average_OvR,0.296875,0.6581250000000001,0.6912499999999999
Macro_Average_OvR,0.3,0.6737500000000001,0.6912499999999999
Macro_Average_OvR,0.3125,0.69375,0.6912499999999999
Macro_Average_OvR,0.34,0.7015625,0.6912499999999999
Macro_Average_OvR,0.34375,0.7215625,0.6912499999999999
Macro_Average_OvR,0.4,0.7371875,0.6912499999999999
Macro_Average_OvR,0.42,0.7528125,0.6912499999999999
Macro_Average_OvR,0.421875,0.7628125,0.6912499999999999
Macro_Average_OvR,0.53125,0.7728125,0.6912499999999999
Macro_Average_OvR,0.56,0.780625,0.6912499999999999
Macro_Average_OvR,0.5625,0.8006249999999999,0.6912499999999999
Macro_Average_OvR,0.58,0.8084374999999999,0.6912499999999999
Macro_Average_OvR,0.59375,0.8384375,0.6912499999999999
Macro_Average_OvR,0.609375,0.8484375,0.6912499999999999
Macro_Average_OvR,0.62,0.85625,0.6912499999999999
Macro_Average_OvR,0.64,0.8640625,0.6912499999999999
Macro_Average_OvR,0.640625,0.8740625,0.6912499999999999
Macro_Average_OvR,0.66,0.881875,0.6912499999999999
Macro_Average_OvR,0.71875,0.891875,0.6912499999999999
Macro_Average_OvR,0.78,0.8996875,0.6912499999999999
Macro_Average_OvR,0.8,0.9075,0.6912499999999999
Macro_Average_OvR,0.82,0.923125,0.6912499999999999
Macro_Average_OvR,0.84,0.9309375,0.6912499999999999
Macro_Average_OvR,0.88,0.9465625,0.6912499999999999
Macro_Average_OvR,0.90625,0.9565625,0.6912499999999999
Macro_Average_OvR,0.953125,0.9665625,0.6912499999999999
Macro_Average_OvR,0.96,0.9821875,0.6912499999999999
Macro_Average_OvR,0.98,0.99,0.6912499999999999
Macro_Average_OvR,1.0,1.0,0.6912499999999999
Micro_Average_OvR,0.0,0.0,0.6867497691597414
Micro_Average_OvR,0.008771929824561403,0.0,0.6867497691597414
Micro_Average_OvR,0.008771929824561403,0.03508771929824561,0.6867497691597414
Micro_Average_OvR,0.02631578947368421,0.03508771929824561,0.6867497691597414
Micro_Average_OvR,0.02631578947368421,0.043859649122807015,0.6867497691597414
Micro_Average_OvR,0.03508771929824561,0.043859649122807015,0.6867497691597414
Micro_Average_OvR,0.03508771929824561,0.07017543859649122,0.6867497691597414
Micro_Average_OvR,0.043859649122807015,0.07017543859649122,0.6867497691597414
Micro_Average_OvR,0.043859649122807015,0.10526315789473684,0.6867497691597414
Micro_Average_OvR,0.06140350877192982,0.10526315789473684,0.6867497691597414
Micro_Average_OvR,0.06140350877192982,0.11403508771929824,0.6867497691597414
Micro_Average_OvR,0.07017543859649122,0.11403508771929824,0.6867497691597414
Micro_Average_OvR,0.07017543859649122,0.14035087719298245,0.6867497691597414
Micro_Average_OvR,0.07894736842105263,0.14035087719298245,0.6867497691597414
Micro_Average_OvR,0.07894736842105263,0.20175438596491227,0.6867497691597414
Micro_Average_OvR,0.08771929824561403,0.20175438596491227,0.6867497691597414
Micro_Average_OvR,0.08771929824561403,0.21052631578947367,0.6867497691597414
Micro_Average_OvR,0.09649122807017543,0.21052631578947367,0.6867497691597414
Micro_Average_OvR,0.09649122807017543,0.22807017543859648,0.6867497691597414
Micro_Average_OvR,0.10526315789473684,0.22807017543859648,0.6867497691597414
Micro_Average_OvR,0.10526315789473684,0.23684210526315788,0.6867497691597414
Micro_Average_OvR,0.11403508771929824,0.23684210526315788,0.6867497691597414
Micro_Average_OvR,0.11403508771929824,0.2807017543859649,0.6867497691597414
Micro_Average_OvR,0.12280701754385964,0.2807017543859649,0.6867497691597414
Micro_Average_OvR,0.12280701754385964,0.3157894736842105,0.6867497691597414
Micro_Average_OvR,0.13157894736842105,0.3157894736842105,0.6867497691597414
Micro_Average_OvR,0.13157894736842105,0.32456140350877194,0.6867497691597414
Micro_Average_OvR,0.14035087719298245,0.32456140350877194,0.6867497691597414
Micro_Average_OvR,0.14035087719298245,0.34210526315789475,0.6867497691597414
Micro_Average_OvR,0.14912280701754385,0.34210526315789475,0.6867497691597414
Micro_Average_OvR,0.14912280701754385,0.37719298245614036,0.6867497691597414
Micro_Average_OvR,0.15789473684210525,0.37719298245614036,0.6867497691597414
Micro_Average_OvR,0.15789473684210525,0.39473684210526316,0.6867497691597414
Micro_Average_OvR,0.16666666666666666,0.39473684210526316,0.6867497691597414
Micro_Average_OvR,0.16666666666666666,0.40350877192982454,0.6867497691597414
Micro_Average_OvR,0.17543859649122806,0.40350877192982454,0.6867497691597414
Micro_Average_OvR,0.17543859649122806,0.4298245614035088,0.6867497691597414
Micro_Average_OvR,0.18421052631578946,0.4298245614035088,0.6867497691597414
Micro_Average_OvR,0.18421052631578946,0.4824561403508772,0.6867497691597414
Micro_Average_OvR,0.21052631578947367,0.4824561403508772,0.6867497691597414
Micro_Average_OvR,0.21052631578947367,0.49122807017543857,0.6867497691597414
Micro_Average_OvR,0.22807017543859648,0.49122807017543857,0.6867497691597414
Micro_Average_OvR,0.22807017543859648,0.5,0.6867497691597414
Micro_Average_OvR,0.24561403508771928,0.5,0.6867497691597414
Micro_Average_OvR,0.24561403508771928,0.5175438596491229,0.6867497691597414
Micro_Average_OvR,0.2543859649122807,0.5175438596491229,0.6867497691597414
Micro_Average_OvR,0.2543859649122807,0.5263157894736842,0.6867497691597414
Micro_Average_OvR,0.2631578947368421,0.5263157894736842,0.6867497691597414
Micro_Average_OvR,0.2631578947368421,0.5350877192982456,0.6867497691597414
Micro_Average_OvR,0.2719298245614035,0.5350877192982456,0.6867497691597414
Micro_Average_OvR,0.2719298245614035,0.5614035087719298,0.6867497691597414
Micro_Average_OvR,0.2807017543859649,0.5614035087719298,0.6867497691597414
Micro_Average_OvR,0.2807017543859649,0.6052631578947368,0.6867497691597414
Micro_Average_OvR,0.2894736842105263,0.6052631578947368,0.6867497691597414
Micro_Average_OvR,0.2894736842105263,0.6140350877192983,0.6867497691597414
Micro_Average_OvR,0.2982456140350877,0.6140350877192983,0.6867497691597414
Micro_Average_OvR,0.2982456140350877,0.631578947368421,0.6867497691597414
Micro_Average_OvR,0.30701754385964913,0.631578947368421,0.6867497691597414
Micro_Average_OvR,0.30701754385964913,0.6578947368421053,0.6867497691597414
Micro_Average_OvR,0.3157894736842105,0.6578947368421053,0.6867497691597414
Micro_Average_OvR,0.3157894736842105,0.6666666666666666,0.6867497691597414
Micro_Average_OvR,0.32456140350877194,0.6666666666666666,0.6867497691597414
Micro_Average_OvR,0.32456140350877194,0.6754385964912281,0.6867497691597414
Micro_Average_OvR,0.3333333333333333,0.6754385964912281,0.6867497691597414
Micro_Average_OvR,0.3333333333333333,0.6842105263157895,0.6867497691597414
Micro_Average_OvR,0.34210526315789475,0.6842105263157895,0.6867497691597414
Micro_Average_OvR,0.34210526315789475,0.6929824561403509,0.6867497691597414
Micro_Average_OvR,0.3684210526315789,0.6929824561403509,0.6867497691597414
Micro_Average_OvR,0.3684210526315789,0.7017543859649122,0.6867497691597414
Micro_Average_OvR,0.38596491228070173,0.7017543859649122,0.6867497691597414
Micro_Average_OvR,0.38596491228070173,0.7105263157894737,0.6867497691597414
Micro_Average_OvR,0.39473684210526316,0.7105263157894737,0.6867497691597414
Micro_Average_OvR,0.39473684210526316,0.7192982456140351,0.6867497691597414
Micro_Average_OvR,0.43859649122807015,0.7192982456140351,0.6867497691597414
Micro_Average_OvR,0.43859649122807015,0.7280701754385965,0.6867497691597414
Micro_Average_OvR,0.4649122807017544,0.7280701754385965,0.6867497691597414
Micro_Average_OvR,0.4649122807017544,0.7368421052631579,0.6867497691597414
Micro_Average_OvR,0.47368421052631576,0.7368421052631579,0.6867497691597414
Micro_Average_OvR,0.47368421052631576,0.7456140350877193,0.6867497691597414
Micro_Average_OvR,0.4824561403508772,0.7456140350877193,0.6867497691597414
Micro_Average_OvR,0.4824561403508772,0.7543859649122807,0.6867497691597414
Micro_Average_OvR,0.5,0.7543859649122807,0.6867497691597414
Micro_Average_OvR,0.5,0.7719298245614035,0.6867497691597414
Micro_Average_OvR,0.5087719298245614,0.7719298245614035,0.6867497691597414
Micro_Average_OvR,0.5087719298245614,0.7894736842105263,0.6867497691597414
Micro_Average_OvR,0.5175438596491229,0.7894736842105263,0.6867497691597414
Micro_Average_OvR,0.5175438596491229,0.8157894736842105,0.6867497691597414
Micro_Average_OvR,0.5701754385964912,0.8157894736842105,0.6867497691597414
Micro_Average_OvR,0.5701754385964912,0.8245614035087719,0.6867497691597414
Micro_Average_OvR,0.5964912280701754,0.8245614035087719,0.6867497691597414
Micro_Average_OvR,0.5964912280701754,0.8333333333333334,0.6867497691597414
Micro_Average_OvR,0.6052631578947368,0.8333333333333334,0.6867497691597414
Micro_Average_OvR,0.6052631578947368,0.8421052631578947,0.6867497691597414
Micro_Average_OvR,0.6228070175438597,0.8421052631578947,0.6867497691597414
Micro_Average_OvR,0.6228070175438597,0.8508771929824561,0.6867497691597414
Micro_Average_OvR,0.6578947368421053,0.8508771929824561,0.6867497691597414
Micro_Average_OvR,0.6578947368421053,0.8596491228070176,0.6867497691597414
Micro_Average_OvR,0.6754385964912281,0.8596491228070176,0.6867497691597414
Micro_Average_OvR,0.6754385964912281,0.868421052631579,0.6867497691597414
Micro_Average_OvR,0.6842105263157895,0.868421052631579,0.6867497691597414
Micro_Average_OvR,0.6842105263157895,0.8771929824561403,0.6867497691597414
Micro_Average_OvR,0.7192982456140351,0.8771929824561403,0.6867497691597414
Micro_Average_OvR,0.7192982456140351,0.8859649122807017,0.6867497691597414
Micro_Average_OvR,0.7631578947368421,0.8859649122807017,0.6867497691597414
Micro_Average_OvR,0.7631578947368421,0.8947368421052632,0.6867497691597414
Micro_Average_OvR,0.7719298245614035,0.8947368421052632,0.6867497691597414
Micro_Average_OvR,0.7719298245614035,0.9035087719298246,0.6867497691597414
Micro_Average_OvR,0.7894736842105263,0.9035087719298246,0.6867497691597414
Micro_Average_OvR,0.7894736842105263,0.9122807017543859,0.6867497691597414
Micro_Average_OvR,0.7982456140350878,0.9122807017543859,0.6867497691597414
Micro_Average_OvR,0.7982456140350878,0.9210526315789473,0.6867497691597414
Micro_Average_OvR,0.8596491228070176,0.9210526315789473,0.6867497691597414
Micro_Average_OvR,0.8596491228070176,0.9298245614035088,0.6867497691597414
Micro_Average_OvR,0.8859649122807017,0.9298245614035088,0.6867497691597414
Micro_Average_OvR,0.8859649122807017,0.9385964912280702,0.6867497691597414
Micro_Average_OvR,0.8947368421052632,0.9385964912280702,0.6867497691597414
Micro_Average_OvR,0.8947368421052632,0.956140350877193,0.6867497691597414
Micro_Average_OvR,0.9298245614035088,0.956140350877193,0.6867497691597414
Micro_Average_OvR,0.9298245614035088,0.9649122807017544,0.6867497691597414
Micro_Average_OvR,0.956140350877193,0.9649122807017544,0.6867497691597414
Micro_Average_OvR,0.956140350877193,0.9736842105263158,0.6867497691597414
Micro_Average_OvR,0.9649122807017544,0.9736842105263158,0.6867497691597414
Micro_Average_OvR,0.9649122807017544,0.9912280701754386,0.6867497691597414
Micro_Average_OvR,1.0,0.9912280701754386,0.6867497691597414
Micro_Average_OvR,1.0,1.0,0.6867497691597414
