Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,Balanced_Accuracy,Youden_Index,TP,FP,TN,FN
0.01,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.02,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.03,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.04,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.05,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.060000000000000005,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.06999999999999999,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.08,1.0,0.0,0.5614035087719298,,0.5614035087719298,0.5,0.0,64,50,0,0
0.09,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.09999999999999999,1.0,0.02,0.5663716814159292,1.0,0.5701754385964912,0.51,0.020000000000000018,64,49,1,0
0.11,0.984375,0.02,0.5625,0.5,0.5614035087719298,0.5021875,0.004375000000000018,63,49,1,1
0.12,0.984375,0.02,0.5625,0.5,0.5614035087719298,0.5021875,0.004375000000000018,63,49,1,1
0.13,0.96875,0.06,0.5688073394495413,0.6,0.5701754385964912,0.514375,0.028750000000000053,62,47,3,2
0.14,0.96875,0.06,0.5688073394495413,0.6,0.5701754385964912,0.514375,0.028750000000000053,62,47,3,2
0.15000000000000002,0.96875,0.06,0.5688073394495413,0.6,0.5701754385964912,0.514375,0.028750000000000053,62,47,3,2
0.16,0.96875,0.08,0.5740740740740741,0.6666666666666666,0.5789473684210527,0.524375,0.04875000000000007,62,46,4,2
0.17,0.953125,0.1,0.5754716981132075,0.625,0.5789473684210527,0.5265625,0.05312500000000009,61,45,5,3
0.18000000000000002,0.953125,0.1,0.5754716981132075,0.625,0.5789473684210527,0.5265625,0.05312500000000009,61,45,5,3
0.19,0.953125,0.1,0.5754716981132075,0.625,0.5789473684210527,0.5265625,0.05312500000000009,61,45,5,3
0.2,0.921875,0.1,0.5673076923076923,0.5,0.5614035087719298,0.5109375,0.02187500000000009,59,45,5,5
0.21000000000000002,0.921875,0.1,0.5673076923076923,0.5,0.5614035087719298,0.5109375,0.02187500000000009,59,45,5,5
0.22,0.90625,0.1,0.5631067961165048,0.45454545454545453,0.5526315789473685,0.503125,0.006250000000000089,58,45,5,6
0.23,0.90625,0.14,0.5742574257425742,0.5384615384615384,0.5701754385964912,0.5231250000000001,0.046250000000000124,58,43,7,6
0.24000000000000002,0.90625,0.18,0.5858585858585859,0.6,0.5877192982456141,0.543125,0.08624999999999994,58,41,9,6
0.25,0.90625,0.2,0.5918367346938775,0.625,0.5964912280701754,0.553125,0.10624999999999996,58,40,10,6
0.26,0.90625,0.2,0.5918367346938775,0.625,0.5964912280701754,0.553125,0.10624999999999996,58,40,10,6
0.27,0.90625,0.2,0.5918367346938775,0.625,0.5964912280701754,0.553125,0.10624999999999996,58,40,10,6
0.28,0.90625,0.22,0.5979381443298969,0.6470588235294118,0.6052631578947368,0.563125,0.12624999999999997,58,39,11,6
0.29000000000000004,0.90625,0.22,0.5979381443298969,0.6470588235294118,0.6052631578947368,0.563125,0.12624999999999997,58,39,11,6
0.3,0.890625,0.22,0.59375,0.6111111111111112,0.5964912280701754,0.5553125,0.11062499999999997,57,39,11,7
0.31,0.859375,0.26,0.5978260869565217,0.5909090909090909,0.5964912280701754,0.5596875,0.11937500000000001,55,37,13,9
0.32,0.859375,0.28,0.6043956043956044,0.6086956521739131,0.6052631578947368,0.5696875,0.13937500000000003,55,36,14,9
0.33,0.859375,0.28,0.6043956043956044,0.6086956521739131,0.6052631578947368,0.5696875,0.13937500000000003,55,36,14,9
0.34,0.859375,0.32,0.6179775280898876,0.64,0.6228070175438597,0.5896875,0.17937500000000006,55,34,16,9
0.35000000000000003,0.859375,0.36,0.632183908045977,0.6666666666666666,0.6403508771929824,0.6096874999999999,0.21937499999999988,55,32,18,9
0.36000000000000004,0.859375,0.4,0.6470588235294118,0.6896551724137931,0.6578947368421053,0.6296875,0.2593749999999999,55,30,20,9
0.37,0.859375,0.44,0.6626506024096386,0.7096774193548387,0.6754385964912281,0.6496875,0.29937499999999995,55,28,22,9
0.38,0.84375,0.5,0.6835443037974683,0.7142857142857143,0.6929824561403509,0.671875,0.34375,54,25,25,10
0.39,0.828125,0.54,0.6973684210526315,0.7105263157894737,0.7017543859649122,0.6840625,0.36812500000000004,53,23,27,11
0.4,0.8125,0.54,0.6933333333333334,0.6923076923076923,0.6929824561403509,0.67625,0.35250000000000004,52,23,27,12
0.41000000000000003,0.8125,0.6,0.7222222222222222,0.7142857142857143,0.7192982456140351,0.70625,0.4125000000000001,52,20,30,12
0.42000000000000004,0.796875,0.6,0.7183098591549296,0.6976744186046512,0.7105263157894737,0.6984375,0.3968750000000001,51,20,30,13
0.43,0.78125,0.62,0.7246376811594203,0.6888888888888889,0.7105263157894737,0.700625,0.4012500000000001,50,19,31,14
0.44,0.75,0.64,0.7272727272727273,0.6666666666666666,0.7017543859649122,0.6950000000000001,0.3900000000000001,48,18,32,16
0.45,0.734375,0.66,0.734375,0.66,0.7017543859649122,0.6971875000000001,0.39437500000000014,47,17,33,17
