Model,Threshold,Net_Benefit
LogisticRegression,0.01,0.553231429337624
LogisticRegression,0.02,0.5488531695864186
LogisticRegression,0.03,0.5446583340936045
LogisticRegression,0.04,0.540929203539823
LogisticRegression,0.05,0.5365626455519329
LogisticRegression,0.060000000000000005,0.5232536245528149
LogisticRegression,0.06999999999999999,0.5186982586354553
LogisticRegression,0.08,0.5140438630242401
LogisticRegression,0.09,0.5004376154818633
LogisticRegression,0.09999999999999999,0.495575221238938
LogisticRegression,0.11,0.4906035597096549
LogisticRegression,0.12,0.4879324215607401
LogisticRegression,0.13,0.482962058793612
LogisticRegression,0.14,0.47787610619469023
LogisticRegression,0.15000000000000002,0.4742321707444039
LogisticRegression,0.16,0.4690265486725663
LogisticRegression,0.17,0.4548459324021751
LogisticRegression,0.18000000000000002,0.44053529030865535
LogisticRegression,0.19,0.4390910084125424
LogisticRegression,0.2,0.42699115044247793
LogisticRegression,0.21000000000000002,0.4238826033381875
LogisticRegression,0.22,0.41842523258452463
LogisticRegression,0.23,0.4181128605907367
LogisticRegression,0.24000000000000002,0.3949697251979506
LogisticRegression,0.25,0.3893805309734513
LogisticRegression,0.26,0.38674958143984695
LogisticRegression,0.27,0.37871257122075397
LogisticRegression,0.28,0.37315634218289084
LogisticRegression,0.29000000000000004,0.3622086501308737
LogisticRegression,0.3,0.36030341340075855
LogisticRegression,0.31,0.35462357316916765
LogisticRegression,0.32,0.3612701717855284
LogisticRegression,0.33,0.34684982168802003
LogisticRegression,0.34,0.3327969965138106
LogisticRegression,0.35000000000000003,0.3321987746766507
LogisticRegression,0.36000000000000004,0.3191371681415929
LogisticRegression,0.37,0.3140890574518893
LogisticRegression,0.38,0.30545246931201825
LogisticRegression,0.39,0.2971130132017989
LogisticRegression,0.4,0.303834808259587
LogisticRegression,0.41000000000000003,0.29908504574771255
LogisticRegression,0.42000000000000004,0.30057979859627704
LogisticRegression,0.43,0.2914143766495886
LogisticRegression,0.44,0.27623261694058154
LogisticRegression,0.45,0.2719227674979887
LogisticRegression,0.46,0.2586037364798427
LogisticRegression,0.47000000000000003,0.24511604608448823
LogisticRegression,0.48000000000000004,0.24846834581347854
LogisticRegression,0.49,0.25229914974839496
LogisticRegression,0.5,0.24778761061946902
LogisticRegression,0.51,0.24309192703630125
LogisticRegression,0.52,0.22935103244837757
LogisticRegression,0.53,0.22425155337977778
LogisticRegression,0.54,0.23970757983839935
LogisticRegression,0.55,0.21730580137659783
LogisticRegression,0.56,0.18584070796460173
LogisticRegression,0.5700000000000001,0.20415723399876512
LogisticRegression,0.5800000000000001,0.20648967551622416
LogisticRegression,0.59,0.20289229440966977
LogisticRegression,0.6,0.19911504424778764
LogisticRegression,0.61,0.17744497390515088
LogisticRegression,0.62,0.17326502095947832
LogisticRegression,0.63,0.1839272901219804
LogisticRegression,0.64,0.2025565388397247
LogisticRegression,0.65,0.21618204804045513
LogisticRegression,0.66,0.21395106715252474
LogisticRegression,0.67,0.19388576025744167
LogisticRegression,0.68,0.18252212389380532
LogisticRegression,0.6900000000000001,0.17099628889523263
LogisticRegression,0.7000000000000001,0.17109144542772858
LogisticRegression,0.7100000000000001,0.16905706438815987
LogisticRegression,0.72,0.16687737041719342
LogisticRegression,0.73,0.16453621763356277
LogisticRegression,0.74,0.16201497617426822
LogisticRegression,0.75,0.1504424778761062
LogisticRegression,0.76,0.14749262536873156
LogisticRegression,0.77,0.16506348595613696
LogisticRegression,0.78,0.18584070796460178
LogisticRegression,0.79,0.18584070796460178
LogisticRegression,0.8,0.18584070796460178
LogisticRegression,0.81,0.168141592920354
LogisticRegression,0.8200000000000001,0.1592920353982301
LogisticRegression,0.8300000000000001,0.1415929203539823
LogisticRegression,0.8400000000000001,0.10619469026548672
LogisticRegression,0.85,0.09734513274336283
LogisticRegression,0.86,0.09734513274336283
LogisticRegression,0.87,0.08849557522123894
LogisticRegression,0.88,0.08849557522123894
LogisticRegression,0.89,0.061946902654867256
LogisticRegression,0.9,0.05309734513274336
LogisticRegression,0.91,0.05309734513274336
LogisticRegression,0.92,0.05309734513274336
LogisticRegression,0.93,0.02654867256637168
LogisticRegression,0.9400000000000001,0.017699115044247787
LogisticRegression,0.9500000000000001,0.008849557522123894
LogisticRegression,0.9600000000000001,0.008849557522123894
LogisticRegression,0.97,0.0
LogisticRegression,0.98,0.0
LogisticRegression,0.99,0.0
SVM_RBF,0.01,0.5530526503977831
SVM_RBF,0.02,0.5484919631569442
SVM_RBF,0.03,0.5438372411276343
SVM_RBF,0.04,0.5390855457227138
SVM_RBF,0.05,0.5342338146250581
SVM_RBF,0.060000000000000005,0.5292788552061758
SVM_RBF,0.06999999999999999,0.5242173375202207
SVM_RBF,0.08,0.5101962293189688
SVM_RBF,0.09,0.5066614801128075
SVM_RBF,0.09999999999999999,0.5024582104228121
SVM_RBF,0.11,0.49726558615889427
SVM_RBF,0.12,0.49316170555108607
SVM_RBF,0.13,0.4878445732885769
SVM_RBF,0.14,0.4852850380736777
SVM_RBF,0.15000000000000002,0.48464341488807905
SVM_RBF,0.16,0.4618626211546566
SVM_RBF,0.17,0.44077193730674913
SVM_RBF,0.18000000000000002,0.43557090438161017
SVM_RBF,0.19,0.436468917294876
SVM_RBF,0.2,0.4336283185840708
SVM_RBF,0.21000000000000002,0.42858743138792427
SVM_RBF,0.22,0.42341729067392786
SVM_RBF,0.23,0.4092633030686128
SVM_RBF,0.24000000000000002,0.40335351653469953
SVM_RBF,0.25,0.39823008849557523
SVM_RBF,0.26,0.3929681894283664
SVM_RBF,0.27,0.36986301369863017
SVM_RBF,0.28,0.36774827925270404
