Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IH_IntensityHistogramMedian_Intensity,IH_IntensityHistogramMedian_Intensity,0.10941856771629842,4
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.03181261435316035,2
Morph_Sphericity,Morph_Sphericity,0.02719516460987943,3
Morph_Compactness2,Morph_Compactness2,0.027113040769929566,3
Morph_SurfaceToVolumeRatio_cm,Morph_SurfaceToVolumeRatio_cm,0.025220230910659978,2
GLCM_ClusterTendency,GLCM_ClusterTendency,0.02210533400952706,2
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.020595673612002006,2
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.011100530302439526,2
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.005457961555912126,2
GLSZM_LargeZoneHighGreyLevelEmphasis,GLSZM_LargeZoneHighGreyLevelEmphasis,0.00467029544172873,2
GLSZM_LargeZoneEmphasis,GLSZM_LargeZoneEmphasis,0.0010248178949837687,2
