Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_GLRLM_ShortRunHighGreyLevelEmphasis,Post2_GLRLM_ShortRunHighGreyLevelEmphasis,0.04779381048085253,2
Post2_GLCM_Autocorrelation,Post2_GLCM_Autocorrelation,0.04747786694759596,2
Post2_GLRLM_HighGreyLevelRunEmphasis,Post2_GLRLM_HighGreyLevelRunEmphasis,0.046440970814913336,2
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.038422458544573476,4
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.024899196363886777,2
Pre_IB_StandardDeviation,Pre_IB_StandardDeviation,0.022818544659071755,2
Pre_IH_IntensityHistogramVariance_Intensity,Pre_IH_IntensityHistogramVariance_Intensity,0.022430797138303267,2
Post2_Morph_Compactness2,Post2_Morph_Compactness2,0.02092852238943975,2
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.02089844068963564,2
Post2_Morph_Compactness1,Post2_Morph_Compactness1,0.02011924520499367,4
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.020098310402703386,3
Post2_Morph_Sphericity,Post2_Morph_Sphericity,0.019601230482023925,2
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,0.009403871061946385,2
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.005838816330149551,4
Post2_Morph_Volume_cm3,Post2_Morph_Volume_cm3,0.00255219595473095,2
Pre_IB_TotalLesionGlycolysis,Pre_IB_TotalLesionGlycolysis,0.0023971202943103742,3
