Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.6147928994082841,0.6160651551159199,0.511982980549199,0.7211197475036466,0.6838588087421287,0.6875633511336128,0.5636661432503254,0.797137752485822,0.6239316239316239,0.6153846153846154,0.6923076923076923,0.5384615384615384,0.6521739130434783,0.5833333333333334,0.6716417910447762,0.2325581395348838,0.2545526314267442,28,24,20,45,7.8,4.54972526643093
SVM_Linear,0.6059171597633135,0.6073086751890956,0.50028506873764,0.7142029539088363,0.6807794887552694,0.6839869775649717,0.5603301882266756,0.7887723487648772,0.6239316239316239,0.6115384615384616,0.7230769230769231,0.5,0.6438356164383562,0.5909090909090909,0.6811594202898551,0.2265625,0.2577564193113756,26,26,18,47,7.8,4.54972526643093
LightGBM,0.6025147928994083,0.6032085331869655,0.4967598025458076,0.7083746673156064,0.6523233723611452,0.6609455284515875,0.5352855052318112,0.7797611094765843,0.5042735042735043,0.5038461538461538,0.5076923076923077,0.5,0.559322033898305,0.4482758620689655,0.532258064516129,0.0076045627376425395,0.27547736195420724,26,26,32,33,7.8,4.54972526643093
LogisticRegression,0.5902366863905325,0.5920154549718721,0.48721644673889725,0.6973196938657868,0.6549131646145527,0.6613284223723153,0.5333518880795195,0.7782142290088168,0.5384615384615384,0.5365384615384616,0.5538461538461539,0.5192307692307693,0.5901639344262295,0.48214285714285715,0.5714285714285714,0.0725190839694656,0.2565935388248354,27,25,29,36,7.8,4.54972526643093
NaiveBayes,0.5881656804733728,0.5900238339779089,0.4879476267157427,0.6955026455026453,0.6368135634230334,0.6449056096224094,0.5181435323322984,0.7640268561942121,0.5384615384615384,0.5,0.8461538461538461,0.15384615384615385,0.5555555555555556,0.4444444444444444,0.6707317073170732,0.0,0.3788560731194427,8,44,10,55,7.8,4.54972526643093
XGBoost,0.577810650887574,0.5786372804465194,0.47405169323851576,0.6883592926342584,0.5968935930464503,0.6106011613066109,0.49198151972682386,0.7385828900815476,0.5641025641025641,0.5634615384615385,0.5692307692307692,0.5576923076923077,0.6166666666666667,0.5087719298245614,0.592,0.12571428571428578,0.2853968345504881,29,23,28,37,7.8,4.54972526643093
RandomForest,0.5727810650887575,0.57354569080005,0.4663913855636595,0.681005832062039,0.6505739265113095,0.6570084855037451,0.5325920235398363,0.7657828581865395,0.5470085470085471,0.5480769230769231,0.5384615384615384,0.5576923076923077,0.603448275862069,0.4915254237288136,0.5691056910569106,0.09487666034155595,0.26567331469589217,29,23,30,35,7.8,4.54972526643093
ExtraTrees,0.5662721893491124,0.5673255052740469,0.4534558956424126,0.6778206084959816,0.6069267062426005,0.6170969925244717,0.49446712510218166,0.7372985574186142,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5932203389830508,0.4827586206896552,0.5645161290322581,0.07604562737642584,0.2483320286934528,28,24,30,35,7.8,4.54972526643093
KNN,0.555621301775148,0.5577057990378863,0.4517535364429667,0.6620624883603373,0.6120161784595667,0.6193285943539727,0.4949929623259143,0.7424840182657287,0.5555555555555556,0.5442307692307693,0.6461538461538462,0.4423076923076923,0.5915492957746479,0.5,0.6176470588235294,0.08949416342412453,0.28671272034667084,23,29,23,42,7.8,4.54972526643093
GradientBoosting,0.5483727810650887,0.5496086271624567,0.4393617897978863,0.6592065739245955,0.595933034621536,0.6090054826526391,0.49027648378283445,0.7321311692618516,0.5042735042735043,0.5,0.5384615384615384,0.46153846153846156,0.5555555555555556,0.4444444444444444,0.546875,0.0,0.2732755276729014,24,28,30,35,7.8,4.54972526643093
