Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.6518322109988777,0.5762906846240179,0.07554152637485977,0.0,0.0625,0.1875
SVM_RBF vs GradientBoosting,SVM_RBF,GradientBoosting,0.6518322109988777,0.565580808080808,0.08625140291806963,0.0,0.0625,0.1875
SVM_RBF vs KNN,SVM_RBF,KNN,0.6518322109988777,0.5405225869809204,0.11130962401795738,1.0,0.125,0.1875
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.6518322109988777,0.62881734006734,0.023014870931537645,5.0,0.625,0.625
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.6518322109988777,0.6000939955106622,0.05173821548821552,1.0,0.125,0.1875
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.6518322109988777,0.6127833894500562,0.03904882154882159,1.0,0.125,0.1875
SVM_RBF vs RandomForest,SVM_RBF,RandomForest,0.6518322109988777,0.6150420875420876,0.036790123456790155,3.0,0.3125,0.4017857142857143
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.6518322109988777,0.6278430134680134,0.02398919753086425,5.0,0.625,0.625
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.6518322109988777,0.5929222783389451,0.058909932659932676,1.0,0.125,0.1875
